Geneid,featureCounts on data 282: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 288: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 296: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 300: Counts_HISAT2 on data 38 and data 37: aligned reads (BAM),featureCounts on data 304: Counts_HISAT2 on data 42 and data 41: aligned reads (BAM),featureCounts on data 310: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 312: Counts_HISAT2 on data 50 and data 49: aligned reads (BAM),featureCounts on data 322: Counts_HISAT2 on data 60 and data 59: aligned reads (BAM)
100169764,0,0,0,0,0,0,0,0
100169765,0,0,0,0,0,0,0,0
100169766,0,0,0,0,0,0,0,0
100169767,0,0,0,0,0,0,0,0
100169768,0,0,0,0,0,0,0,0
100169851,52,28,42,51,30,22,13,49
100169890,0,0,0,0,0,0,0,0
100169951,0,0,0,0,0,0,0,0
100169952,0,0,0,0,0,0,0,0
100169953,0,0,0,0,0,0,0,0
100169954,0,0,0,0,0,0,0,0
100169955,0,0,0,0,0,0,0,0
100169956,0,0,0,0,0,0,0,0
100169957,0,0,0,0,0,0,0,0
100169958,0,0,0,0,0,0,0,0
100169959,0,0,0,0,0,0,0,0
100169989,35,30,31,40,52,22,29,28
10017,7,10,18,2,4,4,8,8
100170216,0,0,0,0,0,0,0,0
100170217,0,0,0,0,0,0,0,0
100170218,0,0,0,0,0,0,0,0
100170219,0,0,0,0,0,0,0,0
100170220,0,0,0,0,0,0,0,0
100170221,0,0,0,3,1,2,0,1
100170222,0,0,0,0,0,0,0,0
100170223,0,0,0,0,0,0,0,0
100170224,0,0,1,0,0,0,0,0
100170225,0,0,0,0,0,0,0,0
100170226,0,0,0,0,0,0,0,0
100170227,2,0,0,0,2,0,0,0
100170228,0,0,0,0,0,0,0,0
100170229,39,56,54,56,139,43,38,54
100170765,5,2,0,2,4,4,0,0
100170841,0,0,0,0,0,0,0,0
10018,325,359,477,544,583,332,212,260
100187716,0,0,0,0,0,1,0,0
100188847,0,0,0,1,3,0,0,0
100188893,386,559,818,899,1208,480,380,492
100188917,0,0,2,9,3,0,0,0
100188947,12,4,17,20,38,30,19,8
100188949,26,31,24,21,27,12,26,20
100188953,48,32,40,57,103,37,25,28
100188954,5,7,14,16,24,19,3,8
100188985,4,1,3,1,1,2,2,0
100188986,0,2,0,1,0,0,0,0
100188987,1,0,0,1,2,0,0,0
100188988,0,0,1,0,3,0,0,0
100188990,0,0,0,1,0,0,0,0
100188991,1,0,0,5,0,3,2,0
100188992,0,0,0,0,0,0,0,0
100188993,0,0,0,0,0,0,1,0
100188995,2,2,1,7,5,5,3,2
100188997,0,6,0,0,0,0,0,0
100188998,0,0,1,0,0,0,2,1
100189001,4,15,6,21,12,5,5,4
100189002,0,0,0,0,0,0,0,0
100189003,0,0,0,0,0,0,0,1
100189004,0,1,1,0,0,0,0,1
100189005,4,4,2,19,2,1,7,5
100189006,0,0,1,0,0,0,0,0
100189008,2,1,1,5,3,1,0,0
100189009,0,0,0,0,0,0,0,0
100189011,7,3,1,16,10,6,5,4
100189012,0,0,0,0,0,1,0,0
100189013,0,0,0,2,1,0,0,0
100189014,0,0,0,0,0,0,0,0
100189015,0,0,0,3,0,0,0,0
100189017,0,0,0,0,0,0,0,0
100189018,0,0,0,0,0,0,1,0
100189019,0,0,0,0,0,0,0,0
100189020,0,0,0,0,2,0,0,0
100189021,1,0,2,0,2,0,0,1
100189022,0,0,0,5,0,0,0,1
100189024,0,0,0,0,0,0,0,0
100189025,2,1,0,1,1,0,0,0
100189028,0,1,2,1,4,1,0,0
100189030,1,1,2,7,5,1,0,1
100189032,0,0,0,2,2,0,0,0
100189033,0,0,0,0,0,0,0,0
100189034,0,0,0,0,0,0,0,0
100189035,0,0,0,0,0,0,0,0
100189036,0,0,0,0,0,0,0,1
100189037,0,2,2,0,0,0,0,1
100189038,0,0,0,0,0,0,0,0
100189039,0,0,0,0,0,0,0,0
100189040,0,0,0,0,0,0,0,0
100189041,0,0,0,0,0,0,0,0
100189042,0,0,0,0,0,0,0,0
100189045,1,0,0,0,0,0,0,0
100189046,0,0,0,0,0,0,0,0
100189047,0,0,0,0,0,0,0,0
100189048,0,0,0,0,0,0,0,0
100189049,1,0,1,0,2,0,0,0
100189050,0,0,0,0,0,0,0,0
100189052,0,0,0,0,0,0,0,0
100189053,0,0,0,0,0,0,0,0
100189056,0,0,1,0,0,0,0,0
100189059,0,1,0,3,0,0,0,0
100189062,0,0,0,0,0,0,0,0
100189063,0,0,0,3,0,0,0,0
100189064,0,0,0,0,1,0,0,0
100189065,0,0,0,0,0,0,0,0
100189066,0,0,0,0,0,0,0,0
100189067,0,1,1,5,1,2,1,2
100189070,0,0,0,0,0,0,0,0
100189071,3,2,3,21,3,0,4,12
100189072,0,0,0,0,0,0,0,0
100189074,0,0,0,0,0,0,0,0
100189075,0,1,0,0,0,2,0,0
100189077,2,2,2,2,2,1,4,2
100189078,0,2,0,0,0,0,1,0
100189080,1,2,4,2,2,1,6,3
100189082,0,0,0,0,0,0,0,0
100189083,2,0,0,4,1,0,1,0
100189084,0,0,0,0,0,0,0,0
100189085,0,0,0,0,0,0,0,0
100189086,0,0,0,1,0,0,0,0
100189088,0,0,1,0,3,0,0,0
100189089,0,2,0,2,0,2,0,0
100189090,0,0,0,0,0,0,0,0
100189091,0,0,0,0,0,0,0,0
100189092,0,0,0,0,0,0,0,0
100189093,0,0,0,0,0,0,0,0
100189094,0,0,0,1,0,0,0,0
100189095,0,0,0,0,0,0,0,0
100189097,6,1,1,3,0,4,4,2
100189098,0,0,0,0,0,0,0,0
100189099,0,0,0,0,0,0,0,0
100189101,0,0,0,0,0,0,0,0
100189102,0,0,2,0,1,2,1,0
100189103,1,1,0,3,1,2,3,0
100189105,0,0,0,0,0,0,0,0
100189107,2,0,0,2,0,0,0,0
100189109,0,0,1,0,0,0,0,0
100189110,0,0,0,0,0,0,0,0
100189111,0,0,0,0,0,0,0,0
100189112,0,0,0,0,1,1,0,0
100189114,0,0,0,0,0,0,0,0
100189115,0,0,1,2,2,4,0,0
100189118,0,0,1,0,0,0,0,0
100189119,0,0,0,1,0,0,0,1
100189120,0,0,0,0,0,0,0,0
100189121,0,0,0,0,0,0,0,0
100189122,0,0,0,0,0,0,0,0
100189123,0,0,0,0,0,0,0,0
100189124,0,0,0,0,0,0,0,0
100189125,0,0,0,0,0,0,0,0
100189126,0,0,0,0,0,0,0,0
100189127,0,0,0,0,0,0,0,0
100189130,0,2,0,7,2,0,0,5
100189131,0,0,0,0,0,0,0,0
100189132,0,0,0,0,0,0,0,0
100189133,9,2,7,11,11,4,4,8
100189134,0,0,0,0,0,0,0,0
100189135,0,0,0,0,0,0,0,0
100189136,0,0,0,0,0,0,0,0
100189137,0,0,0,0,0,0,0,0
100189138,0,0,0,0,0,0,0,0
100189139,0,0,0,0,0,0,0,0
100189140,0,0,0,0,0,0,0,0
100189141,0,0,0,0,0,0,0,0
100189142,0,0,0,1,0,0,0,0
100189143,0,0,0,0,0,0,0,0
100189144,1,0,0,0,0,0,0,0
100189145,0,0,0,0,0,0,0,0
100189146,2,1,1,0,1,3,1,2
100189149,0,0,0,0,0,0,0,0
100189151,0,0,0,4,0,0,0,0
100189152,0,0,0,0,0,0,0,0
100189153,0,4,0,2,1,0,3,2
100189155,1,0,0,0,0,0,0,0
100189157,2,0,2,10,0,2,0,2
100189158,2,1,3,1,2,1,0,0
100189159,0,0,0,0,0,0,0,0
100189160,0,0,0,0,0,0,0,0
100189161,0,0,0,0,0,0,0,0
100189162,0,0,0,8,1,0,0,0
100189163,1,0,0,3,0,1,0,0
100189164,0,1,0,0,0,0,0,0
100189166,0,0,0,0,0,0,0,0
100189167,0,0,0,0,0,0,0,0
100189168,10,3,3,33,7,3,10,24
100189169,0,0,0,0,0,0,0,0
100189170,0,0,0,0,0,0,0,0
100189171,1,0,0,0,0,0,0,0
100189172,0,0,0,0,0,0,0,0
100189173,0,0,0,1,0,0,0,0
100189174,0,0,0,0,0,0,0,0
100189176,0,0,0,0,0,0,0,0
100189177,24,16,16,19,33,19,19,16
100189178,0,0,0,0,0,0,0,0
100189179,0,0,0,1,0,0,0,0
100189181,0,0,0,0,0,0,0,3
100189182,0,1,0,0,0,0,0,0
100189184,0,0,0,0,0,0,0,0
100189185,0,0,0,0,0,0,0,0
100189187,1,8,12,19,6,0,1,4
100189188,0,0,0,0,0,0,0,0
100189189,0,0,0,0,0,0,0,0
100189190,0,0,0,0,2,0,0,0
100189191,0,0,0,0,0,0,0,0
100189193,0,0,0,0,2,0,0,0
100189195,0,0,0,0,0,0,0,0
100189196,0,0,0,0,0,0,0,0
100189197,0,0,0,0,0,0,0,0
100189198,1,0,0,4,3,0,0,0
100189199,0,0,0,0,0,0,0,0
100189200,1,0,0,0,0,0,0,0
100189201,5,2,1,4,21,5,1,1
100189202,0,0,0,0,0,0,0,0
100189203,0,0,0,0,1,0,0,1
100189205,0,0,0,0,0,0,0,0
100189206,0,0,0,0,4,0,1,3
100189207,2,0,0,0,0,0,0,0
100189208,0,0,0,0,0,0,0,0
100189209,0,0,0,0,0,1,0,0
100189211,0,0,0,0,0,2,0,1
100189213,0,0,0,0,0,0,0,0
100189214,0,0,0,12,1,0,2,2
100189216,0,0,0,0,0,0,0,0
100189218,0,0,0,2,0,4,0,0
100189219,0,2,0,2,0,0,2,3
100189220,2,0,1,3,2,2,0,0
100189221,0,0,0,0,0,0,0,2
100189222,0,0,0,0,0,0,0,0
100189223,0,0,0,0,0,0,0,0
100189224,0,0,0,0,0,0,0,0
100189225,0,0,0,0,0,0,0,0
100189226,0,0,0,1,3,1,2,1
100189227,0,3,1,0,0,0,2,0
100189228,2,0,0,0,0,2,1,0
100189229,0,0,1,0,0,0,0,0
100189230,0,0,0,0,0,0,0,0
100189231,0,0,0,0,0,0,0,0
100189232,0,0,0,0,0,0,0,0
100189234,0,0,0,0,0,0,0,0
100189235,0,0,0,0,0,0,0,0
100189237,0,0,0,0,0,0,0,0
100189238,0,1,3,2,6,1,0,0
100189239,0,0,0,0,1,0,0,0
100189240,0,0,0,0,0,0,0,0
100189243,0,1,0,0,0,1,0,0
100189245,0,2,1,5,0,2,0,4
100189247,0,0,0,0,0,0,0,0
100189248,0,0,0,0,0,0,0,0
100189249,0,0,0,0,0,0,0,0
100189250,0,0,0,0,0,3,0,0
100189251,0,0,0,0,0,0,0,0
100189252,0,0,0,0,0,0,0,0
100189253,4,4,5,8,6,3,5,6
100189254,0,0,0,0,0,0,0,0
100189255,0,0,0,0,0,0,0,0
100189257,2,2,3,0,0,4,1,7
100189259,0,0,0,0,0,0,0,0
100189260,0,0,0,0,0,0,0,0
100189261,0,0,0,0,0,0,0,0
100189263,0,1,0,1,1,0,0,0
100189264,0,1,0,0,1,0,0,0
100189265,0,0,0,0,0,0,0,0
100189267,4,1,2,1,7,8,0,4
100189268,0,0,0,0,0,0,0,0
100189269,0,0,0,0,0,0,0,0
100189270,10,3,3,2,2,2,7,6
100189272,0,0,0,0,0,0,0,0
100189273,0,0,0,0,0,0,0,0
100189274,0,0,0,0,0,0,0,0
100189275,0,0,0,0,0,0,0,0
100189276,0,0,0,0,0,0,0,0
100189277,2,0,2,0,4,5,1,2
100189279,0,2,0,0,0,0,0,0
100189280,0,0,0,0,0,0,0,0
100189281,0,0,0,0,0,0,0,0
100189282,0,0,0,0,0,0,0,0
100189283,0,0,0,0,0,0,0,0
100189284,13,4,4,19,6,5,12,17
100189285,4,7,3,2,14,1,4,2
100189286,0,0,0,0,0,0,1,0
100189287,0,0,0,0,0,0,0,0
100189288,0,0,0,0,0,0,0,0
100189289,2,1,0,0,1,0,1,0
100189290,0,0,0,0,0,0,0,0
100189291,0,0,0,0,0,0,0,0
100189292,0,1,0,0,0,0,0,0
100189293,0,0,0,0,0,0,0,0
100189294,0,0,0,0,0,0,0,0
100189295,0,0,0,0,0,0,0,0
100189296,0,0,0,0,0,0,0,0
100189297,0,0,0,0,0,0,0,0
100189298,0,0,0,1,0,0,0,0
100189299,0,0,0,0,0,0,0,0
100189300,0,0,0,0,0,0,0,0
100189301,0,0,0,2,0,0,0,0
100189303,0,0,0,0,0,0,1,0
100189305,0,0,0,0,0,2,0,0
100189306,0,0,2,1,1,0,0,0
100189307,0,0,0,0,0,0,0,0
100189308,0,0,0,0,0,0,0,0
100189310,0,0,1,4,1,0,2,3
100189313,1,1,1,0,0,0,0,0
100189314,0,0,0,0,0,0,0,0
100189315,0,0,0,0,0,0,0,0
100189316,0,0,0,0,0,0,0,0
100189317,0,0,0,0,0,0,2,1
100189318,0,0,0,0,0,0,0,0
100189319,0,0,0,0,0,1,0,2
100189321,0,0,0,0,0,0,0,0
100189323,1,1,2,1,1,1,0,0
100189324,0,0,0,0,0,0,0,0
100189326,0,0,0,0,0,1,0,0
100189328,0,0,0,0,0,0,0,0
100189329,0,0,0,0,0,0,0,0
100189331,0,0,0,0,0,0,0,0
100189332,0,0,0,0,0,0,0,0
100189333,4,2,4,5,3,9,2,7
100189334,0,0,0,0,0,0,0,0
100189335,0,0,0,0,0,0,0,0
100189336,0,0,0,0,0,0,0,0
100189337,0,0,0,0,0,0,0,0
100189339,4,14,4,15,10,7,1,0
100189340,0,0,0,1,0,0,0,1
100189342,0,0,0,0,0,0,0,0
100189343,0,0,0,0,0,0,2,0
100189344,0,0,0,0,0,0,0,0
100189345,0,0,0,0,0,1,1,0
100189346,0,0,0,0,0,0,0,0
100189347,0,0,2,7,1,2,0,4
100189348,0,0,0,0,0,0,0,0
100189352,0,0,0,0,0,0,0,0
100189354,0,0,0,0,0,0,0,0
100189355,2,11,2,6,7,9,7,3
100189356,2,0,0,0,0,0,0,0
100189357,0,0,0,0,0,0,0,0
100189359,0,0,0,0,1,0,0,0
100189360,0,0,0,0,0,0,0,0
100189362,0,0,0,0,0,0,0,0
100189363,0,0,0,0,0,0,1,0
100189364,0,0,0,0,0,0,0,0
100189365,0,0,0,0,0,0,0,0
100189366,0,0,0,0,0,0,0,0
100189368,0,0,0,0,0,0,0,0
100189370,1,5,0,2,2,0,2,3
100189371,0,0,0,1,0,0,0,1
100189372,0,0,0,0,0,0,0,0
100189373,0,0,0,0,1,0,0,0
100189374,0,0,0,0,1,0,0,0
100189376,0,0,0,0,0,0,0,1
100189378,0,0,0,0,0,0,0,0
100189379,1,2,6,1,3,1,0,1
100189380,0,0,0,0,0,0,0,0
100189382,0,0,0,0,0,0,0,0
100189383,0,0,0,0,0,0,0,0
100189384,0,0,0,0,0,0,0,0
100189385,0,0,0,0,0,0,0,0
100189387,0,0,0,5,3,0,1,0
100189388,0,0,0,0,0,0,0,0
100189390,0,0,0,0,0,0,0,0
100189391,0,0,0,0,0,0,0,0
100189393,0,0,0,0,0,0,0,0
100189394,0,0,0,0,0,0,0,0
100189395,0,0,0,0,0,0,0,0
100189396,0,0,0,0,0,0,0,0
100189399,0,6,17,40,16,12,10,18
100189400,0,0,0,0,0,0,0,0
100189401,0,0,0,1,0,0,0,0
100189402,1,1,1,0,8,0,0,0
100189405,0,0,0,0,0,0,0,0
100189406,10,13,10,19,21,8,9,20
100189407,0,1,0,0,0,0,0,0
100189408,0,0,0,0,0,0,0,0
100189409,0,0,0,0,0,0,0,0
100189410,0,0,0,0,0,0,0,0
100189412,0,0,0,0,0,0,0,0
100189413,0,0,0,0,0,0,0,0
100189414,0,2,1,9,2,6,4,1
100189415,0,0,0,0,0,0,0,0
100189416,0,0,0,0,0,0,0,0
100189418,0,0,0,2,0,0,0,0
100189419,0,0,0,0,0,0,0,0
100189422,0,0,0,0,0,0,0,0
100189424,0,0,0,0,0,0,0,0
100189425,0,0,0,0,0,0,0,0
100189427,0,0,0,0,0,0,0,0
100189428,0,0,0,0,0,0,0,0
100189430,0,0,0,0,0,0,0,0
100189432,5,4,3,9,26,11,4,11
100189433,0,0,0,0,0,0,0,0
100189435,0,3,2,11,2,1,0,0
100189436,0,0,0,0,0,0,0,0
100189437,0,0,0,0,0,0,0,0
100189438,0,0,0,0,0,0,0,0
100189541,0,0,0,1,0,0,0,0
100189589,205,254,198,442,313,240,165,288
10019,849,1046,1377,1601,2035,837,687,854
100190938,66,75,95,105,153,102,75,114
100190939,190,146,190,187,308,192,116,184
100190940,15,40,50,45,33,32,12,28
100190949,3,6,2,0,3,0,0,0
100190986,53,30,20,48,58,25,27,32
100191040,41,38,76,65,65,47,52,44
100191063,0,0,0,0,0,0,0,0
100192204,41,37,41,20,49,15,19,32
100192378,72,100,102,216,272,127,80,78
100192379,11,12,25,12,42,3,3,15
100192386,248,270,294,176,604,192,209,104
100192420,0,2,2,2,1,0,0,0
100192426,27,12,23,17,10,14,14,7
1002,144,180,321,165,478,132,108,165
10020,1080,1672,1981,3604,2136,1539,1289,1842
10021,130,80,115,68,127,28,66,94
100216001,2,0,1,0,0,0,0,2
100216479,187,287,460,381,582,154,104,125
100216545,258,252,279,320,385,327,250,287
100216546,1289,947,902,1579,1435,1134,820,1223
10022,3,2,2,1,4,2,1,7
10023,55,114,100,110,136,49,41,59
100233156,0,0,0,0,0,0,0,0
100233209,29,54,60,78,109,62,26,36
10024,0,2,2,0,1,2,2,0
100240728,0,0,0,0,0,0,0,0
100240734,4,0,0,0,2,1,0,2
100240735,2,1,4,11,3,4,0,9
10025,203,133,203,187,416,183,136,211
10026,1358,2728,2498,6254,3208,2443,1906,2483
100268168,35,21,40,13,67,8,12,18
100270679,0,0,0,0,0,0,0,0
100270680,1,4,2,4,1,0,2,2
100270746,16,39,27,78,44,29,25,30
100270804,82,79,100,207,149,89,94,94
100271702,14,15,18,12,27,9,18,16
100271715,418,507,775,801,991,400,373,445
100271722,40,54,43,91,131,59,37,32
100271832,75,38,46,45,59,87,28,32
100271835,0,1,0,0,0,0,0,0
100271836,1271,747,795,1099,2571,841,674,814
100271846,0,0,0,0,1,0,0,0
100271849,0,0,0,0,0,0,1,1
100271873,35,34,32,65,70,27,35,60
100271874,0,0,0,0,0,0,0,0
100271927,17,8,34,21,146,41,16,5
100272147,140,218,347,292,404,181,151,137
100272216,0,2,0,0,5,1,6,3
100272217,24,31,37,61,62,40,31,30
100272228,310,220,274,419,469,309,220,263
100286844,102,147,262,254,339,124,112,136
100286922,0,0,0,0,0,0,0,0
100286938,0,0,0,0,6,0,0,1
100286979,24,44,67,72,34,38,18,37
100287010,3,4,8,2,10,2,0,1
100287013,13,18,19,12,67,16,7,17
100287015,25,30,46,84,66,22,34,24
100287029,2,0,1,0,0,0,2,0
100287036,26,11,11,9,27,13,15,19
100287042,23,17,23,14,20,33,6,19
100287072,10,22,11,33,21,10,17,25
100287082,2,2,9,10,11,3,3,5
100287083,0,0,0,0,0,0,0,0
100287098,3,5,7,2,7,2,3,3
100287102,0,0,0,0,0,3,0,1
100287114,2,13,4,6,6,0,2,2
100287144,0,1,4,0,7,0,0,0
100287171,55,94,179,46,215,89,47,128
100287177,12,6,28,32,20,10,9,12
100287178,1,1,2,0,4,0,0,0
100287205,0,0,2,0,1,0,2,1
100287216,38,27,58,66,89,21,27,32
100287225,409,356,329,851,643,847,480,341
100287226,11,25,16,43,48,25,5,14
100287227,15,15,11,11,22,18,8,9
100287238,0,0,1,0,3,0,0,0
100287284,16,17,23,37,23,21,15,16
100287294,0,1,4,0,1,0,0,0
100287314,50,71,49,64,80,52,62,62
100287327,0,0,0,0,0,0,0,0
100287362,1,3,2,0,5,0,0,3
100287364,3,1,0,0,1,0,2,0
100287387,7,27,65,14,63,2,4,2
100287399,0,0,0,0,0,0,0,0
100287404,0,0,1,0,0,0,0,0
100287441,0,0,1,0,0,0,0,0
100287477,2,3,6,4,7,2,2,6
100287478,0,0,0,0,0,0,0,0
100287482,82,150,187,161,192,135,94,120
100287513,0,0,0,0,0,1,0,0
100287559,42,60,43,120,79,65,38,34
100287569,69,43,57,30,76,43,40,61
100287592,0,0,0,0,0,0,0,2
100287596,5,7,10,6,7,2,2,5
100287616,46,59,32,41,79,26,51,18
100287632,4,1,2,3,5,3,2,0
100287639,0,0,0,2,4,0,1,1
100287704,0,0,0,0,0,0,0,0
100287718,4,0,29,2,51,4,0,1
100287722,54,45,40,85,97,59,33,56
100287728,0,3,0,0,0,0,0,0
100287765,460,716,933,906,1485,638,502,503
100287792,3,1,0,0,0,0,0,2
100287808,0,0,0,0,0,0,0,0
100287814,0,2,7,7,0,0,3,1
100287823,0,0,0,0,0,0,0,0
100287834,0,0,0,0,0,0,0,0
100287846,513,678,837,865,964,332,369,496
100287879,9,3,1,6,9,5,0,10
100287896,339,608,699,921,1055,526,371,483
100287898,0,0,0,0,4,0,0,4
100287902,0,2,0,6,1,3,2,3
100287932,636,1203,1654,2001,2106,1168,925,1131
100287944,13,17,13,8,17,14,4,17
100287948,4,5,9,3,5,3,4,9
100288069,8,17,22,27,65,13,23,27
100288072,23,10,13,17,28,12,7,10
100288077,8,4,8,8,2,5,8,9
100288079,2,1,5,5,8,5,2,3
100288122,56,63,74,79,122,85,49,83
100288123,13,20,27,12,52,29,17,22
100288142,316,301,380,306,466,309,206,277
100288152,87,86,101,200,159,121,81,76
100288162,3,1,6,4,2,1,1,0
100288181,274,316,280,229,393,199,213,190
100288198,112,180,170,288,233,136,108,173
100288254,4,5,5,3,2,2,6,5
100288287,0,0,0,0,0,0,2,0
100288323,0,0,0,2,0,0,0,0
100288332,6,5,20,11,31,10,16,22
100288346,240,148,165,138,201,124,117,236
100288380,1,0,0,1,0,0,0,0
100288413,23,6,22,41,57,26,16,36
100288428,136,149,150,311,245,251,119,136
100288432,36,27,58,36,48,39,17,31
100288485,0,0,0,0,0,0,0,0
100288486,0,3,3,2,1,1,1,8
100288520,0,1,5,0,10,4,0,2
100288524,0,0,0,0,0,0,0,0
100288527,0,0,0,0,0,0,0,0
100288562,0,0,0,0,0,0,0,0
100288570,6,6,8,4,6,0,3,3
100288615,17,451,496,610,674,576,83,99
100288637,0,1,4,4,2,2,1,0
100288687,0,0,0,0,0,0,0,0
100288695,22,28,52,49,40,46,18,16
100288730,1,1,0,0,2,0,0,0
100288748,0,1,0,2,2,4,0,2
100288778,3,1,7,0,47,2,2,0
100288797,0,0,0,0,0,0,0,0
100288798,51,46,45,59,133,41,35,46
100288801,32,12,36,18,33,19,19,29
100288805,893,1012,1495,1166,2965,1022,527,449
100288814,26,5,13,14,28,12,21,15
100288831,52,57,47,39,67,55,52,72
100288842,46,32,40,88,66,47,33,31
100288846,3,9,3,9,17,4,4,4
100288866,0,6,1,0,0,4,0,0
100288911,14,17,33,4,48,4,7,11
100288966,0,0,0,0,0,0,0,0
100288974,83,84,117,91,111,65,62,74
100289017,0,0,0,0,0,0,0,0
100289019,88,90,129,126,147,82,62,72
100289087,0,0,0,0,0,0,0,0
100289092,1,0,3,2,15,2,5,4
100289097,1501,2818,1854,4553,2718,2115,1109,2673
100289098,25,26,65,95,88,44,16,29
100289124,11,4,12,14,15,2,4,2
100289137,515,281,276,397,385,369,221,243
100289150,0,0,0,0,0,0,0,0
100289178,75,80,157,144,190,105,82,102
100289187,30,11,20,35,51,26,14,18
100289211,4,2,0,4,4,5,10,0
100289230,229,194,172,344,297,234,161,194
100289255,14,14,22,5,26,12,19,16
100289279,146,87,106,185,110,98,66,78
100289333,39,48,64,94,108,62,38,46
100289341,48,55,57,69,76,52,28,43
100289361,28,26,32,41,61,24,17,28
100289373,11,19,28,38,33,18,16,8
100289388,31,60,44,36,39,26,36,9
100289410,40,38,32,15,38,22,39,29
100289462,0,0,0,0,0,0,0,0
100289473,142,216,261,166,410,114,98,116
100289495,134,225,181,335,338,206,186,172
100289509,19,19,14,13,32,9,10,20
100289511,31,48,43,60,83,28,23,41
100289561,16,20,26,21,41,27,19,19
100289574,21,2,4,10,23,6,0,0
100289580,15,21,59,13,140,18,15,20
100289635,2497,2361,3820,3950,4458,1994,1926,2504
100289650,62,65,68,118,148,67,56,55
100289656,0,0,0,0,0,0,0,0
100289673,1,0,3,3,3,4,1,2
100289678,433,396,672,404,1147,347,297,334
100292680,6,7,7,3,21,6,2,6
100293516,429,354,495,501,695,358,345,368
100293704,64,45,61,54,64,44,75,68
100294145,0,0,0,0,0,0,0,0
100294362,175,107,147,120,207,80,77,105
100294720,0,0,0,0,0,1,0,1
1003,210,194,276,264,386,229,183,139
100302111,0,0,0,0,0,0,0,0
100302112,0,2,1,2,7,0,0,4
100302113,18,13,15,31,11,21,11,9
100302114,0,0,0,0,0,0,0,0
100302115,0,1,2,0,0,0,0,0
100302116,0,0,0,0,0,0,0,0
100302117,0,0,0,0,0,0,0,0
100302118,1,4,0,1,7,1,1,1
100302119,0,0,0,0,0,0,0,0
100302121,0,1,1,0,0,0,0,0
100302122,4,2,7,8,17,9,10,10
100302123,0,1,0,0,0,0,0,0
100302124,3,1,0,1,0,0,4,2
100302125,0,0,0,1,0,2,0,0
100302126,0,0,0,0,0,0,0,0
100302127,0,0,0,0,0,0,0,0
100302128,0,0,0,0,0,0,0,2
100302129,0,0,0,0,0,0,1,0
100302130,0,0,0,1,0,0,0,0
100302131,0,0,0,0,0,0,0,0
100302132,0,0,0,0,0,0,0,0
100302133,0,0,0,0,0,0,0,0
100302134,0,0,3,0,6,0,0,1
100302135,0,3,4,5,9,1,3,2
100302136,0,1,0,5,2,1,3,3
100302137,0,0,0,0,1,0,0,1
100302138,0,1,1,0,1,1,0,0
100302139,0,3,1,7,2,5,0,2
100302140,0,0,0,0,0,0,0,0
100302141,1,0,0,0,0,0,0,0
100302142,0,0,0,0,0,0,0,0
100302143,0,0,0,0,0,0,0,0
100302144,0,6,1,7,0,1,2,1
100302145,0,0,1,0,1,0,0,0
100302146,0,0,0,0,0,0,0,0
100302147,0,0,0,0,0,0,0,0
100302148,0,0,0,0,0,0,0,0
100302149,2,1,6,4,10,3,5,3
100302150,14,8,4,28,15,27,15,14
100302152,4,2,2,1,7,3,0,3
100302153,1,7,0,1,1,1,1,4
100302155,3,1,3,0,1,9,0,5
100302156,0,0,1,0,1,0,0,0
100302157,1,0,0,1,1,0,0,0
100302158,0,0,5,1,0,0,0,0
100302159,0,2,0,6,2,0,2,3
100302160,0,0,0,0,0,0,0,0
100302161,5,0,1,1,3,1,0,0
100302163,0,1,1,2,2,2,2,0
100302164,0,1,0,4,0,0,1,2
100302165,0,0,0,0,2,0,1,0
100302166,1,1,0,1,0,1,2,1
100302167,13,9,7,23,20,16,10,22
100302168,0,0,0,0,0,0,0,0
100302169,0,0,0,0,0,0,1,0
100302170,2,1,3,3,3,3,0,5
100302171,0,0,0,0,0,0,0,0
100302172,0,0,0,1,0,0,0,0
100302174,0,0,1,1,1,0,0,0
100302175,0,0,2,0,3,1,0,0
100302177,1,0,0,0,0,0,0,0
100302178,0,0,0,0,0,0,0,0
100302179,4,0,1,6,1,1,6,1
100302181,1,1,2,2,1,0,0,0
100302182,0,0,0,0,0,0,0,0
100302183,0,0,0,0,0,0,0,0
100302184,0,0,0,0,0,0,0,0
100302185,0,0,0,1,0,0,0,0
100302186,0,1,0,0,0,0,0,0
100302187,0,0,0,0,0,0,0,0
100302188,3,9,7,36,9,5,4,10
100302190,0,0,0,1,2,2,0,0
100302191,0,0,0,0,0,0,0,0
100302192,4,1,0,2,2,2,1,2
100302193,4,9,1,17,25,7,9,24
100302195,1,0,3,3,2,5,2,4
100302196,0,0,0,0,0,0,0,0
100302197,0,0,0,0,0,0,0,0
100302201,0,0,0,0,0,0,0,0
100302202,0,0,0,0,1,0,0,0
100302203,1,1,2,2,0,2,0,2
100302204,0,0,0,0,0,0,0,0
100302205,0,0,0,0,0,0,0,0
100302208,1,1,2,1,3,0,1,1
100302209,0,3,1,2,1,0,1,0
100302210,0,0,0,0,0,0,0,0
