Geneid,featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM)
100302246,4,0,1
100302250,1,1,0
100302251,3,1,3
100302254,0,0,0
100302255,0,0,0
100302256,2,2,0
100302257,0,0,0
100302258,0,0,0
100302259,2,1,0
100302260,0,5,1
100302261,0,0,0
100302263,0,0,0
100302265,0,0,0
100302267,0,0,0
100302268,0,0,0
100302270,5,5,7
100302273,25,8,17
100302274,1,5,1
100302275,3,0,0
100302276,0,0,0
100302277,11,4,2
100302278,0,0,0
100302279,2,1,2
100302280,0,0,0
100302281,1,0,1
100302282,0,0,0
100302283,0,0,0
100302284,0,0,1
100302285,0,0,0
100302286,13,59,51
100302287,0,0,0
100302288,0,0,0
100302289,18,5,13
100302290,0,0,0
100302401,44,40,44
100302526,1,0,0
100302640,165,139,127
100302650,43,37,41
100302652,0,0,0
100302691,31,53,36
100302692,1366,1108,895
100302736,0,0,0
100302738,26,10,5
100302739,0,0,0
100302740,9,15,7
100302741,346,147,89
100302742,153,80,103
100302743,8,3,2
100302746,1,0,0
100303453,1,6,7
100303491,25,4,9
100303728,271,153,201
100303749,117,60,34
100303755,77,76,118
100306951,46,32,47
100306975,119,86,103
100309464,5,1,0
100310812,26,29,7
100310846,81,85,59
100313769,9,10,8
100313770,3,2,0
100313771,7,11,5
100313772,0,0,0
100313773,0,0,0
100313774,0,0,0
100313777,1,0,1
100313778,0,0,0
100313779,0,0,0
100313780,13,5,1
100313781,0,0,0
100313806,0,0,0
100313822,0,0,0
100313824,2,1,1
100313829,8,6,2
100313830,0,1,0
100313835,0,0,2
100313837,0,0,0
100313838,3,4,4
100313839,0,0,0
100313840,0,1,0
100313841,2,4,0
100313842,0,0,0
100313843,0,0,0
100313884,0,0,0
100313886,1,1,0
100313887,0,0,0
100313892,0,0,0
100313895,0,0,0
100313896,34,22,15
100313914,0,1,2
100313921,2,0,3
100313923,0,0,0
100313938,0,0,0
100316868,0,0,0
100316904,52,20,15
100329109,1022,1088,1256
100329135,81,59,81
100335030,200,225,149
100337591,0,2,0
100337616,0,0,0
100359394,0,0,1
10036,626,522,348
100379132,32,17,8
100379141,1,9,3
100379174,119,92,86
100379220,19,14,11
100379224,95,91,221
100379249,4,0,0
100379250,3,7,4
100379251,19,17,5
100379345,82,41,31
100379571,165,121,90
100379661,100,109,106
10038,1735,1570,1525
100381270,3621,1839,1856
10039,980,559,491
1004,1135,2043,2032
10040,1070,719,753
100419583,2,4,1
100419743,0,0,0
100419868,147,138,83
10042,1308,853,865
100420587,3,9,8
100421577,72,47,58
100421746,0,0,0
100422212,0,0,0
100422556,22,20,13
100422737,1,2,0
100422821,1,3,1
100422823,5,0,0
100422824,3,0,0
100422825,0,0,0
100422826,0,0,0
100422827,0,0,0
100422828,0,0,0
100422829,11,9,9
100422830,0,1,0
100422831,0,0,0
100422832,0,0,0
100422833,0,2,0
100422834,0,0,0
100422835,0,0,0
100422836,0,0,0
100422837,8,5,8
100422838,0,0,0
100422839,0,0,0
100422840,2,1,1
100422841,5,2,2
100422842,1,2,1
100422843,0,0,0
100422844,0,0,0
100422845,0,0,0
100422846,0,0,0
100422847,0,0,0
100422848,0,0,0
100422849,0,1,1
100422850,38,13,5
100422851,0,0,0
100422852,2,0,0
100422853,3,0,0
100422854,0,0,0
100422855,4,0,1
100422856,1,0,0
100422857,2,3,6
100422858,0,1,0
100422859,1,2,0
100422860,29,5,12
100422861,1,0,2
100422862,0,0,2
100422863,11,11,2
100422864,4,3,3
100422865,0,1,0
100422866,1,0,2
100422867,0,0,0
100422868,0,0,0
100422869,0,0,0
100422870,0,0,0
100422871,17,22,16
100422872,40,30,22
100422873,0,2,0
100422874,0,0,0
100422875,9,2,2
100422876,0,0,0
100422877,0,0,0
100422878,0,0,0
100422879,0,1,1
100422880,5,1,3
100422881,1,1,0
100422882,0,0,0
100422883,1,0,0
100422884,10,7,8
100422885,1,2,3
100422886,0,0,0
100422887,3,1,0
100422888,4,4,5
100422889,2,0,0
100422891,0,0,0
100422892,5,0,2
100422893,0,0,0
100422894,0,0,0
100422895,0,0,0
100422896,5,0,5
100422897,0,0,0
100422898,1,2,0
100422899,0,0,0
100422900,0,0,0
100422901,1,1,0
100422902,0,0,0
100422903,2,8,5
100422904,0,0,0
100422905,0,0,0
100422907,0,0,1
100422908,0,2,0
100422909,0,0,1
100422910,5,1,3
100422911,0,0,0
100422912,12,9,11
100422913,3,1,0
100422914,1,0,0
100422915,1,1,0
100422916,0,0,0
100422917,0,0,0
100422918,18,13,11
100422919,0,0,0
100422920,0,0,0
100422921,0,1,1
100422922,0,1,2
100422923,0,0,0
100422924,0,0,0
100422925,0,0,0
100422926,5,0,0
100422927,0,0,0
100422928,2,0,0
100422929,0,0,0
100422930,0,0,0
100422931,1,1,0
100422932,0,0,0
100422933,0,5,1
100422934,0,0,2
100422935,0,0,0
100422936,2,0,0
100422937,0,1,0
100422938,0,3,0
100422939,0,0,0
100422940,3,1,1
100422941,0,0,0
100422942,0,0,1
100422943,0,0,0
100422944,0,0,0
100422945,0,1,0
100422946,0,0,0
100422947,0,0,0
100422948,2,4,2
100422949,0,0,0
100422950,0,0,0
100422951,1,2,2
100422952,3,0,0
100422953,0,0,0
100422954,0,0,0
100422955,0,0,0
100422956,0,0,0
100422957,0,0,0
100422959,0,0,0
100422960,0,0,0
100422961,0,1,0
100422962,8,7,2
100422963,0,0,0
100422964,0,0,0
100422965,5,0,4
100422966,0,0,0
100422967,0,0,0
100422968,2,1,0
100422969,0,0,0
100422970,5,7,3
100422971,12,6,2
100422972,0,0,1
100422973,0,0,0
100422974,0,0,3
100422975,0,0,0
100422976,8,12,5
100422977,0,0,0
100422978,0,0,0
100422979,0,0,0
100422980,1,0,0
100422981,4,1,3
100422982,0,0,0
100422983,0,0,0
100422984,0,0,0
100422985,0,0,0
100422986,2,6,3
100422987,0,0,0
100422988,0,0,0
100422989,0,2,0
100422990,5,2,0
100422991,0,0,0
100422992,13,15,13
100422993,0,0,0
100422994,0,0,0
100422995,7,3,7
100422996,0,0,0
100422997,0,0,0
100422998,0,0,0
100422999,0,0,0
100423000,1,0,0
100423001,1,0,3
100423002,0,0,0
100423003,0,0,0
100423004,0,0,0
100423005,2,1,5
100423006,0,0,0
100423008,0,0,0
100423009,1,0,0
100423010,0,0,0
100423011,1,1,0
100423012,0,0,0
100423013,0,0,0
100423014,0,0,0
100423015,0,0,0
100423016,0,0,0
100423017,38,6,4
100423018,0,0,0
100423019,0,0,0
100423020,1,1,2
100423021,0,0,0
100423023,0,0,0
100423025,1,1,0
100423026,0,0,0
100423027,2,3,1
100423028,1,10,2
100423029,1,1,0
100423030,1,1,0
100423031,0,0,0
100423032,1,3,1
100423033,0,0,0
100423034,0,0,0
100423035,3,0,0
100423036,4,0,2
100423037,0,0,0
100423038,0,0,0
100423039,1,0,0
100423040,0,0,0
100423041,0,2,1
100423042,0,0,0
100423043,3,5,5
100423062,2,0,0
10043,1058,1129,1202
100431172,0,0,0
10044,194,283,183
10045,15,2,0
10046,662,426,579
100462953,301,221,167
100462977,67,25,153
100462981,32,23,21
100462983,31,20,11
100463285,44,16,58
100463289,35,13,24
100463482,0,0,0
100463486,170,56,102
100463487,22,20,10
100463488,0,0,1
10047,0,0,0
10048,4258,5049,5322
10049,2937,2281,2586
100498859,80,8,8
100499171,28,22,31
100499177,1787,1792,1873
100499183,619,169,166
100499194,4,4,2
100499227,230,61,38
100499405,622,273,221
100499466,7279,4938,4866
100499467,498,287,297
100499483,25,4,1
100499484,217,154,216
100499489,201,253,199
1005,340,871,803
10050,0,3,0
100500773,0,0,2
100500801,0,0,0
100500802,6,9,7
100500803,5,8,2
100500804,90,58,58
100500805,8,8,11
100500807,0,0,0
100500808,0,0,0
100500809,2,3,1
100500810,0,0,0
100500811,0,0,0
100500812,2,2,1
100500813,0,0,0
100500814,0,1,0
100500815,2,0,0
100500816,0,0,0
100500817,4,7,4
100500818,0,0,0
100500819,2083,1184,1866
100500820,0,0,0
100500821,0,0,0
100500822,0,0,0
100500823,1,0,0
100500824,0,0,0
100500825,2,1,1
100500826,2,0,0
100500827,0,0,0
100500828,5,0,0
100500829,2,13,16
100500830,0,0,0
100500831,0,0,0
100500832,0,0,0
100500833,0,0,0
100500834,0,0,0
100500835,3,1,0
100500836,0,0,0
100500837,0,0,0
100500838,0,0,0
100500839,2,0,0
100500840,1,0,0
100500841,0,0,0
100500842,0,0,0
100500843,6,0,0
100500844,1,0,0
100500845,0,0,0
100500846,0,0,0
100500847,0,0,0
100500849,71,46,23
100500850,66,37,48
100500851,0,0,0
100500852,0,0,0
100500853,11,5,3
100500854,9,6,6
100500855,1,2,0
100500856,0,0,0
100500857,1,2,2
100500858,0,0,0
100500859,0,4,0
100500860,0,0,0
100500861,0,0,0
100500862,4,0,1
100500863,0,0,0
100500864,2,1,0
100500865,32,14,38
100500866,30,17,8
100500867,2,0,6
100500868,0,0,0
100500869,1,1,1
100500870,0,0,0
100500871,0,0,0
100500872,9,25,15
100500873,11,2,2
100500875,1,6,2
100500876,0,0,0
100500877,0,0,0
100500878,5,4,2
100500879,0,0,0
100500880,8,1,5
100500881,0,0,0
100500882,0,0,0
100500883,0,0,0
100500884,1,0,0
100500885,0,0,0
100500886,2,0,0
100500887,0,0,0
100500888,0,0,0
100500889,2,2,2
100500890,0,1,1
100500891,31,15,21
100500893,0,0,0
100500894,0,0,0
100500895,0,0,0
100500896,0,0,0
100500897,1,0,0
100500898,0,0,0
100500899,3,2,1
100500900,1,2,1
100500901,0,0,0
100500902,0,0,0
100500903,0,0,0
100500904,4,2,0
100500905,0,0,0
100500906,0,0,0
100500907,0,0,0
100500908,0,3,1
100500909,0,0,0
100500910,0,0,0
100500911,0,0,0
100500912,0,0,0
100500913,0,0,0
100500914,0,0,0
100500915,0,1,1
100500916,0,0,0
100500917,3,0,2
100500918,0,0,0
100500919,0,0,0
100500920,0,0,0
100500938,12,5,6
100505385,0,0,0
100505474,10,6,5
100505475,13,5,3
100505477,23,0,0
100505478,19,17,6
100505483,116,209,251
100505495,37,20,17
100505502,135,143,81
100505515,2,0,1
100505518,70,15,46
100505530,6,3,0
100505532,183,84,141
100505536,10,4,3
100505538,256,99,136
100505540,54,42,40
100505545,1,0,0
100505547,0,1,4
100505549,89,34,28
100505555,33,67,46
100505561,7,4,0
100505566,6,14,11
100505573,769,696,786
100505576,900,1835,1621
100505583,0,0,0
100505588,24,63,65
100505591,11,4,3
100505592,6,4,0
100505601,8,3,0
100505609,13,2,0
100505616,162,122,122
100505619,0,0,0
100505621,15,11,2
100505622,11,6,0
100505624,10,19,10
100505625,23,34,20
100505633,0,2,2
100505635,64,21,14
100505636,234,158,138
100505641,8870,5520,6122
100505648,358,160,141
100505658,86,56,90
100505659,16,13,6
100505663,6,1,2
100505666,15,12,16
100505676,61,77,42
100505678,507,727,571
100505679,6,3,10
100505681,38,22,17
100505683,19,14,6
100505687,550,648,731
100505692,106,78,48
100505696,550,369,300
100505702,3564,826,855
100505715,437,320,244
100505716,352,229,222
100505718,4,2,3
100505724,0,0,0
100505736,138,93,127
100505738,479,509,554
100505739,0,0,0
100505741,338,118,226
100505746,45,24,54
100505753,0,0,0
100505758,6,2,14
100505761,512,350,301
100505767,47,38,20
100505768,22,37,53
100505776,0,0,0
100505782,0,0,0
100505783,537,426,474
100505795,106,98,122
100505797,67,77,100
100505806,88,20,26
100505811,6,6,0
100505812,101,29,43
100505817,0,5,2
100505826,19,10,4
100505832,216,81,93
100505835,106,29,40
100505839,38,16,10
100505841,161,5,6
100505845,7,7,8
100505851,7,13,9
100505853,0,2,0
100505854,312,151,226
100505865,73,4,18
100505869,120,127,128
100505875,783,29,30
100505876,1672,1665,2151
100505877,2,4,0
100505878,0,0,0
100505879,4,4,11
100505881,5968,2985,3028
100505887,0,0,0
100505890,74,74,96
100505893,35,32,50
100505894,1158,871,1144
100505912,33,14,8
100505915,33,11,18
100505918,7,2,2
100505920,4,0,2
100505921,30,31,18
100505929,50,22,30
100505933,117,124,80
100505938,21,11,23
100505942,39,47,39
100505964,2,0,0
100505967,78,42,64
100505975,10,0,11
100505978,76,29,24
100505984,8,1,6
100505989,2,1,0
100505993,2,3,0
100505994,29,5,2
100505996,405,418,285
100506007,326,123,93
100506012,156,106,118
100506013,7,4,15
100506022,153,68,53
100506023,468,405,342
100506025,40,64,57
100506033,11,6,3
100506035,2,0,0
100506046,71,63,77
100506047,37,20,7
100506049,2,2,2
100506050,1,0,0
100506054,191,190,75
100506060,384,304,172
100506068,33,72,24
100506070,70,93,49
100506071,33,17,22
100506076,170,161,99
100506082,3,2,5
100506083,197,58,72
100506084,3,4,0
100506085,12,15,15
100506100,45,52,42
100506108,143,5,59
100506115,5,0,2
100506119,75,40,24
100506122,0,0,1
100506123,185,162,134
100506124,536,391,388
100506125,20,4,11
100506126,0,1,2
100506127,528,586,515
100506134,88,97,73
100506136,93,43,39
100506142,138,75,55
100506144,245,121,121
100506159,7,28,25
100506161,93,49,34
100506164,15,31,17
100506172,9,10,4
100506175,0,0,0
100506178,118,18,42
100506188,4,2,0
100506190,354,188,153
100506195,177,170,172
100506207,197,119,153
100506211,13,0,0
100506215,910,503,535
100506217,135,99,46
100506229,2,0,0
100506233,842,417,323
100506237,2,1,2
100506241,1,0,0
100506243,106,71,106
100506248,139,59,59
100506258,481,172,182
100506271,32,38,23
100506272,0,0,0
100506274,32,59,38
100506275,11,19,8
100506281,22,5,4
100506286,149,120,112
100506289,0,2,1
100506299,178,59,82
100506302,316,182,182
100506305,83,30,44
100506311,19,0,1
100506314,69,33,27
100506321,59,40,59
100506325,254,121,131
100506328,3,5,8
100506334,35,22,11
100506343,15,31,36
100506365,3391,3552,3883
100506368,51,43,27
100506371,0,0,0
100506374,272,191,142
100506380,111,101,61
100506384,296,172,78
100506385,3,4,4
100506388,0,0,0
100506392,198,110,96
100506393,16,47,25
100506394,104,102,109
100506403,4,0,0
100506405,24,11,6
100506406,2,0,0
100506409,70,75,66
100506412,0,7,1
100506413,720,351,492
100506421,617,300,289
100506422,56,13,16
100506428,49,74,79
100506433,9,10,9
100506436,48,45,46
100506443,160,35,18
100506444,2,0,0
100506451,437,254,264
100506457,38,18,28
100506462,49,34,24
100506465,112,234,336
100506469,118,85,77
100506470,0,0,0
100506472,166,83,71
100506473,291,143,133
100506474,58,51,82
100506475,0,0,0
100506476,71,36,27
100506489,2,0,4
100506492,41,69,50
100506495,642,344,301
100506497,411,116,197
100506499,14,2,1
100506504,81,65,52
100506514,455,269,215
100506516,126,84,92
100506526,72,13,15
100506527,188,670,287
100506530,6,4,0
100506540,25,19,14
100506542,0,0,3
100506548,5001,3636,3799
100506551,147,98,78
100506555,47,65,49
100506564,6,8,6
100506571,131,88,79
100506581,30,23,25
100506585,245,209,95
100506599,169,184,146
100506603,178,134,95
100506606,431,155,178
100506621,540,110,208
100506622,6,10,4
100506627,2177,95,97
100506637,242,107,122
100506639,355,222,212
100506649,112,62,73
100506650,2,0,0
100506655,176,161,122
100506658,47,13,13
100506660,27,21,11
100506668,1770,520,663
100506674,642,617,564
100506675,5,3,4
100506677,47,75,47
100506679,58,83,120
100506680,80,69,35
100506681,25,19,6
100506682,19,3,17
100506686,417,245,275
100506688,0,0,0
100506696,33,19,9
100506697,79,36,50
100506700,50,5,2
100506710,3508,3004,3493
100506713,221,86,50
100506714,223,340,278
100506724,256,224,321
100506725,748,260,375
100506730,682,413,454
100506733,4,0,2
100506736,22,19,6
100506742,2,4,6
100506746,287,72,91
100506747,1,1,8
100506753,146,90,93
100506755,130,132,96
100506757,2,4,2
100506759,5,6,2
100506765,204,92,86
100506769,0,0,0
100506775,18,8,8
100506776,39,27,15
100506779,258,168,158
100506783,0,1,0
100506787,4,2,1
100506790,0,0,0
100506791,0,7,0
100506795,1361,116,115
100506801,47,42,25
100506804,158,71,71
100506810,21,10,14
100506826,131,57,32
100506827,297,95,49
100506834,105,48,43
100506835,10,22,8
100506840,12,19,17
100506844,1088,326,398
100506858,0,0,0
100506860,385,329,287
100506866,283,259,236
100506869,6,2,4
100506874,47,37,21
100506881,197,181,162
100506888,3,1,0
100506895,139,234,139
100506898,72,44,36
100506907,4,2,0
100506915,67,161,150
100506922,129,101,107
100506930,229,190,150
100506937,0,5,2
100506939,6,14,22
100506944,9,33,25
100506963,45,34,27
100506985,178,55,86
100506990,2074,645,560
100506994,218,189,269
100507002,164,28,42
100507003,0,0,5
100507006,101,28,65
100507008,2346,347,574
100507012,6,6,5
100507027,12,3,5
100507032,342,373,435
100507034,277,286,195
100507043,802,1045,920
100507050,18,30,31
100507053,469,52,38
100507055,2,3,2
100507056,18,1,3
100507057,463,165,108
100507058,16,10,14
100507059,0,0,10
100507062,415,308,278
100507064,45,11,11
100507065,0,2,2
100507066,103,64,34
100507073,5,2,2
100507086,4,0,0
100507091,47,65,30
100507096,3,0,0
100507098,353,302,238
100507099,82,88,73
100507117,105,74,67
100507118,32,18,17
100507127,207,76,76
100507131,795,337,196
100507135,133,41,24
100507140,383,74,87
100507143,0,0,0
100507144,26,0,0
100507156,67,53,53
100507163,1,0,0
100507170,0,0,0
100507171,477,656,633
100507173,26,43,26
100507175,2,2,4
100507178,85,59,46
100507194,80,43,50
100507195,0,0,0
100507201,0,0,0
100507203,71,109,96
100507205,9,7,5
100507206,106,139,187
100507217,2907,1825,1949
100507218,184,164,102
100507221,0,1,0
100507236,1,0,0
100507240,43,28,14
100507244,3,1,0
100507246,756,596,683
100507250,61,9,15
100507254,39,18,31
100507257,197,210,143
100507266,456,424,343
100507267,0,0,0
100507274,0,1,0
100507283,163,97,69
100507290,287,273,191
100507291,481,244,230
100507297,242,116,123
100507299,85,28,32
100507300,85,66,72
100507303,92,64,45
100507308,41,36,33
100507316,130,84,29
100507321,2708,2147,2255
100507331,136,126,111
100507334,5,0,0
100507341,103,108,158
100507346,57,24,41
100507347,60,12,11
100507351,215,764,437
100507362,0,0,0
100507373,306,180,124
100507377,107,12,16
100507381,89,177,158
100507384,1,0,0
100507387,358,601,445
100507388,63,105,41
100507389,0,1,2
100507391,2,4,0
100507392,27,6,15
100507398,172,71,53
100507399,2,16,0
100507401,52,48,45
100507404,19,15,19
100507406,0,0,0
100507410,0,0,0
100507412,0,0,0
100507419,37,50,29
100507420,43,50,54
100507421,5000,7914,8099
100507423,217,121,81
100507424,59,26,12
100507428,1,0,0
100507431,11,9,5
100507433,557,387,361
100507435,0,0,0
100507436,0,0,0
100507437,138,83,78
100507443,0,0,0
100507458,333,207,262
100507459,365,266,245
100507462,55,36,48
100507463,2,0,0
100507466,236,56,106
100507468,32,1,1
100507470,82,71,67
100507472,119,26,17
100507475,32,8,10
100507477,2,10,4
100507487,287,62,83
100507489,80,67,58
100507495,551,325,335
100507500,48,31,16
100507501,49,20,33
100507506,53,29,25
100507507,0,0,0
100507524,736,267,408
100507527,0,0,0
100507528,0,0,0
100507530,368,194,148
100507533,432,208,198
100507534,20,82,52
100507537,2,0,0
100507540,10,4,4
100507547,2,0,0
100507557,342,167,178
100507564,57,14,9
100507567,190,76,69
100507577,516,274,263
100507582,65,44,44
100507584,1,0,0
100507588,65,163,135
100507589,78,50,52
100507600,0,0,0
100507602,177,121,71
100507605,2,3,0
100507607,38,38,14
100507608,0,0,0
100507629,5,1,4
100507632,2,0,4
100507633,24,23,17
100507634,30,13,26
100507639,24,12,11
100507642,0,0,0
100507650,73,89,64
100507651,0,0,0
100507661,64,59,71
100507674,2,1,3
100507679,0,0,0
100507747,104,54,21
100508046,0,0,0
100508120,264,167,164
100509620,55,34,19
100509894,752,365,364
10051,1434,653,666
100510707,0,0,0
10052,322,588,429
100526648,0,0,0
100526664,0,0,0
100526693,0,0,0
100526694,0,0,0
100526737,0,0,0
100526739,0,0,0
100526740,0,0,0
100526760,0,0,0
100526761,0,0,0
100526767,8,4,10
100526771,0,3,0
100526772,0,0,0
100526773,8,0,0
100526783,0,0,0
100526794,0,0,0
100526820,0,0,0
100526825,0,0,2
100526830,2,1,1
100526831,0,0,0
100526832,0,0,0
100526833,188,257,154
100526835,2,2,9
100526836,0,0,0
100526837,0,0,0
100526842,0,0,0
100527943,0,0,0
100527949,0,0,0
100527950,85,56,41
100527960,88,42,38
100527963,0,0,0
100527964,159,151,105
100527978,73,42,37
100528007,0,0,0
100528016,0,0,0
100528017,0,0,0
100528018,0,0,0
100528019,0,0,0
100528021,0,0,0
100528022,0,0,0
100528030,0,0,0
100528031,0,0,0
100528032,10,7,5
100528062,125,177,169
100528064,0,0,0
100529063,0,0,0
100529067,0,0,0
100529097,0,0,0
100529144,0,0,0
100529145,10,4,5
100529207,0,0,0
100529209,1,4,0
