Geneid,featureCounts on data 230: Counts_HISAT2 on data 2 and data 1: aligned reads (BAM),featureCounts on data 232: Counts_HISAT2 on data 4 and data 3: aligned reads (BAM),featureCounts on data 234: Counts_HISAT2 on data 6 and data 5: aligned reads (BAM),featureCounts on data 236: Counts_HISAT2 on data 8 and data 7: aligned reads (BAM),featureCounts on data 240: Counts_HISAT2 on data 12 and data 11: aligned reads (BAM),featureCounts on data 246: Counts_HISAT2 on data 18 and data 17: aligned reads (BAM),featureCounts on data 248: Counts_HISAT2 on data 20 and data 19: aligned reads (BAM),featureCounts on data 250: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 254: Counts_HISAT2 on data 26 and data 25: aligned reads (BAM),featureCounts on data 262: Counts_HISAT2 on data 34 and data 33: aligned reads (BAM),featureCounts on data 282: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM)
100131564,1455,1442,1000,787,2239,966,740,1171,1008,659,601
100131608,0,0,0,0,0,0,0,0,0,0,0
100131626,10,15,10,4,13,13,12,11,8,4,11
100131635,34,27,2,7,9,14,13,12,7,3,16
100131655,17,17,5,15,26,16,9,12,22,14,16
100131691,37,27,21,24,60,28,21,29,25,24,26
100131726,0,1,0,0,0,0,0,0,0,0,0
100131733,13,14,11,15,25,11,22,8,7,4,8
100131755,2393,3388,2097,2159,3023,3062,2642,3139,3057,2142,2070
100131801,867,452,438,301,562,518,626,542,405,479,427
100131814,93,78,71,38,163,32,44,36,53,26,75
100131816,0,0,0,2,0,0,0,0,0,0,0
100131825,50,83,68,78,103,99,99,124,124,56,69
100131827,1471,1518,1108,940,1898,1283,1156,1360,1333,928,1134
100131897,1467,917,448,443,1123,455,684,604,449,393,722
100131902,0,0,0,0,0,0,0,0,0,0,0
100131980,2,14,4,2,5,2,2,5,8,2,0
100131997,60,80,44,37,74,59,54,78,105,50,53
100131998,253,265,257,241,222,312,258,326,325,230,253
100132004,3,2,13,3,12,6,2,5,9,1,7
100132057,369,329,211,242,502,229,201,329,364,155,285
100132062,2,0,2,3,15,8,5,6,7,2,5
100132074,48,129,43,53,98,39,62,96,79,39,60
100132077,60,32,17,25,61,65,63,28,60,51,16
100132078,3,14,7,0,27,1,6,7,2,0,6
100132101,0,6,4,3,6,9,4,3,4,2,13
100132103,28,39,22,26,71,44,37,66,24,57,40
100132111,117,108,93,40,135,150,99,95,69,75,50
100132116,117,104,95,100,99,188,155,130,189,93,111
100132146,6,1,2,0,6,2,2,4,0,0,0
100132154,10,9,7,5,9,8,11,1,8,0,9
100132159,14,17,9,9,18,44,8,12,22,36,40
100132163,26,28,30,16,35,23,17,39,28,22,14
100132169,11,7,0,2,10,27,9,12,8,16,19
100132174,2,0,1,0,6,0,2,4,2,0,0
100132215,104,119,82,119,207,160,82,196,137,109,109
100132247,215,585,355,466,801,774,458,1040,975,734,397
100132273,0,2,0,0,0,0,0,0,0,0,0
100132287,0,6,4,1,23,10,3,9,34,3,6
100132288,60,18,14,47,34,35,9,0,7,14,68
100132304,0,1,0,0,0,1,3,1,2,0,0
100132341,296,419,256,351,431,431,346,684,439,365,329
100132352,895,906,606,629,961,933,650,977,957,619,719
100132354,16,8,6,4,27,13,16,6,16,3,8
100132356,123,189,126,99,297,136,101,239,159,101,147
100132386,0,0,0,0,0,0,0,0,0,0,0
100132396,0,0,0,0,0,0,0,0,0,0,0
100132399,0,0,0,0,0,0,0,0,0,0,0
100132403,2,6,4,8,23,2,14,8,15,3,2
100132406,197,252,149,149,495,179,128,223,277,258,201
100132417,37,9,19,24,35,5,6,21,1,13,21
100132463,4,0,6,5,1,3,5,3,5,6,5
100132464,0,0,0,0,0,0,0,0,0,0,0
100132476,0,0,0,0,0,0,0,0,0,0,0
100132526,42,60,43,89,98,107,72,93,93,100,43
100132529,9,4,6,10,24,5,14,5,4,2,4
100132541,338,384,287,353,158,281,240,410,462,339,269
100132565,0,0,0,0,0,2,2,2,3,1,0
100132594,6,22,24,11,34,21,10,21,27,12,10
100132596,0,0,0,0,0,0,0,0,0,0,0
100132618,137,70,78,40,86,71,116,92,61,47,89
100132677,56,37,41,36,94,54,21,65,41,30,33
100132707,316,265,132,124,316,120,141,163,144,125,209
100132708,2,5,4,0,3,0,0,0,0,0,0
100132724,126,129,113,104,144,129,101,133,127,90,123
100132735,3,0,2,0,3,2,0,0,1,0,0
100132741,36,8,8,12,31,2,5,29,4,2,5
100132774,39,57,19,21,69,41,16,39,52,23,27
100132781,128,115,98,80,145,112,88,70,96,67,113
100132813,175,419,371,372,330,469,404,466,519,221,376
100132815,947,1119,847,807,1357,1089,1116,1350,843,882,1038
100132831,0,0,0,0,0,0,0,0,0,0,0
100132832,203,215,147,280,297,167,37,462,170,274,317
100132874,28,31,22,86,0,78,30,24,110,21,23
100132891,182,67,106,90,133,92,100,172,164,116,34
100132911,69,47,21,30,55,27,26,38,44,30,21
100132916,16,72,2,6,4,2,5,40,8,0,9
100132923,197,125,5,240,328,109,97,229,309,191,194
100132929,2,0,0,0,0,0,2,0,0,0,0
100132948,10,4,6,5,26,14,9,26,27,19,13
100132963,2,0,0,0,2,0,0,1,2,0,3
100132967,0,2,0,0,1,1,0,3,2,0,0
100132979,0,0,0,5,0,0,3,0,0,0,2
100132987,76,136,59,85,111,128,103,152,98,90,76
100132994,0,0,0,0,0,0,0,0,0,0,0
100133036,2,10,1,4,3,5,3,6,8,3,5
100133050,3,9,0,5,6,6,6,9,8,1,8
100133053,0,0,0,0,0,0,0,0,0,0,0
100133077,17,47,57,89,59,85,43,127,162,79,17
100133091,0,1,0,2,4,2,0,4,1,0,2
100133093,0,0,0,0,0,2,0,0,2,0,0
100133121,23,54,47,31,67,53,56,76,77,51,40
100133123,0,0,2,2,0,9,5,3,5,0,0
100133161,1,4,0,0,11,3,0,6,14,4,2
100133172,32,45,38,24,38,22,41,28,4,41,12
100133205,40,18,27,19,60,26,25,33,27,8,24
100133220,10,5,6,6,1,2,9,4,2,2,0
100133234,65,136,132,182,192,202,192,234,237,121,60
100133251,2,6,2,2,4,0,4,0,0,2,2
100133267,0,0,0,0,0,0,0,0,0,0,0
100133286,11,11,7,3,9,14,9,14,11,9,6
100133301,0,2,0,4,2,7,2,6,6,4,2
100133308,13,12,11,7,6,28,7,11,3,13,2
100133311,1,0,0,0,0,2,0,0,0,0,0
100133315,103,109,53,49,158,87,64,82,55,45,93
100133319,74,215,152,300,206,257,210,245,437,308,95
100133331,11,47,1,11,102,11,0,24,112,10,14
100133461,0,2,2,0,0,0,2,0,0,0,0
100133545,4,3,5,5,6,3,2,12,15,8,0
100133612,4,3,2,3,2,2,3,3,4,4,4
100133669,101,48,46,65,72,96,39,58,43,81,32
100133920,38,58,47,50,89,38,26,39,92,29,65
100133941,5710,2600,3538,732,10390,808,1894,1103,664,708,1637
100133957,7,8,7,11,8,4,12,14,9,3,6
100133985,9,8,5,7,25,17,14,9,7,10,6
100133991,45,47,44,37,78,58,48,63,79,65,35
100134015,41,44,20,30,44,77,42,63,83,43,31
100134229,114,93,96,74,87,112,87,114,102,84,63
100134259,20,8,12,17,18,16,16,37,27,19,18
100134317,18,13,13,26,48,21,7,20,52,21,11
100134368,25,24,21,21,27,14,14,29,36,11,28
100134391,4,0,0,1,0,2,0,6,0,0,2
100134444,2,1,1,1,1,1,0,1,1,2,1
100134713,46,46,70,44,69,71,56,52,52,48,28
100134868,88,97,74,40,134,50,42,60,80,46,48
100134869,5,3,8,0,9,3,0,3,2,2,5
100134934,0,0,0,0,0,0,0,0,0,0,0
100134938,2,1,4,0,3,4,1,3,0,0,1
100137047,166,251,113,168,320,182,167,360,248,196,163
100137049,4,9,3,4,6,0,7,3,5,1,3
10014,2890,2676,1737,2291,3053,3247,3025,4070,3408,3062,1579
100141515,1,0,0,0,3,0,0,4,1,3,2
100142659,12,8,4,0,4,4,1,5,0,0,10
100144595,78,142,63,33,65,61,71,75,70,29,104
100144596,0,0,2,4,1,7,0,2,0,0,0
100144597,1,0,2,1,0,0,0,1,0,0,0
100144602,30,77,29,33,27,51,20,48,17,23,15
100144603,85,88,38,74,103,96,62,132,97,68,36
100144604,2,13,3,13,11,4,8,8,16,9,4
100144748,113,98,98,35,131,74,74,84,91,63,99
100147744,1,0,0,0,0,0,0,0,0,0,0
100147773,193,132,84,43,210,71,86,88,101,57,169
10015,7371,6075,4190,2950,6125,4898,5283,5168,3318,2890,4492
100151643,0,0,0,0,0,2,1,0,0,0,0
100151683,372,369,237,163,911,605,659,378,155,129,227
100151684,140,236,156,106,490,284,224,256,253,104,115
100158262,107,57,88,47,57,25,45,16,42,22,51
10016,2477,1606,1058,982,1587,1361,1705,1361,1017,991,1198
100169751,0,0,0,0,0,0,0,0,0,0,0
100169752,0,0,0,0,0,0,0,0,0,0,0
100169753,0,0,0,0,0,0,0,0,0,0,0
100169754,0,0,0,0,0,0,0,0,0,0,0
100169755,0,0,0,0,0,0,0,0,0,0,0
100169756,0,0,0,0,0,0,0,0,0,0,0
100169757,0,0,0,0,0,0,0,0,0,0,0
100169758,0,0,0,0,0,0,0,0,0,0,0
100169759,0,0,0,0,0,0,0,0,0,0,0
100169760,0,2,5,0,0,0,0,0,0,0,2
100169761,0,0,0,0,0,0,0,0,0,0,0
100169762,0,0,0,0,0,0,0,0,0,0,0
100169763,0,0,0,0,0,0,0,0,0,0,0
100169764,0,0,0,0,0,0,0,0,0,0,0
100169765,0,0,0,0,0,0,0,0,0,0,0
100169766,0,0,0,0,0,0,0,0,0,0,0
100169767,0,0,0,0,0,0,0,0,0,0,0
100169768,0,0,0,0,0,0,0,0,0,0,0
100169851,15,59,45,34,39,44,45,43,33,18,39
100169890,0,0,0,0,0,0,0,0,0,0,0
100169951,0,0,0,0,0,0,0,0,0,0,0
100169952,0,0,0,0,0,0,0,0,0,0,0
100169953,0,0,0,0,0,0,0,0,0,0,0
100169954,0,0,0,0,0,0,0,0,0,0,0
100169955,0,0,0,0,0,0,0,0,0,0,0
100169956,0,0,0,0,0,0,0,0,0,0,0
100169957,0,0,0,0,0,0,0,0,0,0,0
100169958,0,0,0,0,0,0,0,0,0,0,0
100169959,0,0,0,0,0,0,0,0,0,0,0
100169989,19,28,26,29,52,28,23,49,36,20,43
10017,11,11,14,18,14,5,14,9,6,8,31
100170216,0,0,0,0,0,0,0,0,0,0,0
100170217,0,0,0,0,0,0,0,0,0,0,0
100170218,0,0,0,0,0,0,0,0,0,0,0
100170219,0,0,0,0,0,0,0,0,0,0,0
100170220,0,0,0,0,0,0,0,0,0,0,0
100170221,0,0,1,0,0,2,0,0,0,0,0
100170222,0,0,0,0,0,0,0,0,0,0,0
100170223,0,0,0,0,0,0,0,0,0,0,0
100170224,0,0,0,0,0,0,0,0,0,0,0
100170225,0,0,0,0,0,0,0,0,0,0,0
100170226,0,0,0,0,0,0,0,0,0,2,0
100170227,0,0,0,0,0,0,2,3,0,0,0
100170228,0,0,0,0,0,0,0,0,0,0,0
100170229,45,144,33,85,134,60,39,144,61,52,45
100170765,0,4,0,4,3,2,2,3,4,0,2
100170841,0,0,0,2,2,0,0,0,0,0,0
10018,444,484,336,290,853,330,285,404,440,241,417
100187716,0,0,0,0,0,0,0,0,0,0,0
100188847,9,4,4,4,23,21,14,7,6,7,0
100188893,1148,778,629,567,1078,799,799,743,539,485,703
100188917,2,10,9,0,32,0,0,2,0,0,6
100188947,28,25,7,4,45,17,13,20,16,11,18
100188949,34,28,25,28,42,54,26,35,24,12,37
100188953,57,38,46,41,119,40,40,72,74,28,66
100188954,12,19,21,18,25,21,15,36,21,17,26
100188985,6,6,4,6,23,12,5,13,9,0,6
100188986,0,0,1,0,5,1,0,4,0,0,4
100188987,0,1,0,0,0,0,0,0,0,0,0
100188988,0,1,2,0,3,3,0,3,0,0,0
100188990,0,0,0,0,0,0,0,0,0,0,0
100188991,5,0,1,0,0,0,1,0,2,0,0
100188992,0,0,2,1,2,1,0,0,0,0,0
100188993,0,0,0,0,1,0,0,0,0,0,0
100188995,4,10,7,4,4,4,2,11,2,2,3
100188997,0,1,0,0,2,0,1,0,0,0,1
100188998,0,0,0,0,0,2,0,0,0,0,0
100189001,10,5,1,1,5,1,5,12,3,4,9
100189002,0,0,0,0,0,0,0,0,0,0,0
100189003,0,0,0,0,0,0,0,0,0,0,0
100189004,0,0,0,2,1,0,0,3,0,0,0
100189005,11,5,4,2,4,3,7,5,6,0,8
100189006,0,2,0,0,0,0,0,1,0,0,1
100189008,0,0,1,1,0,0,4,1,2,1,0
100189009,0,0,0,0,0,0,0,0,0,0,0
100189011,29,8,7,10,39,15,15,19,5,7,14
100189012,0,0,0,0,0,0,0,0,0,0,0
100189013,0,0,1,0,27,4,5,8,0,0,0
100189014,0,0,0,0,0,0,0,0,0,0,0
100189015,0,1,0,0,4,0,0,0,2,1,0
100189017,0,0,0,0,0,0,0,0,0,0,0
100189018,0,0,0,0,0,0,1,0,0,0,1
100189019,0,0,0,0,0,0,0,0,0,0,0
100189020,0,0,0,0,0,0,0,0,0,0,2
100189021,0,3,0,0,2,0,0,1,1,0,3
100189022,2,8,0,0,2,1,0,2,1,0,0
100189024,0,0,0,0,0,0,0,0,0,0,0
100189025,2,0,0,0,0,1,0,2,6,0,1
100189028,3,8,6,0,1,2,0,4,4,1,1
100189030,11,2,7,4,12,12,24,14,2,3,0
100189032,7,14,1,0,10,2,6,9,4,0,2
100189033,0,0,0,0,0,0,0,0,0,0,0
100189034,0,0,0,0,0,0,0,0,0,0,0
100189035,1,0,0,0,0,0,0,1,0,0,0
100189036,0,0,0,0,0,0,0,1,0,0,0
100189037,0,3,0,0,2,2,5,9,4,4,2
100189038,0,0,0,0,0,0,0,0,0,0,0
100189039,0,0,0,0,0,0,0,0,0,0,0
100189040,0,0,0,0,0,1,0,1,1,0,0
100189041,0,0,0,0,2,0,0,5,0,0,0
100189042,0,0,0,0,0,0,0,0,0,0,0
100189045,1,0,0,0,0,0,0,5,0,0,0
100189046,0,0,0,0,0,0,0,0,0,0,0
100189047,0,0,0,0,0,0,0,0,0,0,0
100189048,0,0,0,0,0,0,0,0,1,0,2
100189049,0,0,0,0,2,2,0,6,4,0,0
100189050,0,0,0,0,0,0,0,0,0,0,0
100189052,0,0,0,0,0,1,0,0,0,0,0
100189053,0,0,0,0,0,0,0,0,0,0,0
100189056,0,0,0,0,0,0,0,0,0,0,0
100189059,0,2,1,0,0,0,0,0,0,0,0
100189062,0,0,0,0,0,0,0,0,0,0,0
100189063,0,1,0,1,0,0,0,3,0,1,0
100189064,0,0,2,0,6,6,6,0,0,0,0
100189065,0,0,0,0,0,0,0,0,0,0,0
100189066,0,0,0,0,0,0,0,0,0,0,0
100189067,1,0,0,0,0,0,0,1,0,0,0
100189070,0,0,0,0,0,0,0,0,0,0,0
100189071,8,15,4,7,4,6,14,4,3,1,11
100189072,1,0,0,0,0,0,2,0,0,0,0
100189074,1,0,0,0,0,0,0,2,0,0,0
100189075,0,1,0,0,2,0,0,0,2,0,1
100189077,4,7,2,2,2,18,2,11,3,2,10
100189078,0,0,0,1,2,0,3,0,0,0,2
100189080,0,0,0,2,1,5,2,1,2,3,0
100189082,0,0,0,0,0,0,0,0,0,0,0
100189083,4,0,0,0,0,1,0,1,1,0,3
100189084,0,0,0,0,0,0,0,0,0,0,0
100189085,0,0,0,0,0,0,0,0,0,0,0
100189086,2,0,0,0,1,0,0,0,0,0,0
100189088,0,0,1,0,0,0,0,0,1,0,0
100189089,6,0,5,0,6,4,4,2,6,1,4
100189090,0,0,0,0,0,1,0,0,0,0,0
100189091,0,0,0,0,0,0,0,0,0,0,0
100189092,0,0,0,0,0,0,0,0,0,0,0
100189093,0,0,0,0,0,0,0,0,0,0,0
100189094,0,0,0,0,0,0,0,1,0,0,0
100189095,0,0,0,0,0,0,0,0,0,0,0
100189097,3,3,0,2,4,4,3,6,5,7,3
100189098,0,0,0,0,0,0,0,0,0,0,0
100189099,0,0,0,1,0,0,0,0,0,0,0
100189101,0,0,2,0,0,0,0,0,0,0,0
100189102,2,2,2,2,8,4,4,7,2,2,2
100189103,0,0,0,0,3,2,0,1,0,0,0
100189105,0,0,0,0,0,0,0,0,0,0,0
100189107,0,2,0,0,75,21,23,10,8,6,1
100189109,0,0,0,0,2,0,1,2,0,0,0
100189110,0,1,0,0,0,2,0,0,0,0,0
100189111,0,0,0,0,0,0,0,0,0,0,0
100189112,0,0,0,0,0,0,0,0,0,0,0
100189114,0,0,0,0,0,0,0,1,0,0,0
100189115,3,0,0,0,1,1,1,0,0,0,1
100189118,0,0,2,0,0,0,2,2,0,0,0
100189119,0,0,1,2,2,1,2,0,1,0,0
100189120,0,0,0,0,0,0,0,0,0,0,0
100189121,0,0,0,0,0,0,0,0,0,0,0
100189122,0,0,0,0,0,0,0,0,2,0,0
100189123,0,0,0,0,0,0,0,0,0,0,0
100189124,0,0,0,0,0,0,0,0,0,0,0
100189125,0,0,0,1,0,0,0,0,0,0,0
100189126,2,0,0,0,0,0,0,0,0,0,0
100189127,0,0,0,0,0,0,0,0,0,0,0
100189130,4,2,1,1,1,1,2,3,0,1,5
100189131,0,1,0,0,0,2,2,0,0,0,0
100189132,0,0,0,0,0,0,0,0,0,0,0
100189133,15,12,14,7,16,19,15,20,14,8,7
100189134,0,0,0,0,0,0,0,0,0,0,0
100189135,0,0,0,0,1,0,0,0,0,0,0
100189136,0,0,0,0,0,0,0,0,0,0,0
100189137,0,0,0,0,0,0,0,0,0,0,0
100189138,0,0,0,0,0,0,0,0,0,0,0
100189139,0,0,0,0,0,0,0,0,0,0,0
100189140,0,0,0,0,0,0,0,0,0,0,0
100189141,0,0,0,0,0,0,0,0,0,0,0
100189142,0,1,0,2,0,0,0,0,0,0,0
100189143,1,0,0,0,0,0,0,0,0,0,0
100189144,2,0,0,5,1,0,1,3,0,0,0
100189145,0,0,0,0,0,0,0,0,0,0,0
100189146,0,5,0,1,5,6,0,8,5,0,0
100189149,0,0,0,0,0,0,0,0,0,0,0
100189151,0,6,1,2,5,2,0,3,0,0,0
100189152,0,0,0,0,0,0,0,0,0,1,0
100189153,4,0,2,0,2,2,4,3,4,0,3
100189155,0,0,0,0,1,0,0,1,0,0,0
100189157,2,2,0,0,0,2,2,4,2,0,0
100189158,2,2,1,0,10,6,0,0,4,0,0
100189159,0,0,0,0,0,0,0,0,0,0,0
100189160,0,0,0,0,0,0,0,0,0,0,0
100189161,0,0,0,0,0,0,0,0,0,0,0
100189162,1,2,0,18,0,0,0,0,0,0,1
100189163,1,8,0,3,5,2,4,1,0,0,2
100189164,1,1,0,0,1,0,0,0,0,0,1
100189166,0,0,0,0,0,0,0,0,0,0,0
100189167,0,0,0,0,0,0,0,0,0,0,0
100189168,20,69,7,19,59,31,62,26,19,9,24
100189169,0,0,0,0,0,0,0,0,0,0,0
100189170,0,0,0,0,0,0,0,0,0,0,0
100189171,0,0,0,0,1,0,2,3,2,0,0
100189172,0,0,0,0,0,0,0,0,0,0,0
100189173,0,0,2,0,0,0,0,0,2,0,0
100189174,0,0,0,0,0,0,0,0,0,0,0
100189176,0,0,0,0,0,0,0,0,0,0,0
100189177,17,9,17,15,36,31,15,37,21,11,26
100189178,0,0,0,0,0,0,0,0,0,0,0
100189179,0,0,0,0,0,0,0,0,0,0,0
100189181,0,2,1,2,4,0,0,0,0,0,0
100189182,0,0,0,1,0,0,0,0,0,1,0
100189184,0,0,0,0,0,0,0,0,0,0,0
100189185,0,1,0,0,0,0,0,1,0,0,0
100189187,16,10,10,4,10,4,16,21,1,6,5
100189188,0,0,0,0,0,0,0,0,0,0,0
100189189,0,0,0,1,0,0,0,0,0,0,0
100189190,0,0,1,0,0,0,0,1,3,0,0
100189191,0,0,0,0,0,1,0,0,0,0,0
100189193,1,0,0,0,0,0,1,0,0,0,0
100189195,0,0,0,1,3,0,0,0,0,0,0
100189196,0,0,0,0,0,0,0,0,0,0,0
100189197,0,0,1,0,0,0,0,2,1,0,0
100189198,0,0,0,0,4,2,1,2,0,2,0
100189199,0,0,0,0,0,0,0,0,0,0,0
100189200,0,0,0,1,13,0,0,0,0,0,0
100189201,62,82,32,48,337,88,60,375,201,57,28
100189202,0,0,0,0,0,0,0,0,0,0,0
100189203,2,0,0,0,0,2,4,2,2,0,3
100189205,0,0,0,0,0,0,0,0,2,0,0
100189206,9,11,1,2,95,20,20,8,11,2,6
100189207,1,2,5,0,20,3,0,1,2,0,0
100189208,0,0,2,0,0,1,0,0,0,0,0
100189209,0,0,0,0,0,0,0,0,0,0,0
100189211,0,0,0,0,0,0,0,0,0,0,0
100189213,0,0,0,0,0,0,0,0,0,0,0
100189214,4,2,3,0,4,1,7,0,3,0,2
100189216,0,0,0,0,0,0,0,0,0,0,0
100189218,4,0,0,2,1,0,2,4,4,2,2
100189219,4,0,2,2,0,2,4,2,4,2,4
100189220,0,0,1,0,0,0,3,4,0,0,0
100189221,0,0,0,0,0,0,0,0,0,0,0
100189222,0,0,0,0,0,0,0,0,0,0,0
100189223,0,0,0,0,0,0,0,0,0,0,0
100189224,0,0,0,0,0,0,1,0,0,1,1
100189225,0,0,0,0,0,0,0,0,0,0,0
100189226,5,2,4,2,31,9,14,25,8,2,7
100189227,2,1,0,0,1,1,0,0,0,0,1
100189228,2,0,0,0,2,0,0,0,0,0,0
100189229,0,0,0,0,0,0,0,0,0,0,0
100189230,0,0,0,0,0,0,0,0,0,0,0
100189231,0,0,2,0,2,0,0,0,0,0,0
100189232,0,1,0,0,0,0,0,0,0,0,0
100189234,0,0,0,0,0,0,0,0,0,0,0
100189235,0,0,0,0,0,0,0,0,0,0,0
100189237,0,0,0,0,0,0,0,0,0,0,0
100189238,7,2,6,0,0,2,0,0,3,4,0
100189239,0,0,0,0,2,0,0,0,0,0,0
100189240,0,0,0,2,2,2,2,2,1,0,0
100189243,0,2,1,0,2,0,0,1,3,1,0
100189245,9,4,0,0,2,1,12,6,6,4,6
100189247,3,0,0,1,5,0,0,1,0,0,1
100189248,0,0,0,0,0,0,0,0,0,0,0
100189249,0,0,0,0,0,0,0,0,0,0,0
100189250,0,0,1,0,0,0,0,1,0,0,0
100189251,0,0,0,0,0,0,0,0,0,0,0
100189252,0,0,0,0,0,0,0,0,0,0,0
100189253,0,4,3,3,4,0,2,5,6,2,0
100189254,0,0,0,0,0,0,0,0,0,0,0
100189255,1,0,4,0,1,0,0,0,2,0,0
100189257,2,4,3,2,8,1,2,4,3,3,3
100189259,0,0,0,0,0,0,0,0,0,0,0
100189260,0,0,0,0,0,0,0,0,0,0,0
100189261,0,0,0,0,0,0,0,0,0,0,0
100189263,0,0,0,0,0,0,0,0,0,1,0
100189264,3,0,0,0,0,0,0,0,0,0,0
100189265,0,0,0,0,0,0,0,0,0,0,0
100189267,0,6,1,0,3,2,0,7,2,1,6
100189268,0,0,0,0,0,0,0,0,0,0,0
100189269,0,0,0,0,0,0,2,2,0,0,0
100189270,3,15,0,7,4,1,4,4,2,0,0
100189272,0,0,0,0,0,0,0,0,0,0,0
100189273,0,0,0,0,2,0,0,0,0,0,0
100189274,0,0,0,0,0,0,0,0,0,0,0
100189275,0,0,0,0,0,0,0,0,0,0,0
100189276,0,0,0,0,2,0,0,0,0,0,0
100189277,3,8,2,0,3,3,3,2,6,0,2
100189279,0,2,8,2,4,1,0,2,2,0,8
100189280,0,0,0,1,0,1,0,2,0,1,0
100189281,0,0,0,0,0,0,0,0,0,0,0
100189282,0,0,0,0,0,0,0,2,0,0,2
100189283,0,0,0,0,0,0,0,1,0,0,0
100189284,15,30,15,8,56,25,40,40,8,11,15
100189285,0,6,6,2,15,14,6,17,27,2,5
100189286,0,1,0,0,0,1,0,0,0,0,1
100189287,0,0,0,0,0,0,0,0,0,0,0
100189288,0,0,0,0,2,0,1,0,2,0,0
100189289,0,0,0,1,4,6,2,3,1,1,0
100189290,0,0,0,0,0,0,0,0,0,0,0
100189291,0,0,2,2,4,2,2,8,3,0,0
100189292,0,0,0,0,8,1,0,0,2,0,1
100189293,0,0,0,0,0,0,0,0,0,0,0
100189294,0,0,0,0,0,0,0,0,0,1,0
100189295,0,0,0,0,0,0,0,0,0,0,0
100189296,0,0,0,0,0,0,0,0,0,0,0
100189297,0,0,0,2,1,0,0,1,0,1,0
100189298,0,0,0,0,0,0,1,0,0,0,0
100189299,0,0,0,0,0,0,0,0,0,0,0
100189300,0,0,0,0,0,0,0,0,0,0,0
100189301,4,0,0,0,3,0,0,2,0,0,2
100189303,0,3,0,0,0,0,0,0,0,0,0
100189305,0,0,0,0,1,0,2,1,0,0,0
100189306,1,1,1,4,1,1,0,0,0,0,1
100189307,0,0,0,0,0,0,0,0,0,0,0
100189308,0,0,0,0,0,0,7,0,0,0,0
100189310,0,0,0,0,0,0,1,0,0,0,0
100189313,2,0,0,0,2,0,0,0,2,1,0
100189314,0,2,0,0,9,4,0,0,1,0,1
100189315,0,0,0,0,1,0,0,0,0,0,0
100189316,0,0,0,0,0,0,0,0,0,0,0
100189317,0,0,0,0,0,0,0,0,2,1,0
100189318,0,0,0,0,0,0,0,0,0,0,0
100189319,2,0,0,0,0,2,0,0,0,0,0
100189321,0,0,0,0,0,0,0,1,0,0,0
100189323,0,0,0,1,1,0,4,1,0,2,2
100189324,0,2,0,0,5,0,0,2,0,0,0
100189326,0,0,0,0,0,0,0,0,2,1,0
100189328,0,0,0,0,0,0,0,0,0,0,0
100189329,0,0,0,0,0,0,0,0,1,0,0
100189331,0,0,0,0,0,0,0,1,0,0,2
100189332,0,0,0,0,0,0,0,0,0,0,0
100189333,4,11,2,3,15,6,2,2,2,3,2
100189334,0,0,0,0,0,0,0,0,0,0,0
100189335,0,0,0,0,0,0,0,0,0,0,0
100189336,0,0,0,0,0,0,0,0,0,0,0
100189337,0,0,0,0,0,0,0,0,1,0,0
100189339,4,5,3,14,8,14,3,5,8,2,2
100189340,0,2,0,0,0,0,0,0,0,0,0
100189342,0,0,0,0,0,0,0,0,1,0,0
100189343,0,0,0,0,1,0,0,0,0,0,0
100189344,0,0,0,0,0,0,0,0,0,0,0
100189345,6,0,0,1,2,0,0,1,2,1,0
100189346,0,0,0,0,0,0,0,0,0,0,0
100189347,0,3,0,3,6,11,3,4,2,0,2
100189348,0,0,0,0,0,0,0,0,0,0,0
100189352,0,0,0,0,0,0,0,0,1,0,0
100189354,0,0,0,0,0,1,0,0,0,0,0
100189355,2,4,4,3,5,4,3,6,8,1,6
100189356,0,0,0,0,0,0,0,0,0,0,0
100189357,0,0,0,0,1,0,0,0,0,0,0
100189359,0,0,0,0,0,0,0,0,2,0,0
100189360,0,0,0,0,0,0,0,0,0,0,0
100189362,0,0,0,1,2,0,0,4,0,0,0
100189363,0,0,0,0,0,0,0,0,0,0,0
100189364,0,0,0,0,0,0,0,0,0,0,0
100189365,0,0,0,0,0,0,0,0,0,0,0
100189366,0,0,0,0,0,0,0,0,0,0,0
100189368,0,0,0,0,0,0,0,0,0,0,0
100189370,0,8,4,3,0,2,6,4,5,0,0
100189371,4,0,3,2,1,0,0,2,0,0,0
100189372,0,0,0,0,0,0,0,0,0,0,0
100189373,0,0,1,1,2,0,0,0,2,0,0
100189374,0,0,0,0,0,0,0,0,0,0,0
100189376,0,1,0,1,0,0,0,2,0,0,0
100189378,0,0,0,0,0,0,0,0,0,0,0
100189379,0,4,1,2,1,2,3,7,1,0,2
100189380,0,0,0,0,0,0,0,0,0,0,0
100189382,0,0,0,0,0,0,0,0,0,0,0
100189383,0,0,0,0,4,0,0,0,0,1,0
100189384,0,0,0,0,0,2,0,0,1,0,1
100189385,0,0,0,0,0,0,0,0,0,0,0
100189387,2,2,1,0,1,2,2,1,0,0,1
100189388,0,0,0,0,0,0,0,0,0,0,2
100189390,0,1,0,0,0,0,0,0,0,0,0
100189391,0,0,0,0,0,0,0,0,0,1,0
