signatureid,compound,concentration,time,cellline,similarity,pValue,sig_direction
LINCSCP_49111,BRD-K27961885,10uM,6h,PC3,-0.36845071,0.009972851142,Down
LINCSCP_97861,MLN 2238,0.37uM,24h,HA1E,0.36841276,0.009981098601,Down
LINCSCP_93257,omeprazole,0.37uM,24h,HA1E,-0.36840963,0.009981777521,Down
LINCSCP_28078,BRD-K38842489,5uM,24h,HT29,0.36840773,0.009982191522,Down
LINCSCP_94044,Fidaxomicin,10uM,24h,HA1E,0.36840764,0.009982210157,Down
LINCSCP_3635,BRD-K84651951,10uM,24h,A375,-0.36837261,0.009989829875,Down
LINCSCP_54660,Batimastat,40uM,6h,SW948,0.36836829,0.009990770115,Down
LINCSCP_153229,GLPG0634,10uM,24h,PC3,-0.36835368,0.009993948847,Down
LINCSCP_283807,Tozasertib,10uM,24h,SKB,-0.36834102,0.009996704934,Down
LINCSCP_63229,BRD-K53808186,5uM,24h,VCAP,-0.36833435,0.009998158154,Down
LINCSCP_84254,GSK 1059615,0.12uM,24h,ASC,-0.36832645,0.009999876325,Down
LINCSCP_23589,SCHEMBL16984306,3uM,6h,HEPG2,0.36830048,0.01000553302,Down
LINCSCP_33430,Ethyl eburnamenine-14-carboxylate,10uM,6h,MCF7,-0.36828875,0.01000809027,Down
LINCSCP_39810,Menadione,10uM,6h,MDST8,-0.36828813,0.01000822439,Down
LINCSCP_58630,Ispinesib,10uM,24h,VCAP,0.36828666,0.01000854468,Down
LINCSCP_62108,MLS003649975,5uM,6h,VCAP,0.36827683,0.01001068777,Down
LINCSCP_87703,AZD-8330,0.12uM,24h,HA1E,0.36827502,0.01001108191,Down
LINCSCP_57783,MLS002264451,10uM,24h,VCAP,0.36826351,0.01001359039,Down
LINCSCP_133310,CGP 60474,10uM,24h,MCF7,-0.36826087,0.01001416763,Down
LINCSCP_22114,MLS000526305,10uM,6h,HEPG2,-0.36826074,0.01001419493,Down
LINCSCP_119060,"Forskolin, NKH477",10uM,24h,HT29,-0.36825884,0.0100146092,Down
LINCSCP_53464,BX-795,10uM,6h,SKMEL28,-0.36825801,0.01001479043,Down
LINCSCP_151767,PD-0325901,0.12uM,24h,PC3,0.36825642,0.0100151372,Down
LINCSCP_33487,SU4312,10uM,6h,MCF7,0.3682202,0.01002303736,Down
LINCSCP_36343,Wortmannin,3uM,6h,MCF7,-0.36820049,0.01002733873,Down
LINCSCP_2139,BRD-K19166598,10uM,6h,A375,-0.36817833,0.01003217618,Down
LINCSCP_49258,Broad-Sai-560,3uM,24h,PC3,-0.36817417,0.01003308451,Down
LINCSCP_142667,Duloxetine,10uM,24h,MCF7,-0.36817201,0.0100335564,Down
LINCSCP_65670,BRD-K61373678,10uM,24h,VCAP,0.36815398,0.01003749356,Down
LINCSCP_23222,CHEMBL2140299,10uM,6h,HEPG2,-0.36814911,0.01003855876,Down
LINCSCP_111296,CGP 60474,3.33uM,24h,HEPG2,-0.36814207,0.01004009669,Down
LINCSCP_172430,Siguazodan,3.33uM,24h,YAPC,-0.36813695,0.0100412164,Down
LINCSCP_311870,BRD-K47436535,10uM,6h,VCAP,-0.36812906,0.01004294004,Down
LINCSCP_130082,Alvocidib,1.11uM,3h,LNCAP,-0.36812902,0.01004294912,Down
LINCSCP_144498,Deferasirox,3.33uM,24h,MCF7,-0.36812762,0.01004325476,Down
LINCSCP_12537,Flutamide,30uM,6h,CL34,-0.36808987,0.01005150781,Down
LINCSCP_30975,MLS001065910,10uM,24h,MCF7,-0.36808904,0.01005169036,Down
LINCSCP_164991,JNJ-38877605,3.33uM,24h,SKL.C,-0.36807506,0.01005474899,Down
LINCSCP_171558,Propentofylline,0.12uM,24h,YAPC,-0.36807217,0.0100553796,Down
LINCSCP_7244,ChEBI91594,10uM,24h,A549,0.36806987,0.0100558834,Down
LINCSCP_134067,Ponatinib,10uM,24h,MCF7,-0.36806931,0.01005600615,Down
LINCSCP_92625,CX-5461,10uM,24h,HA1E,0.36805779,0.01005852703,Down
LINCSCP_222086,"2-(4-chlorophenyl)-3-(2-methoxyphenyl)hexahydro-1H-pyrrolo[1,2-c]imidazol-1-one",1uM,24h,HL60,-0.36805715,0.0100586677,Down
LINCSCP_97321,Diacerein,1.11uM,24h,HA1E,0.36805445,0.0100592586,Down
LINCSCP_280619,AZD-1152HQPA,0.1uM,6h,PC3,0.3680478,0.01006071503,Down
LINCSCP_108396,SCHEMBL6851809,3.33uM,24h,HELA,-0.3680469,0.01006091128,Down
LINCSCP_62524,BRD-K23058957,5uM,6h,VCAP,-0.36804073,0.01006226237,Down
LINCSCP_85884,PD-0325901,10uM,24h,BT20,-0.36804056,0.01006229831,Down
LINCSCP_59023,Etya,10uM,6h,VCAP,-0.3680213,0.01006651622,Down
LINCSCP_86736,GSK 1059615,0.12uM,24h,CD34,-0.36800583,0.01006990412,Down
LINCSCP_43937,ST013886,0.5uM,6h,PC3,-0.36799696,0.01007184775,Down
LINCSCP_60489,CHEMBL2359930,5uM,6h,VCAP,0.36798514,0.01007443785,Down
LINCSCP_52396,TAK-715,10uM,24h,SKB,-0.36798197,0.01007513351,Down
LINCSCP_139513,Deoxycholic acid,3.33uM,24h,MCF7,-0.36797522,0.010076611670000001,Down
LINCSCP_168727,Sulfadoxine,10uM,24h,YAPC,-0.36794935,0.01008228344,Down
LINCSCP_46329,SPOX1_000823,10uM,6h,PC3,-0.36793779,0.01008481957,Down
LINCSCP_66996,"Trichostatin A, Streptomyces Sp.",10uM,6h,HEPG2,-0.36792356,0.01008794244,Down
LINCSCP_3755,L-Sulforaphane,10uM,24h,A375,0.36792102,0.01008849814,Down
LINCSCP_8654,BRD-K91771673,5uM,24h,A549,0.36791873,0.01008900112,Down
LINCSCP_46780,Pictilisib,10uM,24h,PC3,-0.36790699,0.01009157763,Down
LINCSCP_11347,Graveoline,10uM,24h,ASC,-0.36790673,0.01009163425,Down
LINCSCP_41364,Sorafenib,10uM,24h,NEU,0.3678825,0.01009695289,Down
LINCSCP_151237,Withaferin A,10uM,24h,PC3,-0.36787416,0.01009878504,Down
LINCSCP_212593,Broad-Sai-560,0.5uM,24h,HA1E,-0.36786576,0.01010063001,Down
LINCSCP_76635,AC1NSM0X,0.04uM,24h,A375,-0.36786203,0.01010144841,Down
LINCSCP_5959,CHEMBL2134949,10uM,24h,A549,-0.36786151,0.01010156263,Down
LINCSCP_74908,omeprazole,1.11uM,24h,A375,0.36783228,0.01010798702,Down
LINCSCP_6437,Acitretin,10uM,24h,A549,0.3678296,0.0101085757,Down
LINCSCP_273495,Rosiglitazone,10uM,6h,PC3,-0.36782903,0.01010870055,Down
LINCSCP_61476,CHEMBL2355627,5uM,24h,VCAP,0.36782102,0.01011046117,Down
LINCSCP_66846,Wortmannin,10uM,24h,HA1E,-0.36781614,0.01011153281,Down
LINCSCP_249855,BRD-K76418961,10uM,24h,MCF7,0.36781561,0.01011165008,Down
LINCSCP_111985,Ipatasertib,1.11uM,24h,HEPG2,-0.36781531,0.01011171723,Down
LINCSCP_6106,CID 75037095,10uM,6h,A549,-0.36781211,0.01011242065,Down
LINCSCP_189493,NCGC00011767,10uM,24h,A549,0.36780282,0.01011446208,Down
LINCSCP_289669,Dantrolene-13C3,10uM,24h,VCAP,0.36777482,0.01012062236,Down
LINCSCP_41180,Riluzole,10uM,24h,NEU,-0.36777223,0.01012119059,Down
LINCSCP_207203,"L-Leucine, L-Histidyl-L-Isoleucyl-L-Arginyl-",10uM,6h,FIBRNPC,-0.36775519,0.01012494164,Down
LINCSCP_63539,BRD-K89986699,5uM,24h,VCAP,0.3677446,0.01012727316,Down
LINCSCP_252599,BRD-K22754681,1uM,24h,MCF7,0.36772421,0.01013176088,Down
LINCSCP_39307,Quizartinib,0.5uM,6h,MDAMB231,0.36771243,0.01013435544,Down
LINCSCP_74128,Cytarabine,0.12uM,24h,A375,0.367709,0.01013511263,Down
LINCSCP_15731,MLS-0390943.0001,10uM,24h,HA1E,0.36768664,0.01014003771,Down
LINCSCP_58531,CID 6167421,10uM,24h,VCAP,0.36767871,0.01014178611,Down
LINCSCP_53818,BI-2536,10uM,6h,SNUC4,-0.36765617,0.01014675513,Down
LINCSCP_142297,Tacalcitol,1.11uM,24h,MCF7,0.36765162,0.01014775895,Down
LINCSCP_128500,Pazopanib,10uM,24h,HUVEC,-0.36763746,0.01015088104,Down
LINCSCP_52915,6266-99-5,10uM,24h,SKB,-0.3676292,0.01015270345,Down
LINCSCP_138899,CLONAZEPAM,0.04uM,24h,MCF7,-0.36762258,0.01015416544,Down
LINCSCP_42337,PD-173074,10uM,24h,NPC,-0.36759566,0.01016010684,Down
LINCSCP_2086,BRD-K90446118,10uM,6h,A375,-0.36758553,0.01016234356,Down
LINCSCP_23727,AEG 3482,3uM,6h,HEPG2,-0.36753526,0.01017344832,Down
LINCSCP_294876,N-(3-Acetamidophenyl)-3-chlorobenzamide,10uM,24h,VCAP,-0.36753377,0.0101737771,Down
LINCSCP_272427,Practolol,10uM,24h,PC3,-0.36750858,0.01017934447,Down
LINCSCP_261835,13-Cis-retinol,10uM,24h,NPC,-0.36750597,0.01017992201,Down
LINCSCP_249794,BRD-K49669601,10uM,24h,MCF7,-0.36748608,0.01018432115,Down
LINCSCP_310797,BRD-K30150248,10uM,24h,VCAP,0.36748039,0.01018557996,Down
LINCSCP_8973,BRD-K90734091,10uM,24h,A549,-0.36747413,0.01018696448,Down
LINCSCP_136388,BRD-A19795905,10uM,24h,MCF7,-0.36746031,0.01019002261,Down
LINCSCP_58617,Tozasertib,10uM,24h,VCAP,0.36745647,0.01019087318,Down
LINCSCP_177283,3-Methyladenine,10uM,6h,A375,-0.36744708,0.01019295293,Down
LINCSCP_111188,CP-724714,3.33uM,24h,HEPG2,-0.36740441,0.01020240084,Down
LINCSCP_56964,BAS 00631343,10uM,24h,VCAP,0.3673867,0.01020632487,Down
LINCSCP_141245,Ttnpb,10uM,24h,MCF7,-0.36737464,0.01020899873,Down
LINCSCP_68038,Vorinostat,0.5uM,24h,PC3,-0.36736502,0.01021113214,Down
LINCSCP_67270,Wortmannin,10uM,24h,MCF7,-0.36735549,0.01021324478,Down
LINCSCP_30634,Fluspirilene,5uM,24h,MCF7,0.36735439,0.01021348824,Down
LINCSCP_22489,MLS000536845,10uM,6h,HEPG2,-0.36733927,0.01021684204,Down
LINCSCP_63458,BRD-K69719681,5uM,6h,VCAP,-0.3673243,0.01022016324,Down
LINCSCP_79370,Ulipristal,0.37uM,24h,A375,-0.36731836,0.01022148128,Down
LINCSCP_54443,Manumycin-A,10uM,6h,SW948,-0.36731091,0.01022313369,Down
LINCSCP_170637,Zardaverine,0.37uM,24h,YAPC,-0.36730692,0.01022402077,Down
LINCSCP_44167,TWS 119,10uM,6h,PC3,-0.36730495,0.01022445619,Down
LINCSCP_68285,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.36729283,0.01022714877,Down
LINCSCP_15525,Parbendazole,0.5uM,6h,HA1E,0.36728683,0.01022847976,Down
LINCSCP_150940,TORIN-2,0.37uM,24h,PC3,-0.36728238,0.01022946752,Down
LINCSCP_199463,BRD-K96521176,5uM,24h,A549,-0.36726597,0.01023311175,Down
LINCSCP_3878,AZD-1152-HQPA,0.04uM,24h,A375,0.3672649,0.01023334962,Down
LINCSCP_9797,Auranofin,3uM,6h,A549,0.36726292,0.01023378961,Down
LINCSCP_56188,Testosterone Propionate,10uM,6h,VCAP,0.36724276,0.01023826808,Down
LINCSCP_130268,A-443654,1.11uM,3h,LNCAP,-0.36724231,0.01023836978,Down
LINCSCP_133035,BRD-A24396574-001-01-5,0.12uM,3h,MCF7,0.36719759,0.01024831082,Down
LINCSCP_56914,Quinoclamine,10uM,24h,VCAP,0.36719544,0.01024878995,Down
LINCSCP_48060,Propantheline,10uM,6h,PC3,-0.36718805,0.01025043271,Down
LINCSCP_165582,Idelalisib,0.12uM,24h,SKL,-0.36718092,0.01025201808,Down
LINCSCP_28389,BRD-K80169513,10uM,24h,HT29,0.36717039,0.01025436159,Down
LINCSCP_172935,Flavoxate,0.37uM,24h,YAPC,-0.36715383,0.01025804802,Down
LINCSCP_2477,SDX-101,10uM,6h,A375,-0.36713788,0.01026159722,Down
LINCSCP_19727,"5-Bromo-n-(6-butyl-1,3-benzothiazol-2-yl)furan-2-carboxamide",10uM,6h,HCC515,-0.3671146,0.01026678348,Down
LINCSCP_89854,Hoechst 33258,10uM,24h,HA1E,0.36710477,0.0102689718,Down
LINCSCP_308882,BRD-K20191348,5uM,6h,VCAP,-0.36709798,0.01027048505,Down
LINCSCP_60669,MLS003129710,5uM,6h,VCAP,-0.3670944,0.01027128255,Down
LINCSCP_51762,PD-173074,10uM,6h,SKBR3,0.36708947,0.01027238238,Down
LINCSCP_102825,APD668,10uM,24h,HELA,-0.36708763,0.01027279152,Down
LINCSCP_145202,apigenin,0.04uM,3h,MDAMB231,0.36707697,0.01027516862,Down
LINCSCP_212918,SCHEMBL17498001,3uM,6h,HA1E,0.36707447,0.01027572452,Down
LINCSCP_47947,Levocabastine,10uM,6h,PC3,-0.36706632,0.01027754231,Down
LINCSCP_312442,BRD-K24002047,0.5uM,24h,VCAP,0.36704993,0.01028119686,Down
LINCSCP_47988,BRD-K55113501-001-01-2,10uM,6h,PC3,-0.3670322,0.01028515032,Down
LINCSCP_29310,Dactolisib,0.5uM,6h,LOVO,0.3670212,0.01028760473,Down
LINCSCP_11305,SB-366791,10uM,24h,ASC,-0.36698796,0.01029502597,Down
LINCSCP_284020,MLS006011051,10uM,24h,SKB,-0.36697497,0.01029792593,Down
LINCSCP_201795,BRD32048,10uM,24h,A549,0.36695034,0.01030342815,Down
LINCSCP_74367,Everolimus,0.04uM,24h,A375,-0.36694559,0.01030448931,Down
LINCSCP_9830,RO-281675,1uM,6h,A549,0.36694068,0.01030558732,Down
LINCSCP_12493,BRD-K85822033,0.5uM,6h,CD34,0.36692467,0.01030916517,Down
LINCSCP_112665,CGP 60474,1.11uM,24h,HEPG2,-0.36692142,0.01030989116,Down
LINCSCP_234253,STK219801,20uM,6h,JHUEM2,-0.36691993,0.01031022386,Down
LINCSCP_54547,LY 2183240,10uM,6h,SW948,0.36691214,0.01031196545,Down
LINCSCP_279402,BRD-K04289865,10uM,6h,PC3,0.366898,0.01031512709,Down
LINCSCP_45449,"Triazolothiadiazine, 25",10uM,24h,PC3,-0.36689458,0.01031589245,Down
LINCSCP_50182,Apigenin Triacetate,10uM,24h,PHH,-0.36689303,0.01031623848,Down
LINCSCP_154466,Norfloxacin,1.11uM,24h,PC3,-0.36688906,0.01031712719,Down
LINCSCP_2256,Verrucarin A,10uM,6h,A375,-0.36688893,0.01031715571,Down
LINCSCP_9060,SCHEMBL17783876,10uM,24h,A549,-0.36688566,0.01031788902,Down
LINCSCP_26948,SB-203580,10uM,6h,HT29,0.36688124,0.01031887734,Down
LINCSCP_14010,HA 1004,10uM,24h,HA1E,-0.36683324,0.01032962069,Down
LINCSCP_96548,Tacrine,1.11uM,24h,HA1E,0.36682599,0.01033124424,Down
LINCSCP_8078,Fluocinolone Acetonide,10uM,6h,A549,0.36682583,0.01033127996,Down
LINCSCP_147893,GSK 525762A,0.12uM,24h,NPC.CAS9,-0.36682168,0.01033220941,Down
LINCSCP_99908,AZD-5438,1.11uM,24h,HCC515,-0.36681977,0.01033263805,Down
LINCSCP_179082,ML-4-054,10uM,6h,A375,-0.36681391,0.0103339491,Down
LINCSCP_307029,CHEMBL2361748,5uM,6h,VCAP,-0.36680553,0.01033582807,Down
LINCSCP_27550,BRD-K55806039,5uM,24h,HT29,0.36680072,0.01033690547,Down
LINCSCP_54914,AB00540133,10uM,6h,THP1,-0.36679957,0.01033716141,Down
LINCSCP_67544,CGS-15943,20uM,24h,MCF7,-0.36678544,0.01034032855,Down
LINCSCP_312562,BRD-K85642378,3uM,24h,VCAP,-0.36677767,0.01034206952,Down
LINCSCP_13804,Isomammeisin,10uM,24h,HA1E,0.36677638,0.01034235974,Down
LINCSCP_121382,MG-132,20uM,24h,HT29,0.36676447,0.01034502894,Down
LINCSCP_129487,PF-04217903,0.04uM,24h,JURKAT,0.36675626,0.01034687096,Down
LINCSCP_20576,CAM-9-021,10uM,6h,HCC515,-0.36674143,0.01035019543,Down
LINCSCP_56048,Naphazoline,10uM,24h,VCAP,-0.36674104,0.01035028414,Down
LINCSCP_290972,Pifithrin MU,10uM,6h,VCAP,0.36673883,0.01035077888,Down
LINCSCP_13135,Celecoxib,10uM,24h,FIBRNPC,-0.36673818,0.01035092454,Down
LINCSCP_281479,Tyrphostin A9,10uM,24h,PHH,-0.36672086,0.01035481153,Down
LINCSCP_163081,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",3.33uM,24h,SKBR3,-0.36671582,0.01035594265,Down
LINCSCP_243595,Guanethidine,10uM,24h,MCF7,-0.36670538,0.01035828643,Down
LINCSCP_156943,Roflumilast,3.33uM,24h,PC3,-0.36670174,0.01035910265,Down
LINCSCP_108785,CHEBI:82814,10uM,24h,HELA,0.36667312,0.01036552834,Down
LINCSCP_51107,Penfluridol,30uM,6h,RMUGS,-0.3666729,0.01036557759,Down
LINCSCP_54273,Phenothiazine,10uM,6h,SW620,0.36666162,0.01036811113,Down
LINCSCP_1908,FK-506,10uM,6h,A375,0.36665509,0.01036957829,Down
LINCSCP_289812,Clozapine,10uM,6h,VCAP,-0.3666396,0.01037305983,Down
LINCSCP_9965,Broad-Sai-424,3.33uM,24h,A549,-0.36663864,0.01037327522,Down
LINCSCP_68527,Wortmannin,10uM,6h,VCAP,-0.36662264,0.01037687235,Down
LINCSCP_83140,Sunitinib,10uM,24h,ASC.C,0.36660853,0.01038004385,Down
LINCSCP_8923,BRD-K45627302,10uM,24h,A549,-0.36657978,0.01038651072,Down
LINCSCP_33569,Nalbufina [Dcit],10uM,24h,MCF7,-0.36655497,0.01039209415,Down
LINCSCP_66265,Cerulenin,40uM,6h,WSUDLCL2,0.36652641,0.01039852273,Down
LINCSCP_77124,Triptorelin,0.04uM,24h,A375,0.3665227,0.0103993597,Down
LINCSCP_77203,benproperine,10uM,24h,A375,-0.36651472,0.01040115757,Down
LINCSCP_166814,PRX-08066 Maleic acid,10uM,24h,YAPC,0.3665137,0.01040138719,Down
LINCSCP_20342,AC1OAATK,10uM,6h,HCC515,-0.36650259,0.01040388864,Down
LINCSCP_2432,"Oxiranecarboxylic acid, 2-[6-(4-chlorophenoxy)hexyl]-, (s)-",10uM,6h,A375,-0.36649994,0.01040448621,Down
LINCSCP_133448,Rebastinib,10uM,24h,MCF7,-0.36648106,0.01040874155,Down
LINCSCP_85850,Tamatinib,1.11uM,24h,BT20,-0.36645087,0.01041554831,Down
LINCSCP_71,NSC25485,10uM,6h,A375,-0.36644588,0.01041667309,Down
LINCSCP_120302,MG-132,20uM,24h,HT29,0.36643236,0.01041972315,Down
LINCSCP_10076,BRD-K42573370-001-01-1,3.33uM,24h,A549,-0.36640652,0.01042555489,Down
LINCSCP_43815,MLS000038106,10uM,6h,OV7,-0.36637222,0.0104332975,Down
LINCSCP_19935,ML098,10uM,6h,HCC515,0.36634213,0.01044009574,Down
LINCSCP_9298,"Ingenol 3,20-dibenzoate",10uM,6h,A549,-0.36632009,0.01044507891,Down
LINCSCP_46332,MLS000860958,10uM,6h,PC3,0.36631253,0.0104467879,Down
LINCSCP_290009,Metaxalone,10uM,24h,VCAP,-0.36629304,0.01045119365,Down
LINCSCP_136615,Ifenprodil,10uM,24h,MCF7,-0.36627678,0.01045487297,Down
LINCSCP_38270,Vinblastine,0.5uM,6h,MCF7,0.36627057,0.01045627891,Down
LINCSCP_32424,Withaferin-A,10uM,24h,MCF7,-0.36623655,0.01046397988,Down
LINCSCP_76165,RASAGILINE,3.33uM,24h,A375,-0.36623333,0.01046470798,Down
LINCSCP_93590,Mepivacaine,1.11uM,24h,HA1E,-0.36621288,0.01046934015,Down
LINCSCP_27614,BRD-K86618560,5uM,24h,HT29,0.36621062,0.01046985043,Down
LINCSCP_38008,BRD-K21635943,10uM,6h,MCF7,0.36617826,0.01047718379,Down
LINCSCP_84486,1268524-70-4,0.12uM,24h,ASC,0.3661775,0.01047735771,Down
LINCSCP_48008,Aminocaproic acid,10uM,6h,PC3,-0.36617326,0.01047831864,Down
LINCSCP_44475,UNII-MET7ZRB8Y7,10uM,6h,PC3,-0.36615674,0.01048206327,Down
LINCSCP_111757,AT-7519,10uM,24h,HEPG2,-0.3661531,0.01048288913,Down
LINCSCP_115273,Pelitinib,3.33uM,3h,HS578T,-0.36613749,0.01048642866,Down
LINCSCP_83249,Quizartinib,3.33uM,24h,ASC.C,0.36612232,0.01048987141,Down
LINCSCP_47078,SA-423131,10uM,24h,PC3,-0.3661093,0.01049282458,Down
LINCSCP_233310,CHEMBL2152359,3uM,24h,HT29,-0.36608201,0.01049902085,Down
LINCSCP_41648,SA-427636,10uM,24h,NKDBA,0.36608199,0.01049902618,Down
LINCSCP_159958,Maxacalcitol-D6,1.11uM,24h,PC3,-0.36605615,0.01050489389,Down
LINCSCP_27149,FPL64176,10uM,6h,HT29,-0.36604487,0.01050745883,Down
LINCSCP_150036,Entinostat,1.11uM,24h,NPC.TAK,0.36603784,0.01050905421,Down
LINCSCP_10678,CHEMBL2142321,10uM,24h,ASC,-0.36603418,0.01050988597,Down
LINCSCP_69350,GSK 1059615,10uM,24h,A375,-0.36603187,0.01051041324,Down
LINCSCP_2427,Hnha,10uM,6h,A375,-0.36602893,0.01051108011,Down
LINCSCP_34326,oxantel,10uM,24h,MCF7,-0.36600952,0.0105154925,Down
LINCSCP_25247,Naltrexone-HCl,10uM,24h,HT29,-0.36598369,0.01052136693,Down
LINCSCP_163411,Erlotinib,1.11uM,3h,SKBR3,0.36598066,0.01052205716,Down
LINCSCP_62227,BRD-K76896049,5uM,6h,VCAP,-0.36597611,0.01052309178,Down
LINCSCP_277295,SCHEMBL17783879,5uM,24h,PC3,-0.36597414,0.0105235414,Down
LINCSCP_289824,Parachlorophenol,10uM,6h,VCAP,-0.36597345,0.01052369763,Down
LINCSCP_220889,AC1NPD0F,10uM,6h,HEPG2,-0.36597134,0.01052417752,Down
LINCSCP_63916,BRD-M44900776,5uM,24h,VCAP,-0.36596273,0.01052613724,Down
LINCSCP_28249,BRD-K39597586,10uM,24h,HT29,0.36594619,0.01052990229,Down
LINCSCP_5682,Pantoprazole,10uM,24h,A549,-0.36594437,0.01053031732,Down
LINCSCP_43205,"1-Methyl-1,2,3,4-tetrahydroisoquinoline",10uM,24h,NPC,-0.36593877,0.01053159011,Down
LINCSCP_26818,Penfluridol,10uM,6h,HT29,0.36593477,0.01053250238,Down
LINCSCP_128986,AZ20,1.11uM,24h,HUVEC,-0.36593189,0.01053315796,Down
LINCSCP_48025,Urapidil,10uM,6h,PC3,-0.3659106,0.01053800743,Down
LINCSCP_21166,CHEMBL416418,60uM,6h,HCT116,0.3659087,0.01053844026,Down
LINCSCP_105084,Estramustine phosphate sodium,1.11uM,24h,HELA,-0.36586746,0.01054783792,Down
LINCSCP_276843,BRD-K79684588,5uM,24h,PC3,-0.36585369,0.01055097729,Down
LINCSCP_26233,MLS002607703,10uM,6h,HT29,0.36585263,0.01055121975,Down
LINCSCP_204393,E4031,10uM,24h,ASC,0.36585125,0.01055153426,Down
LINCSCP_26957,SMP2_000249,10uM,6h,HT29,-0.36583418,0.01055542667,Down
LINCSCP_2144,Sepantronium,10uM,6h,A375,-0.36583134,0.01055607567,Down
LINCSCP_5383,KUC103656,10uM,24h,A549,0.36583093,0.01055616886,Down
LINCSCP_68114,Vorinostat,1uM,6h,PC3,0.36580952,0.01056105559,Down
LINCSCP_146217,HG-9-91-01,10uM,24h,MNEU.E,-0.36580881,0.01056121592,Down
LINCSCP_112006,Dinaciclib,0.04uM,24h,HEPG2,-0.36578073,0.01056762655,Down
LINCSCP_54646,BDBM50127227,10uM,6h,SW948,-0.3657798,0.010567839,Down
LINCSCP_46650,BRD-K80786583-001-01-5,10uM,6h,PC3,-0.36576118,0.01057209157,Down
LINCSCP_225915,BRD-K11883928,10uM,6h,HT29,-0.36575644,0.01057317616,Down
LINCSCP_25971,CHEMBL493153,10uM,24h,HT29,-0.36575166,0.01057426779,Down
LINCSCP_175942,Docosanoic acid,0.37uM,24h,YAPC,-0.36575137,0.01057433281,Down
LINCSCP_64174,BRD-K21387011,5uM,24h,VCAP,-0.36575105,0.01057440704,Down
LINCSCP_86486,Y-39983,1.11uM,3h,BT20,-0.36574539,0.01057570087,Down
LINCSCP_83842,NVP-BHG712,10uM,24h,ASC.C,0.36574267,0.01057632259,Down
LINCSCP_243958,Atomoxetine,10uM,24h,MCF7,-0.36574049,0.01057682074,Down
LINCSCP_171864,Orphenadrine,10uM,24h,YAPC,-0.36573244,0.01057865825,Down
LINCSCP_64315,BRD-K74329753,5uM,24h,VCAP,0.36573137,0.01057890341,Down
LINCSCP_10578,Cerulenin,40uM,6h,AGS,-0.36571917,0.0105816937,Down
LINCSCP_22174,AC1MXYGS,10uM,6h,HEPG2,-0.36570826,0.0105841862,Down
LINCSCP_60110,BRD-K26421164,5uM,6h,VCAP,0.36570576,0.01058475826,Down
LINCSCP_47115,BRD-K46445327,10uM,24h,PC3,-0.36570293,0.01058540506,Down
LINCSCP_40107,Pevonedistat,10uM,6h,NCIH2073,-0.36569427,0.01058738641,Down
LINCSCP_40845,CHEMBL2139663,10uM,24h,NEU,-0.36568743,0.0105889509,Down
LINCSCP_288230,TUL_XXI035,0.001uM,6h,THP1,0.36567337,0.01059216753,Down
LINCSCP_81949,HG-9-91-01,10uM,24h,A549,-0.36567023,0.01059288629,Down
LINCSCP_111201,Crizotinib,1.11uM,24h,HEPG2,0.3656538,0.01059664571,Down
LINCSCP_4952,T6117073,10uM,24h,A549,0.36562369,0.01060354029,Down
LINCSCP_32459,BMS-345541,10uM,24h,MCF7,-0.36560781999999997,0.01060717447,Down
LINCSCP_18181,Monastrol,10uM,24h,HCC515,0.36560641,0.01060749724,Down
LINCSCP_160288,Decitabine,1.11uM,24h,PC3,-0.36560067,0.01060881343,Down
LINCSCP_152897,Calcitriol,0.12uM,24h,PC3,-0.36559747,0.01060954732,Down
LINCSCP_28024,BRD-K43325273,5uM,24h,HT29,0.36559024,0.01061120251,Down
LINCSCP_261940,Alvespimycin,10uM,24h,NPC,-0.36558188,0.01061311931,Down
LINCSCP_33663,Tyrphostin AG 825,10uM,24h,MCF7,-0.36557552,0.01061457773,Down
LINCSCP_55417,Quinacrine,10uM,6h,U937,0.36557284,0.01061519044,Down
LINCSCP_88631,AZD-1775,0.12uM,24h,HA1E,-0.36557138,0.0106155257,Down
LINCSCP_211105,Oxcarbazepine,10uM,6h,HA1E,-0.36555888,0.01061839266,Down
LINCSCP_87552,Olaparib,3.33uM,24h,CD34,0.3655493,0.01062058913,Down
LINCSCP_11654,BMS-345541,0.1uM,24h,BT20,-0.36553771,0.01062324812,Down
LINCSCP_204084,Piperidolate,10uM,24h,ASC,0.36553213,0.01062452736,Down
LINCSCP_32098,MEGXP0_000778,10uM,24h,MCF7,-0.36552238,0.01062676365,Down
LINCSCP_44926,O-Demethylated Adapalene,10uM,24h,PC3,-0.36551325,0.0106288598,Down
LINCSCP_16913,ZINC01045466,10uM,6h,HA1E,-0.36550959,0.01062969921,Down
LINCSCP_91390,"2,2-Dichloro-n-[(1R,2S)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",0.37uM,24h,HA1E,-0.36550481,0.01063079608,Down
