signatureid,compound,concentration,time,cellline,similarity,pValue,sig_direction
LINCSCP_101795,Bosutinib,3.33uM,24h,HELA,-0.32566836,0.02389645936,Up
LINCSCP_146850,STK219801,3.33uM,24h,NEU,-0.32565997,0.02390029341,Up
LINCSCP_68523,Vorinostat,10uM,24h,VCAP,0.32565329,0.02390334693,Up
LINCSCP_50311,Cycloheximide,3uM,24h,PHH,-0.32565303,0.02390346367,Up
LINCSCP_3027,MLS003130364,10uM,6h,A375,-0.32565237,0.0239037637,Up
LINCSCP_88048,Withaferin A,0.37uM,24h,HA1E,0.32565126,0.02390427363,Up
LINCSCP_53993,MLS000709026,40uM,6h,SW480,0.32564151,0.02390872725,Up
LINCSCP_26088,MLS002264489,10uM,6h,HT29,0.3256322,0.02391298245,Up
LINCSCP_140256,ACRIVASTINE,3.33uM,24h,MCF7,0.3256195,0.0239187879,Up
LINCSCP_65520,BRD-K76999748,10uM,6h,VCAP,-0.32561513,0.02392078485,Up
LINCSCP_227002,EMD-66684,10uM,6h,HT29,-0.32561269,0.02392190337,Up
LINCSCP_30873,Neratinib,10uM,6h,MCF7,0.32560816,0.02392397447,Up
LINCSCP_23234,BRD-K64304398,10uM,6h,HEPG2,0.32559741,0.02392888798,Up
LINCSCP_299060,MLS003129654,5uM,6h,VCAP,0.32559563,0.02392970569,Up
LINCSCP_67471,Vorinostat,0.1uM,24h,MCF7,-0.32559018,0.02393219794,Up
LINCSCP_45856,Naltrexone,10uM,6h,PC3,-0.32558572,0.02393423815,Up
LINCSCP_50494,"N-(4-{[(1z)-8-Ethoxy-4,4-dimethyl-4,5-dihydro-1H-[1,2]dithiolo[3,4-c]quinolin-1-ylidene]amino}phenyl)acetamide",10uM,6h,PHH,0.32557296,0.02394007571,Up
LINCSCP_68853,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5uM,24h,VCAP,0.32556564,0.02394342381,Up
LINCSCP_109259,Dorzolamide HCL,1.11uM,24h,HELA,0.32555716,0.02394730275,Up
LINCSCP_262247,MLS000756415,10uM,24h,NPC,-0.32554286,0.02395385069,Up
LINCSCP_254898,CHEMBL2359886,1.11uM,24h,MCF7,0.32554119,0.02395461215,Up
LINCSCP_18378,Pyrazolanthrone,10uM,6h,HCC515,-0.3255396,0.02395534181,Up
LINCSCP_140840,MG-132,20uM,24h,MCF7,0.32553777,0.02395617665,Up
LINCSCP_6866,Vincamine,10uM,24h,A549,0.32553456,0.02395765009,Up
LINCSCP_65273,BRD-K37073485,10uM,24h,VCAP,0.32552261,0.02396312068,Up
LINCSCP_103511,MG-132,20uM,24h,HELA,0.32552008,0.02396427882,Up
LINCSCP_66124,SA-1922927,0.5uM,24h,VCAP,0.32550702,0.02397025659,Up
LINCSCP_66870,"Trichostatin A, Streptomyces Sp.",0.1uM,6h,HA1E,0.32550171,0.02397269058,Up
LINCSCP_133940,NU-7026,0.37uM,24h,MCF7,-0.32550048,0.02397325467,Up
LINCSCP_182740,BRD-K49480198,5uM,24h,A375,-0.32549846,0.02397417735,Up
LINCSCP_59267,CHEMDIV3_005068,10uM,24h,VCAP,-0.32549699,0.02397485226,Up
LINCSCP_157989,Tozasertib,10uM,24h,PC3,-0.32549389,0.02397627518,Up
LINCSCP_41946,SCHEMBL2231351,1uM,24h,NOMO1,0.32549188,0.02397719414,Up
LINCSCP_17723,Tivozanib,10uM,6h,HCC15,0.32548831,0.02397882888,Up
LINCSCP_26500,Dasatinib,10uM,6h,HT29,-0.32548254,0.02398147415,Up
LINCSCP_137617,Tolazamide,3.33uM,24h,MCF7,-0.32547972,0.02398276441,Up
LINCSCP_222011,Avrainvillamide-analog-1,0.04uM,24h,HEPG2,-0.3254794,0.02398291235,Up
LINCSCP_70260,852475-26-4,0.37uM,24h,A375,0.32547777,0.02398366,Up
LINCSCP_236089,Tropicamide,10uM,24h,MCF7,0.32547657,0.02398420958,Up
LINCSCP_171321,Zaurategrast,10uM,24h,YAPC,-0.32546958,0.02398740932,Up
LINCSCP_160550,Masitinib,10uM,24h,PC3,-0.32545994,0.02399182827,Up
LINCSCP_17760,AZD-2014,10uM,6h,HCC15,-0.32545401,0.02399454616,Up
LINCSCP_220639,Tenoxicam,10uM,6h,HEPG2,0.32543177,0.0240047439,Up
LINCSCP_207467,Splitomicin,10uM,24h,FIBRNPC,0.32537987,0.02402855203,Up
LINCSCP_141292,MG-132,20uM,24h,MCF7,0.32537956,0.024028697,Up
LINCSCP_59660,BRD-K37788266,5uM,24h,VCAP,0.32536606,0.02403489187,Up
LINCSCP_25785,SB-216763,10uM,6h,HT29,0.32534519,0.02404447318,Up
LINCSCP_136403,LCQ-908,0.37uM,24h,MCF7,-0.32534194,0.02404596478,Up
LINCSCP_192874,Ciprofibrate,10uM,6h,A549,0.32533532,0.0240490078,Up
LINCSCP_9932,4L7B,0.5uM,6h,A549,-0.32532675,0.02405293988,Up
LINCSCP_32588,XMD-1499,10uM,24h,MCF7,0.32531872,0.02405662837,Up
LINCSCP_38448,Avrainvillamide Analog 5,3.33uM,24h,MCF7,0.32531518,0.0240582585,Up
LINCSCP_114629,CHIR-265,0.12uM,24h,HME1,0.32531497,0.02405835138,Up
LINCSCP_23009,AC1LA7UC,10uM,6h,HEPG2,0.32529369,0.02406813278,Up
LINCSCP_155855,Cytarabine,0.12uM,24h,PC3,-0.32529243,0.02406870861,Up
LINCSCP_154176,Racecadotril,10uM,24h,PC3,0.32528719,0.02407111882,Up
LINCSCP_179659,Bepridil,10uM,6h,A375,-0.3252813,0.02407382651,Up
LINCSCP_253584,Vorinostat,0.5uM,24h,MCF7,0.32528036,0.02407425694,Up
LINCSCP_128155,Sunitinib,3.33uM,24h,HUES3,-0.32526451,0.02408154433,Up
LINCSCP_63965,BRD-K06482871,5uM,24h,VCAP,0.32526363,0.0240819485,Up
LINCSCP_39979,TH02453-036-P1,10uM,6h,NCIH1836,0.32524213,0.02409183584,Up
LINCSCP_25790,CAY-10594,20uM,6h,HT29,-0.32523735,0.0240940331,Up
LINCSCP_159406,GSK2636771,1.11uM,24h,PC3,-0.32523472,0.02409524372,Up
LINCSCP_20955,AT-9283,0.04uM,24h,HCC515,-0.32523055,0.02409716433,Up
LINCSCP_25808,AZD-8055,10uM,6h,HT29,-0.32522553,0.02409947472,Up
LINCSCP_155410,BRD-A03684405,3.33uM,24h,PC3,0.32522309,0.0241005931,Up
LINCSCP_140753,179324-69-7,20uM,24h,MCF7,0.32521731,0.0241032546,Up
LINCSCP_5177,AC1MJZSK,10uM,6h,A549,0.32521343,0.02410503913,Up
LINCSCP_29793,TORIN-2,0.1uM,6h,MCF10A,-0.32520896,0.02410709644,Up
LINCSCP_10833,Buthionine Sulfoxime,10uM,24h,ASC,0.32519828,0.02411201168,Up
LINCSCP_131458,QL47,1.11uM,24h,MCF10A,0.3251924,0.02411471775,Up
LINCSCP_124025,PF-3084014,10uM,24h,HT29,0.32518517,0.02411804605,Up
LINCSCP_117193,AT 7867,10uM,24h,HT29,0.32518245,0.02411929879,Up
LINCSCP_155815,BRD-A82197375,10uM,24h,PC3,-0.32513856,0.02413951466,Up
LINCSCP_22131,MLS001060802,10uM,6h,HEPG2,-0.32513076,0.02414310609,Up
LINCSCP_516,MK2A Inhibitor,10uM,6h,A375,0.32511669,0.02414958946,Up
LINCSCP_37280,MLS000038113,10uM,6h,MCF7,0.32510091,0.02415686228,Up
LINCSCP_113879,CDK9 Inhibitor,0.12uM,24h,HME1,-0.32508935,0.02416219502,Up
LINCSCP_60651,BRD-K95323941,5uM,24h,VCAP,0.32508484,0.02416427512,Up
LINCSCP_53318,Phloretin,100uM,6h,SKMEL1,0.32507816,0.0241673519,Up
LINCSCP_163313,Pelitinib,10uM,3h,SKBR3,0.32507544,0.0241686095,Up
LINCSCP_67626,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,MCF7,0.32506598,0.02417296974,Up
LINCSCP_88434,COT Inhibitor-2,0.37uM,24h,HA1E,0.32506584,0.02417303492,Up
LINCSCP_76420,Ilomastat,0.04uM,24h,A375,0.3250587,0.02417633043,Up
LINCSCP_142895,Alisertib,10uM,24h,MCF7,0.32504866,0.02418096176,Up
LINCSCP_212606,CHEMBL2333346,0.1uM,24h,HA1E,-0.32504585,0.02418225604,Up
LINCSCP_126378,Tazarotene,1.11uM,24h,HT29,-0.32504412,0.02418305522,Up
LINCSCP_37963,BRD-K98427832,3uM,24h,MCF7,0.3250369,0.02418638477,Up
LINCSCP_120366,Sulpiride,3.33uM,24h,HT29,0.32503002,0.02418956,Up
LINCSCP_263287,BRD-K88373420,10uM,24h,NPC,-0.32502813,0.02419043483,Up
LINCSCP_258965,BRD-K37088230,10uM,24h,NEU,-0.32502372,0.02419246882,Up
LINCSCP_167038,17-DMAG (Alvespimycin) HCl,1.11uM,24h,YAPC,0.32501622,0.02419593204,Up
LINCSCP_4122,Norethindrone Acetate,10uM,24h,A549,-0.32501236,0.02419771188,Up
LINCSCP_29031,6266-99-5,3uM,6h,HUH7,-0.32500048,0.02420319925,Up
LINCSCP_29432,AS601245,10uM,24h,MCF10A,-0.32499847,0.02420412769,Up
LINCSCP_104934,Cabazitaxel,1.11uM,24h,HELA,-0.32498487,0.02421040714,Up
LINCSCP_161150,RUTIN,10uM,24h,PC3,0.32498341,0.02421108256,Up
LINCSCP_104739,Nepafenac,0.12uM,24h,HELA,-0.32498279,0.02421136766,Up
LINCSCP_45398,AC1MF5PT,10uM,6h,PC3,0.32497326,0.02421576955,Up
LINCSCP_120157,Pentobarbital,3.33uM,24h,HT29,0.32496933,0.02421758561,Up
LINCSCP_44635,Piplartine,10uM,6h,PC3,0.32494406,0.02422925901,Up
LINCSCP_121213,179324-69-7,20uM,24h,HT29,0.32493698,0.0242325311,Up
LINCSCP_237293,KUC104131,10uM,24h,MCF7,0.32493417,0.02423383177,Up
LINCSCP_231643,BRD-K02242562,5uM,24h,HT29,-0.32492919,0.0242361333,Up
LINCSCP_48872,BRD-K26553253,10uM,6h,PC3,0.32492417,0.02423845521,Up
LINCSCP_137232,AMG 487,10uM,24h,MCF7,0.32491949,0.02424061861,Up
LINCSCP_32618,Withaferin-A,10uM,6h,MCF7,0.32490683,0.02424647373,Up
LINCSCP_36153,NVP-AUY922,3uM,6h,MCF7,0.32490308,0.02424820453,Up
LINCSCP_107183,Andrographolide,1.11uM,24h,HELA,0.32488843,0.02425498292,Up
LINCSCP_29827,GW843682X,10uM,6h,MCF10A,0.32488624,0.02425599581,Up
LINCSCP_28484,Avrainvillamide Analog 5,10uM,24h,HT29,0.32487173,0.02426270701,Up
LINCSCP_68341,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,VCAP,0.32486694,0.02426492413,Up
LINCSCP_49022,BRD-K79489641,10uM,24h,PC3,0.32486434,0.02426612605,Up
LINCSCP_150972,Radicicol,0.04uM,24h,PC3,-0.32486169,0.0242673524,Up
LINCSCP_131792,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",1.11uM,3h,MCF10A,0.32483414,0.02428010522,Up
LINCSCP_151279,PD-173074,10uM,24h,PC3,-0.32483043,0.02428182354,Up
LINCSCP_163279,Buparlisib,1.11uM,3h,SKBR3,0.32481964,0.024286817120000002,Up
LINCSCP_68670,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,6h,VCAP,0.32481917,0.02428703678,Up
LINCSCP_258114,CHEMBL2355513,10uM,24h,NEU,0.32481416,0.02428935383,Up
LINCSCP_38001,BRD-K18170480,10uM,6h,MCF7,-0.32481246,0.02429014417,Up
LINCSCP_68627,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",10uM,24h,VCAP,0.32480876,0.02429185909,Up
LINCSCP_56391,SPECTRUM_000886,10uM,24h,VCAP,0.32480391,0.02429410373,Up
LINCSCP_220848,Trapidil,10uM,6h,HEPG2,-0.32479222,0.0242995197,Up
LINCSCP_23313,BDBM50442904,3uM,24h,HEPG2,0.32479073,0.02430020728,Up
LINCSCP_52809,Metolazone,10uM,24h,SKB,-0.32478715,0.02430186486,Up
LINCSCP_21635,CHEMBL416418,60uM,6h,HEPG2,-0.32477519,0.02430740983,Up
LINCSCP_208825,CHEMBL153158,10uM,6h,HA1E,-0.32477408,0.02430792481,Up
LINCSCP_2077,AC1O9ZP5,10uM,6h,A375,-0.32475896,0.02431493263,Up
LINCSCP_71428,Telbivudine,3.33uM,24h,A375,-0.32475408,0.02431719182,Up
LINCSCP_303822,BRD-K58719548,5uM,6h,VCAP,0.32473402,0.0243264923,Up
LINCSCP_123671,Apocynin,0.04uM,24h,HT29,0.32472619,0.02433012545,Up
LINCSCP_49039,CHEMBL3184316,10uM,24h,PC3,-0.32471845,0.02433371541,Up
LINCSCP_129973,Sirolimus,3.33uM,24h,LNCAP,0.32468958,0.02434710751,Up
LINCSCP_126782,TIBOLONE,0.12uM,24h,HT29,-0.32468806,0.0243478136,Up
LINCSCP_25735,COT-10B,40uM,6h,HT29,-0.32468298,0.02435016833,Up
LINCSCP_25925,12K-612S,10uM,24h,HT29,0.32467962,0.02435173084,Up
LINCSCP_67797,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.5uM,24h,NPC,0.32467536,0.02435370801,Up
LINCSCP_124981,Bezafibrate,0.37uM,24h,HT29,-0.32467301,0.02435479571,Up
LINCSCP_122713,Chlorprothixene,0.37uM,24h,HT29,-0.32466701,0.0243575809,Up
LINCSCP_132091,SB590885,3.33uM,24h,MCF7,-0.32466271,0.02435957885,Up
LINCSCP_112081,Pazopanib,1.11uM,24h,HEPG2,0.32465859,0.02436148965,Up
LINCSCP_62558,BRD-K57064803,5uM,6h,VCAP,0.32465243,0.02436434881,Up
LINCSCP_35966,AKT Inhibitor IV,10uM,24h,MCF7,0.32464357,0.02436846454,Up
LINCSCP_130971,Pelitinib,0.12uM,3h,MCF10A,-0.3246394,0.02437040033,Up
LINCSCP_83113,PDK1 Inhibitor,0.37uM,24h,ASC.C,0.32463561,0.02437216097,Up
LINCSCP_37120,BRD-K36959991,10uM,6h,MCF7,-0.32463142,0.02437410714,Up
LINCSCP_113478,BMS-387032,0.37uM,3h,HME1,0.32461047,0.02438384185,Up
LINCSCP_6901,Falnidamol,10uM,24h,A549,0.32460139,0.02438805881,Up
LINCSCP_251502,LRRK2-IN-1,0.5uM,6h,MCF7,0.32459847,0.024389418,Up
LINCSCP_32695,Voriconazole Impurity D,10uM,6h,MCF7,0.32458767,0.02439443661,Up
LINCSCP_13283,BG-1008,10uM,6h,FIBRNPC,0.32458704,0.02439473,Up
LINCSCP_162474,179324-69-7,20uM,24h,PC3,0.32458459,0.02439586443,Up
LINCSCP_20710,EMF-SUMO1-39,10uM,6h,HCC515,0.32458167,0.02439722312,Up
LINCSCP_65389,BRD-K04617562,10uM,6h,VCAP,0.32457296,0.02440127214,Up
LINCSCP_133058,Canertinib,0.37uM,3h,MCF7,0.32457102,0.02440217546,Up
LINCSCP_26216,MLS002264451,10uM,6h,HT29,0.32456419,0.0244053497,Up
LINCSCP_56826,CHEMBL3186197,10uM,24h,VCAP,0.3245226,0.02442469498,Up
LINCSCP_149824,BGT-226,0.04uM,24h,NPC.TAK,0.32451869,0.02442651525,Up
LINCSCP_54358,179324-69-7,0.01uM,6h,SW620,0.32451558,0.02442795873,Up
LINCSCP_3047,AC1NSOND,10uM,6h,A375,0.32451369,0.02442883951,Up
LINCSCP_210324,AC1LCS2I,10uM,6h,HA1E,0.32451026,0.02443043582,Up
LINCSCP_124806,179324-69-7,20uM,24h,HT29,0.32450875,0.02443114086,Up
LINCSCP_49589,CHEMBL3183436,0.37uM,24h,PC3,-0.32449719,0.02443651766,Up
LINCSCP_47004,F1566-0341,10uM,6h,PC3,0.32449563,0.02443724425,Up
LINCSCP_6602,ZINC101150009,10uM,6h,A549,0.32448965,0.02444002952,Up
LINCSCP_36564,PF-562271,0.1uM,24h,MCF7,0.324474,0.02444731669,Up
LINCSCP_124704,MG-132,20uM,24h,HT29,0.32445671,0.02445536489,Up
LINCSCP_87069,Pracinostat,0.04uM,24h,CD34,0.32445336,0.02445692799,Up
LINCSCP_61041,BRD-K39036510,5uM,24h,VCAP,-0.32444773,0.02445955064,Up
LINCSCP_87566,Neratinib,0.37uM,24h,HA1E,0.3244274,0.02446902053,Up
LINCSCP_173993,Falnidamol,10uM,24h,YAPC,-0.32442323,0.02447096254,Up
LINCSCP_99875,BMS-387032,0.04uM,24h,HCC515,-0.3244229,0.02447111848,Up
LINCSCP_28348,CHEMBL2361021,10uM,24h,HT29,0.32441854,0.02447314795,Up
LINCSCP_156728,Ticlopidine,1.11uM,24h,PC3,0.32440052,0.02448154905,Up
LINCSCP_104352,Theobromine,3.33uM,24h,HELA,0.32437522,0.02449334769,Up
LINCSCP_61279,BRD-K74260403,5uM,24h,VCAP,-0.32437239,0.02449466567,Up
LINCSCP_2193,AC1O52XK,10uM,6h,A375,-0.3243686,0.02449643196,Up
LINCSCP_65401,BRD-K09110452,10uM,6h,VCAP,0.32436395,0.02449860074,Up
LINCSCP_65159,BRD-K49333142,10uM,6h,VCAP,-0.32435971,0.02450057803,Up
LINCSCP_114019,Infigratinib,10uM,24h,HME1,-0.32433735,0.02451101461,Up
LINCSCP_111396,SU 11274,0.04uM,24h,HEPG2,0.32433702,0.02451116528,Up
LINCSCP_118339,179324-69-7,20uM,24h,HT29,0.32433505,0.02451208725,Up
LINCSCP_57055,SMR001317659,0.5uM,6h,VCAP,-0.32433465,0.02451227074,Up
LINCSCP_133758,Azacitidine,3.33uM,24h,MCF7,0.32432716,0.02451576908,Up
LINCSCP_93650,AC1NWAQV,1.11uM,24h,HA1E,0.3243231,0.02451766422,Up
LINCSCP_251848,Erlotinib,0.5uM,24h,MCF7,-0.32431942,0.02451938158,Up
LINCSCP_2865,ST-91,10uM,6h,A375,0.32431905,0.0245195526,Up
LINCSCP_115135,Vemurafenib,3.33uM,3h,HS578T,-0.32431894,0.02451960577,Up
LINCSCP_143754,Doxorubicin,3.33uM,24h,MCF7,-0.324308,0.02452471336,Up
LINCSCP_548,SD 169,10uM,6h,A375,-0.32430411,0.02452652777,Up
LINCSCP_103831,BRD-A03684405,1.11uM,24h,HELA,-0.32430193,0.02452754493,Up
LINCSCP_19323,PNU-74654,80uM,24h,HCC515,-0.32429566,0.02453047497,Up
LINCSCP_32289,PK04_181039,10uM,6h,MCF7,-0.32429186,0.02453224608,Up
LINCSCP_2758,AC1NDE46,10uM,6h,A375,0.32429016,0.02453304137,Up
LINCSCP_24780,MGCD-265,10uM,24h,HS578T,-0.32428766,0.02453421027,Up
LINCSCP_30386,R-59022,10uM,6h,MCF7,-0.32428674,0.02453464122,Up
LINCSCP_69610,Gefitinib,1.11uM,24h,A375,-0.32428268,0.02453653572,Up
LINCSCP_119721,Olanzapine,3.33uM,24h,HT29,0.32428186,0.02453691704,Up
LINCSCP_1506,VU0424206-1,10uM,6h,A375,-0.32427776,0.02453883112,Up
LINCSCP_4200,Dihomo-Gamma-Linolenic acid,10uM,24h,A549,-0.3242718,0.02454161666,Up
LINCSCP_103875,BRD-A36275421,0.12uM,24h,HELA,-0.32426696,0.02454387619,Up
LINCSCP_62943,BRD-K87167564,5uM,24h,VCAP,0.32426368,0.02454541069,Up
LINCSCP_84809,CHEMBL2132289,0.04uM,24h,ASC,-0.32426209,0.02454615333,Up
LINCSCP_110970,179324-69-7,20uM,24h,HELA,0.3242574,0.02454834425,Up
LINCSCP_44558,AG-957,10uM,24h,PC3,0.32424821,0.02455264099,Up
LINCSCP_68461,Vorinostat,10uM,6h,VCAP,0.32424137,0.0245558368,Up
LINCSCP_105196,BRD-K00150267,10uM,24h,HELA,-0.32423387,0.02455934314,Up
LINCSCP_7750,AC1N08ZR,10uM,24h,A549,-0.32421965,0.02456598838,Up
LINCSCP_52977,CHEMBL258148,90uM,6h,SKLU1,0.32421671,0.0245673619,Up
LINCSCP_146553,BMS-777607,0.12uM,24h,NEU,-0.32420909,0.02457092798,Up
LINCSCP_219252,Spiramide,10uM,6h,HEPG2,-0.3242073,0.02457176078,Up
LINCSCP_2714,GR-55562,10uM,6h,A375,-0.3241968,0.02457667502,Up
LINCSCP_150009,Vorinostat,0.04uM,24h,NPC.TAK,0.32419538,0.02457733816,Up
LINCSCP_81030,SCHEMBL3954849,1.11uM,24h,A549,0.32417544,0.02458666493,Up
LINCSCP_112652,HY-11007,3.33uM,24h,HEPG2,0.32416264,0.02459265309,Up
LINCSCP_84182,SCHEMBL17378613,0.12uM,24h,ASC,-0.32416097,0.02459343474,Up
LINCSCP_126490,MLN 2238,10uM,24h,HT29,0.32416044,0.02459368353,Up
LINCSCP_128267,GSK-3 Inhibitor II,0.04uM,24h,HUES3,0.32414901,0.02459903298,Up
LINCSCP_1431,MLS000559245,10uM,24h,A375,0.3241356,0.02460530897,Up
LINCSCP_124664,Ttnpb,0.37uM,24h,HT29,-0.32412843,0.02460866537,Up
LINCSCP_152198,amcinonide,3.33uM,24h,PC3,0.32411551,0.02461471733,Up
LINCSCP_102274,Lapatinib,10uM,24h,HELA,-0.3241069,0.02461874972,Up
LINCSCP_272946,Glycopyrrolate,10uM,6h,PC3,0.32407744,0.02463254859,Up
LINCSCP_517,Anpirtoline,10uM,6h,A375,0.32407306,0.02463460074,Up
LINCSCP_143568,179324-69-7,3.33uM,24h,MCF7,0.32407271,0.02463476632,Up
LINCSCP_204026,Albendazole,10uM,24h,ASC,0.32406695,0.0246374679,Up
LINCSCP_43412,Amiodarone,10uM,24h,NPC,0.32404255,0.02464890212,Up
LINCSCP_71023,Batimastat,0.12uM,24h,A375,0.32402931,0.02465511078,Up
LINCSCP_117312,1268524-70-4,3.33uM,24h,HT29,0.32401649,0.02466112372,Up
LINCSCP_121575,179324-69-7,20uM,24h,HT29,0.32401637,0.02466118046,Up
LINCSCP_13682,"3-{3-[(1,3-Benzothiazol-2-ylsulfanyl)methyl]-4-hydroxy-5-methoxyphenyl}-2-cyanoprop-2-enamide",10uM,24h,HA1E,-0.32401549,0.02466159323,Up
LINCSCP_59171,CHEMBL2355034,10uM,24h,VCAP,0.32399819,0.02466970778,Up
LINCSCP_834,AC1MEVG9,10uM,24h,A375,-0.32399139,0.0246728969,Up
LINCSCP_125500,Decitabine,10uM,24h,HT29,0.32398724,0.02467484417,Up
LINCSCP_91647,Nandrolone,0.04uM,24h,HA1E,-0.32398569,0.02467557603,Up
LINCSCP_271329,Sphingosine,10uM,6h,PC3,-0.32397738,0.02467947288,Up
LINCSCP_89043,TAK-715,0.37uM,24h,HA1E,-0.32397421,0.02468095937,Up
LINCSCP_58837,8-Epi-15-d2c-isop,10uM,24h,VCAP,0.32396921,0.02468330741,Up
LINCSCP_146696,SCHEMBL618594,0.37uM,24h,NEU,0.32395238,0.02469120759,Up
LINCSCP_99785,BI-2536,0.04uM,24h,HCC515,-0.32395152,0.02469161165,Up
LINCSCP_126227,Doramapimod,3.33uM,24h,HT29,0.32394977,0.024692436,Up
LINCSCP_86579,Cabozantinib,3.33uM,24h,CD34,0.32394805,0.02469324182,Up
LINCSCP_141390,179324-69-7,20uM,24h,MCF7,0.32394408,0.02469510756,Up
LINCSCP_4085,BRD-K65000194,5uM,24h,A375,-0.32393107,0.02470121531,Up
LINCSCP_110605,179324-69-7,20uM,24h,HELA,0.32392027,0.02470628778,Up
LINCSCP_88529,FR-180204,1.11uM,24h,HA1E,-0.32391842,0.024707156890000002,Up
LINCSCP_11105,QL-X-138,10uM,24h,ASC,-0.32391592,0.02470833315,Up
LINCSCP_102637,BDBM52947,0.12uM,24h,HELA,0.3239142,0.02470914319,Up
LINCSCP_213000,"R,S-equol",1.11uM,24h,HA1E,0.32390012,0.02471575523,Up
LINCSCP_173395,Cytochalasin B,0.46uM,24h,YAPC,-0.32389901,0.0247162766,Up
LINCSCP_67674,Wortmannin,10uM,6h,NCIH596,-0.32389868,0.02471643286,Up
LINCSCP_51373,THZ-2-98-01,10uM,24h,SKBR3,-0.32389722,0.02471712154,Up
LINCSCP_147271,GSK-2334470,0.37uM,24h,NEU,-0.32389515,0.0247180931,Up
LINCSCP_51664,SCHEMBL6874948,10uM,6h,SKBR3,-0.32389323,0.02471899508,Up
LINCSCP_240981,Olmesartan Medoxomil,10uM,6h,MCF7,0.32387893,0.02472571596,Up
LINCSCP_121141,Tezampanel,1.11uM,24h,HT29,0.32387781,0.02472624329,Up
LINCSCP_148441,CHEMBL552425,0.04uM,24h,NPC,-0.32387626,0.02472697081,Up
LINCSCP_68587,Withaferin A,10uM,24h,VCAP,0.32386171,0.02473380887,Up
LINCSCP_64951,Oligomycin-A,0.5uM,24h,VCAP,0.32384557,0.02474140099,Up
LINCSCP_96291,Ricolinostat,0.37uM,24h,HA1E,0.32384342,0.02474241014,Up
LINCSCP_292046,MLS001060816,10uM,6h,VCAP,-0.32384198,0.02474308945,Up
LINCSCP_22181,CHEMBL1472453,10uM,6h,HEPG2,-0.32382906,0.02474916474,Up
LINCSCP_26611,Tenofovir,10uM,6h,HT29,-0.32382687,0.02475019526,Up
LINCSCP_277610,BRD-K43022624-001-01-2,5uM,24h,PC3,0.32382279,0.02475211902,Up
LINCSCP_29922,PF431396,0.5uM,24h,MCF10A,0.32381422,0.02475615059,Up
LINCSCP_15343,HSCI1_000314,80uM,24h,HA1E,0.32380947,0.02475838596,Up
LINCSCP_13375,CAY10603,10uM,6h,FIBRNPC,0.3237933,0.02476599585,Up
LINCSCP_51404,Vemurafenib,0.1uM,24h,SKBR3,-0.32379218,0.02476652221,Up
LINCSCP_129103,MLN-8054,1.11uM,24h,HUVEC,0.32378971,0.02476768496,Up
LINCSCP_168497,Lacidipine,0.12uM,24h,YAPC,0.32378838,0.02476831129,Up
LINCSCP_104570,Desoxypeganine,0.35uM,24h,HELA,-0.32378289,0.02477089402,Up
LINCSCP_81594,TAE-684,0.37uM,24h,A549,0.32378046,0.02477203693,Up
LINCSCP_94204,PF-03758309,0.04uM,24h,HA1E,-0.32376646,0.0247786336,Up
LINCSCP_303705,BRD-K99383477,5uM,24h,VCAP,-0.32376338,0.02478007954,Up
LINCSCP_88416,SCHEMBL17378613,0.37uM,24h,HA1E,-0.32375806,0.02478258687,Up
LINCSCP_151489,1166227-08-2,1.11uM,24h,PC3,-0.32374836,0.02478715601,Up
LINCSCP_31867,CHEMBL2130568,10uM,24h,MCF7,0.32374168,0.02479030134,Up
LINCSCP_74960,Trovafloxacin mesylate,10uM,24h,A375,0.32373307,0.02479436024,Up
LINCSCP_41554,Z36,10uM,6h,NEU,-0.32372278,0.02479920566,Up
LINCSCP_49725,CHEMBL3183436,0.1uM,24h,PC3,0.32372178,0.02479968064,Up
LINCSCP_148512,AZ628,0.37uM,24h,NPC,-0.32372107,0.0248000141,Up
LINCSCP_130296,Radicicol,10uM,3h,LNCAP,0.32372059,0.02480024072,Up
