signatureid,compound,cellline,similarity,region,comparison
LINCSCP_17858,Carpindolol,HCC515,-0.39103108,NAC,05p_females
LINCSCP_2401,Ebelactone-B,A375,-0.39086698,NAC,05p_females
LINCSCP_171297,Vidofludimus,YAPC,-0.3906804,NAC,05p_females
LINCSCP_188009,Simvastatin,A549,-0.39062308,NAC,05p_females
LINCSCP_14969,Metergoline Phenylmethyl Ester,HA1E,-0.39050118,NAC,05p_females
LINCSCP_226743,Rizatriptan,HT29,-0.39049386,NAC,05p_females
LINCSCP_207560,NaCl,FIBRNPC,-0.39035801999999997,NAC,05p_females
LINCSCP_2604,Naproxol,A375,-0.39031264,NAC,05p_females
LINCSCP_202965,Tipifarnib,A673,-0.39028442,NAC,05p_females
LINCSCP_90786,Arbutin,HA1E,-0.39022883,NAC,05p_females
LINCSCP_243152,Perphenazine,MCF7,-0.3902055,NAC,05p_females
LINCSCP_53144,Gallocatechin Gallate,SKM1,-0.39016466,NAC,05p_females
LINCSCP_94957,Manumycin-A,HA1E,-0.39014336,NAC,05p_females
LINCSCP_71565,Bendamustine HCl,A375,-0.39012035,NAC,05p_females
LINCSCP_2916,Triamcinolone,A375,-0.39005388,NAC,05p_females
LINCSCP_167772,Arbutin,YAPC,-0.39001028,NAC,05p_females
LINCSCP_25446,Fluoropyruvate,HT29,-0.38995259,NAC,05p_females
LINCSCP_112796,Rigosertib,HEPG2,-0.38989723,NAC,05p_females
LINCSCP_151524,Cabozantinib,PC3,-0.3898623,NAC,05p_females
LINCSCP_209,Dipivefrin,A375,-0.38984338,NAC,05p_females
LINCSCP_15298,Fcodpguefhccia-Uhfffaoysa-N,HA1E,-0.38978464,NAC,05p_females
LINCSCP_123876,Aminocaproic acid,HT29,-0.38973321,NAC,05p_females
LINCSCP_3092,Danazol,A375,-0.38971017,NAC,05p_females
LINCSCP_44570,Diethylcarbamazine,PC3,-0.38970307,NAC,05p_females
LINCSCP_57011,Zileuton,VCAP,-0.38966815,NAC,05p_females
LINCSCP_98034,Bisoprolol,HA1E,-0.38950354,NAC,05p_females
LINCSCP_108512,Avagacestat (BMS-708163),HELA,-0.38945021,NAC,05p_females
LINCSCP_176771,Spiramide,A375,-0.38943729,NAC,05p_females
LINCSCP_23043,Atomoxetine,HEPG2,-0.38943717,NAC,05p_females
LINCSCP_151880,Olaparib,PC3,-0.38943419,NAC,05p_females
LINCSCP_16151,Olopatadine,HA1E,-0.38940011,NAC,05p_females
LINCSCP_271948,Meclizine,PC3,-0.38927844,NAC,05p_females
LINCSCP_121732,Cabazitaxel,HT29,-0.38926487,NAC,05p_females
LINCSCP_310953,Cymarin,VCAP,-0.38925968,NAC,05p_females
LINCSCP_12298,Ponatinib,BT20,-0.38910362,NAC,05p_females
LINCSCP_97392,tropisetron,HA1E,-0.38904055,NAC,05p_females
LINCSCP_13711,Arecaidine Propargyl Ester,HA1E,-0.38898937,NAC,05p_females
LINCSCP_5903,Hyperoside,A549,-0.38893761,NAC,05p_females
LINCSCP_272470,Perphenazine,PC3,-0.38874836,NAC,05p_females
LINCSCP_119456,Palonosetron,HT29,-0.38874583,NAC,05p_females
LINCSCP_39360,Linsitinib,MDAMB231,-0.38853265,NAC,05p_females
LINCSCP_126058,Dorzolamide HCL,HT29,-0.38845635,NAC,05p_females
LINCSCP_259592,Pifithrin MU,NEU,-0.38822346,NAC,05p_females
LINCSCP_53164,Etomoxir,SKM1,-0.38785322,NAC,05p_females
LINCSCP_240954,Pergolide,MCF7,-0.38776618,NAC,05p_females
LINCSCP_83387,Olaparib,ASC.C,-0.38774354,NAC,05p_females
LINCSCP_56538,Fast Scarlet,VCAP,-0.38768444,NAC,05p_females
LINCSCP_14476,Mnitmt,HA1E,-0.38767067,NAC,05p_females
LINCSCP_123549,Fluphenazine,HT29,-0.38765377,NAC,05p_females
LINCSCP_30437,Evodiamine,MCF7,-0.38757565,NAC,05p_females
LINCSCP_250563,Perhexiline,MCF7,-0.3875734,NAC,05p_females
LINCSCP_77101,Fluticasone Propionate,A375,-0.38739317,NAC,05p_females
LINCSCP_43744,Gossypol,OV7,-0.38738166,NAC,05p_females
LINCSCP_165746,Dasatinib,SKL,-0.38731381,NAC,05p_females
LINCSCP_21564,Tolmetin,HEPG2,-0.38726291,NAC,05p_females
LINCSCP_131644,Canertinib,MCF10A,-0.38722528,NAC,05p_females
LINCSCP_52633,Dihydrosamidin,SKB,-0.3870203,NAC,05p_females
LINCSCP_44353,Flurandrenolide,PC3,-0.38694463,NAC,05p_females
LINCSCP_47275,Fosinopril,PC3,-0.38688427,NAC,05p_females
LINCSCP_14696,Amiodarone,HA1E,-0.38676675,NAC,05p_females
LINCSCP_6383,Ziprasidone,A549,-0.38670142,NAC,05p_females
LINCSCP_42704,Ergoatetrine,NPC,-0.38656011,NAC,05p_females
LINCSCP_10045,Estriol,A549,-0.38652673,NAC,05p_females
LINCSCP_166468,Cyproheptadine,YAPC,-0.38650783,NAC,05p_females
LINCSCP_5086,"Triazine Scaffold, 31",A549,-0.38645194,NAC,05p_females
LINCSCP_227343,(R)-3-Carboxy-4-hydroxyphenylglycine,HT29,-0.38643441,NAC,05p_females
LINCSCP_54081,Rolipram,SW620,-0.38637767,NAC,05p_females
LINCSCP_225844,Clonidine,HT29,-0.38616172,NAC,05p_females
LINCSCP_14666,Nadolol,HA1E,-0.38615928,NAC,05p_females
LINCSCP_170029,Dronedarone HCl,YAPC,-0.38603846000000003,NAC,05p_females
LINCSCP_4864,Fatostatin,A549,-0.38601866,NAC,05p_females
LINCSCP_204468,Phtpp,ASC,-0.38599645,NAC,05p_females
LINCSCP_56428,Suloctidil,VCAP,-0.38599226,NAC,05p_females
LINCSCP_54092,Promethazine,SW620,-0.38594085,NAC,05p_females
LINCSCP_91942,N-Butyldeoxynojirmycin HCL,HA1E,-0.38593543,NAC,05p_females
LINCSCP_173993,Falnidamol,YAPC,-0.38563514,NAC,05p_females
LINCSCP_208982,Podofilox,HA1E,-0.38560006,NAC,05p_females
LINCSCP_26309,Corticosterone,HT29,-0.38559583,NAC,05p_females
LINCSCP_1060,Fatostatin,A375,-0.38555177,NAC,05p_females
LINCSCP_23546,Dropropizine,HEPG2,-0.38555018,NAC,05p_females
LINCSCP_139655,Dabigatran Etexilate,MCF7,-0.38552697,NAC,05p_females
LINCSCP_64996,Dihydroouabain,VCAP,-0.38544088,NAC,05p_females
LINCSCP_99250,IPRATROPIUM BROMIDE,HA1E,-0.38537702,NAC,05p_females
LINCSCP_106752,Fluphenazine,HELA,-0.38530393,NAC,05p_females
LINCSCP_109677,Crizotinib,HELA,-0.38530335,NAC,05p_females
LINCSCP_52597,Ouabain,SKB,-0.38517412,NAC,05p_females
LINCSCP_129056,amcinonide,HUVEC,-0.38502025,NAC,05p_females
LINCSCP_108148,Merbarone,HELA,-0.38495366,NAC,05p_females
LINCSCP_18248,Betamethasone,HCC515,-0.38467043,NAC,05p_females
LINCSCP_252574,Carbetapentane,MCF7,-0.38463017,NAC,05p_females
LINCSCP_5746,Alosetron,A549,-0.38456468,NAC,05p_females
LINCSCP_218519,Etomoxir,HCT116,-0.38451504,NAC,05p_females
LINCSCP_52712,Isocycloheximide,SKB,-0.38444802,NAC,05p_females
LINCSCP_33119,Halcinonide,MCF7,-0.38436597,NAC,05p_females
LINCSCP_26773,Carbinoxamine,HT29,-0.38434239,NAC,05p_females
LINCSCP_189979,Bifemelane,A549,-0.38404483,NAC,05p_females
LINCSCP_124166,benproperine,HT29,-0.38402173,NAC,05p_females
LINCSCP_44512,CHEBI:82814,PC3,-0.38390367,NAC,05p_females
LINCSCP_271189,Glycodeoxycholate,PC3,-0.38381653,NAC,05p_females
LINCSCP_131157,Sorafenib,MCF10A,-0.38378899,NAC,05p_females
LINCSCP_154391,Propranolol,PC3,-0.38376415,NAC,05p_females
LINCSCP_287056,Glyburide,SNUC4,-0.38358457,NAC,05p_females
LINCSCP_223276,Ropinirole,HT29,-0.38340876,NAC,05p_females
LINCSCP_18450,Nortriptyline,HCC515,-0.38331472,NAC,05p_females
LINCSCP_134758,Ebselen,MCF7,-0.38327677,NAC,05p_females
LINCSCP_30405,Verapamil,MCF7,-0.38322947,NAC,05p_females
LINCSCP_172697,Linezolid,YAPC,-0.38319977,NAC,05p_females
LINCSCP_137759,Lorazepam,MCF7,-0.38299919,NAC,05p_females
LINCSCP_18214,Clofibric acid,HCC515,-0.38274572,NAC,05p_females
LINCSCP_32997,Phenolphthalein,MCF7,-0.38262801,NAC,05p_females
LINCSCP_203914,Caffeine,ASC,-0.38244564,NAC,05p_females
LINCSCP_73229,TRIENTINE HYDROCHLORIDE,A375,-0.3821464,NAC,05p_females
LINCSCP_102722,Clioquinol,HELA,-0.38212877,NAC,05p_females
LINCSCP_77470,Valsartan,A375,-0.38210291,NAC,05p_females
LINCSCP_54346,Batimastat,SW620,-0.38205716,NAC,05p_females
LINCSCP_21623,Fluoropyruvate,HEPG2,-0.38205296,NAC,05p_females
LINCSCP_214582,Fenobam,HCC515,-0.38203895,NAC,05p_females
LINCSCP_170423,Diphenidol,YAPC,-0.38186844,NAC,05p_females
LINCSCP_56396,Ticlopidine,VCAP,-0.38185552,NAC,05p_females
LINCSCP_141842,Mirodenafil (dihydrochloride),MCF7,-0.38184515,NAC,05p_females
LINCSCP_156782,Pimozide,PC3,-0.38179747000000003,NAC,05p_females
LINCSCP_161235,Enoxacin,PC3,-0.38179333,NAC,05p_females
LINCSCP_14606,Alprenolol,HA1E,-0.38176536,NAC,05p_females
LINCSCP_99185,Asenapine maleate,HA1E,-0.38145924,NAC,05p_females
LINCSCP_107239,Scopolamine,HELA,-0.38142942,NAC,05p_females
LINCSCP_5669,Corticosterone,A549,-0.38134028,NAC,05p_females
LINCSCP_125001,Inamrinone,HT29,-0.38125254,NAC,05p_females
LINCSCP_7003,Brucinum,A549,-0.38125104,NAC,05p_females
LINCSCP_121683,DOCETAXEL,HT29,-0.38117799,NAC,05p_females
LINCSCP_260642,Sildenafil,NKDBA,-0.38094324,NAC,05p_females
LINCSCP_154739,Licarbazepine,PC3,-0.38081512,NAC,05p_females
LINCSCP_14797,Droperidol,HA1E,-0.38070734,NAC,05p_females
LINCSCP_46923,Calmidazolium,PC3,-0.38069018,NAC,05p_females
LINCSCP_7085,Terconazole,A549,-0.38058402,NAC,05p_females
LINCSCP_46166,Pravastatin,PC3,-0.38048092,NAC,05p_females
LINCSCP_12699,Promazine,COV644,-0.38046668,NAC,05p_females
LINCSCP_225804,Repaglinide,HT29,-0.38038242,NAC,05p_females
LINCSCP_13280,Sulindac,FIBRNPC,-0.38034735,NAC,05p_females
LINCSCP_106941,Varlitinib,HELA,-0.38034403,NAC,05p_females
LINCSCP_97683,Alisertib,HA1E,-0.38030755,NAC,05p_females
LINCSCP_112301,Iniparib,HEPG2,-0.38027296,NAC,05p_females
LINCSCP_14106,Endecaphyllin X,HA1E,-0.38022136,NAC,05p_females
LINCSCP_291702,Rottlerin,VCAP,-0.38012622,NAC,05p_females
LINCSCP_111506,Ruxolitinib,HEPG2,-0.38006101,NAC,05p_females
LINCSCP_4322,Naltrexone-HCl,A549,-0.3800232,NAC,05p_females
LINCSCP_150759,Crizotinib,PC3,-0.37993257,NAC,05p_females
LINCSCP_58210,Melperone,VCAP,-0.3798439,NAC,05p_females
LINCSCP_99756,Tamatinib,HCC515,-0.37974359,NAC,05p_females
LINCSCP_25146,Trimipramine,HT29,-0.37971444,NAC,05p_females
LINCSCP_116799,Imatinib,HT29,-0.37968327,NAC,05p_females
LINCSCP_18618,(Z) Fluvoxamine,HCC515,-0.37964044,NAC,05p_females
LINCSCP_57849,Fluoxetine,VCAP,-0.379618,NAC,05p_females
LINCSCP_156551,Minoxidil,PC3,-0.37956047,NAC,05p_females
LINCSCP_169592,Veliparib (ABT-888),YAPC,-0.37949124,NAC,05p_females
LINCSCP_167071,Pemirolast (BMY 26517) potassium,YAPC,-0.37941776,NAC,05p_females
LINCSCP_15348,Alimta,HA1E,-0.3794085,NAC,05p_females
LINCSCP_85292,Seliciclib,BT20,-0.37931899,NAC,05p_females
LINCSCP_7231,Beclomethasone Dipropionate,A549,-0.37913402,NAC,05p_females
LINCSCP_10352,Dalcetrapib,A673,-0.37912426,NAC,05p_females
LINCSCP_55637,Papp,VCAP,-0.37906292,NAC,05p_females
LINCSCP_261888,Ruxolitinib,NPC,-0.37903136,NAC,05p_females
LINCSCP_42517,Practolol,NPC,-0.37894422,NAC,05p_females
LINCSCP_207235,JXPQMHIXNPWEEK-UHFFFAOYSA-N,FIBRNPC,-0.3789333,NAC,05p_females
LINCSCP_44515,Prednisolone Hemisuccinate,PC3,-0.37893261,NAC,05p_females
LINCSCP_11343,Anisomycin,ASC,-0.37891778,NAC,05p_females
LINCSCP_101692,Bendamustine HCl,HELA,-0.37884296,NAC,05p_females
LINCSCP_30334,Methylpromazine,MCF7,-0.37864396,NAC,05p_females
LINCSCP_103176,Benfluorex,HELA,-0.37864124,NAC,05p_females
LINCSCP_149444,Olaparib,NPC,-0.37846877,NAC,05p_females
LINCSCP_112110,Doramapimod,HEPG2,-0.37842084,NAC,05p_females
LINCSCP_240659,Ritanserin,MCF7,-0.37841822,NAC,05p_females
LINCSCP_6592,Lithocholic acid,A549,-0.37824852,NAC,05p_females
LINCSCP_158380,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",PC3,-0.37819663,NAC,05p_females
LINCSCP_6381,(S)-(-)-Warfarin,A549,-0.37812946,NAC,05p_females
LINCSCP_107247,Sarsasapogenin,HELA,-0.37809329,NAC,05p_females
LINCSCP_91449,Inolitazone (dihydrochloride),HA1E,-0.37804769,NAC,05p_females
LINCSCP_14735,Famciclovir,HA1E,-0.37804293,NAC,05p_females
LINCSCP_194207,Dipyridamole,A549,-0.37779746,NAC,05p_females
LINCSCP_43694,Troglitazone,OV7,-0.37774554,NAC,05p_females
LINCSCP_172187,Erythromycin,YAPC,-0.37755388,NAC,05p_females
LINCSCP_163270,Withaferin A,SKBR3,-0.37755296,NAC,05p_females
LINCSCP_1949,Mevastatin,A375,-0.37745867,NAC,05p_females
LINCSCP_24467,Seliciclib,HS578T,-0.37729031,NAC,05p_females
LINCSCP_148542,Dacomitinib,NPC,-0.37717833,NAC,05p_females
LINCSCP_74947,Balaglitazone,A375,-0.37706624,NAC,05p_females
LINCSCP_154554,Buflomedil,PC3,-0.37701483,NAC,05p_females
LINCSCP_93506,Caffeine,HA1E,-0.37699049,NAC,05p_females
LINCSCP_10668,Quinine,AGS,-0.37697204,NAC,05p_females
LINCSCP_27098,Methyl beta-carboline-3 carboxylate,HT29,-0.3769636,NAC,05p_females
LINCSCP_46740,Androstenol,PC3,-0.3769355,NAC,05p_females
LINCSCP_38958,Lapatinib,MDAMB231,-0.37692943,NAC,05p_females
LINCSCP_19512,Erismodegib,HCC515,-0.37692758,NAC,05p_females
LINCSCP_47372,Quinine,PC3,-0.37692425,NAC,05p_females
LINCSCP_92592,Griseofulvin,HA1E,-0.37689447,NAC,05p_females
LINCSCP_107165,paroxetine,HELA,-0.37684701,NAC,05p_females
LINCSCP_95577,Torcetrapib,HA1E,-0.37677247,NAC,05p_females
LINCSCP_226993,Terconazole,HT29,-0.37669195,NAC,05p_females
LINCSCP_180788,Clozapine,A375,-0.37666497,NAC,05p_females
LINCSCP_138282,Nafamostat Mesylate,MCF7,-0.37662161,NAC,05p_females
LINCSCP_118477,Bambuterol,HT29,-0.3766065,NAC,05p_females
LINCSCP_137849,Cisapride,MCF7,-0.37657381,NAC,05p_females
LINCSCP_25119,Triacsin C,HT115,-0.3765244,NAC,05p_females
LINCSCP_107324,Epinephrine HCl,HELA,-0.37648441,NAC,05p_females
LINCSCP_86693,Pazopanib,CD34,-0.37642197,NAC,05p_females
LINCSCP_5865,Tropisetron HCl,A549,-0.37639065,NAC,05p_females
LINCSCP_117461,Anacardic acid,HT29,-0.37634505,NAC,05p_females
LINCSCP_129465,Ipatasertib,JURKAT,-0.37632861,NAC,05p_females
LINCSCP_148255,Alectinib,NPC.CAS9,-0.37632822,NAC,05p_females
LINCSCP_14275,Clomethiazole,HA1E,-0.37615114,NAC,05p_females
LINCSCP_58723,Axitinib,VCAP,-0.37596146,NAC,05p_females
LINCSCP_54654,Resveratrol,SW948,-0.37594391,NAC,05p_females
LINCSCP_56183,Tesmilifene,VCAP,-0.3758316,NAC,05p_females
LINCSCP_14513,Thiothixene,HA1E,-0.37582692,NAC,05p_females
LINCSCP_214447,Isomazole,HCC515,-0.37578728,NAC,05p_females
LINCSCP_33442,Siguazodan,MCF7,-0.37569659,NAC,05p_females
LINCSCP_9900,Avicin-G,A549,-0.3756854,NAC,05p_females
LINCSCP_108191,Quinacrine,HELA,-0.3756639,NAC,05p_females
LINCSCP_207311,Tranylcypromine,FIBRNPC,-0.37559311,NAC,05p_females
LINCSCP_99115,Tamoxifen,HA1E,-0.37556617,NAC,05p_females
LINCSCP_289641,Flavoxate,VCAP,-0.37553884,NAC,05p_females
LINCSCP_16999,Procainamide,HA1E,-0.37552721,NAC,05p_females
LINCSCP_4638,Clonidine,A549,-0.37551176000000003,NAC,05p_females
LINCSCP_49597,Enclomiphene,PC3,-0.3753046,NAC,05p_females
LINCSCP_25737,Erismodegib,HT29,-0.37527787,NAC,05p_females
LINCSCP_102388,Coluracetam,HELA,-0.37518702,NAC,05p_females
LINCSCP_140881,Afatinib,MCF7,-0.37513797,NAC,05p_females
LINCSCP_42623,N-Desmethylclozapine,NPC,-0.37509716,NAC,05p_females
LINCSCP_52268,Afatinib,SKB,-0.37505492,NAC,05p_females
LINCSCP_159290,Dapagliflozin,PC3,-0.37497597,NAC,05p_females
LINCSCP_157025,Clozapine,PC3,-0.37497035,NAC,05p_females
LINCSCP_173969,Aripiprazole,YAPC,-0.37493655,NAC,05p_females
LINCSCP_225590,Fenoldopam,HT29,-0.37493201,NAC,05p_females
LINCSCP_44355,Ethisterone,PC3,-0.37488758,NAC,05p_females
LINCSCP_26184,Diambutol,HT29,-0.37487808,NAC,05p_females
LINCSCP_82050,Idelalisib,A549,-0.37481546,NAC,05p_females
LINCSCP_48068,Deflazacort,PC3,-0.37476191,NAC,05p_females
LINCSCP_59121,Quisinostat,VCAP,-0.37456571,NAC,05p_females
LINCSCP_19067,Nocodazole,HCC515,-0.37455561,NAC,05p_females
LINCSCP_226841,Apoptosis Activator II,HT29,-0.37454011,NAC,05p_females
LINCSCP_54080,Brefeldin A,SW620,-0.37446638,NAC,05p_females
LINCSCP_113608,Gefitinib,HME1,-0.37437845,NAC,05p_females
LINCSCP_26822,Rofecoxib,HT29,-0.37422415,NAC,05p_females
LINCSCP_90482,Tamatinib,HA1E,-0.37414761,NAC,05p_females
LINCSCP_2448,Quisinostat,A375,-0.37414736,NAC,05p_females
LINCSCP_225781,Duloxetine,HT29,-0.37413862,NAC,05p_females
LINCSCP_140021,Ozagrel,MCF7,-0.37412969,NAC,05p_females
LINCSCP_140181,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",MCF7,-0.37408037,NAC,05p_females
LINCSCP_11494,Dcpib,ASC,-0.37401988,NAC,05p_females
LINCSCP_111937,Tivozanib,HEPG2,-0.37399317,NAC,05p_females
LINCSCP_56475,Trimipramine,VCAP,-0.37398005,NAC,05p_females
LINCSCP_50565,Prostoglandin A1,PL21,-0.37382155,NAC,05p_females
LINCSCP_28406,Avicin-G,HT29,-0.37380677,NAC,05p_females
LINCSCP_14333,Desoxycorticosterone,HA1E,-0.37374446,NAC,05p_females
LINCSCP_13133,Pirinixic acid,FIBRNPC,-0.37364727,NAC,05p_females
LINCSCP_47486,Thioproperazine,PC3,-0.37364365,NAC,05p_females
LINCSCP_6788,Coleoforsin,A549,-0.3736074,NAC,05p_females
LINCSCP_174800,Furosemide,YAPC,-0.37353921,NAC,05p_females
LINCSCP_43714,Evodiamine,OV7,-0.37351102,NAC,05p_females
LINCSCP_25820,Fluspirilene,HT29,-0.37341373,NAC,05p_females
LINCSCP_132842,Gefitinib,MCF7,-0.37338843,NAC,05p_females
LINCSCP_98956,SPIRONOLACTONE,HA1E,-0.37329838,NAC,05p_females
LINCSCP_167406,Pterostilbene,YAPC,-0.37329168,NAC,05p_females
LINCSCP_222517,Tivozanib,HS578T,-0.37322869,NAC,05p_females
LINCSCP_123286,Emtricitabine,HT29,-0.37322466,NAC,05p_females
LINCSCP_99496,Withaferin A,HCC515,-0.37310575,NAC,05p_females
LINCSCP_134122,Dabrafenib,MCF7,-0.37305753,NAC,05p_females
LINCSCP_41796,Triciribine,NKDBA,-0.37302369,NAC,05p_females
LINCSCP_282180,Biotin,PHH,-0.37301823,NAC,05p_females
LINCSCP_118932,Dacarbazine,HT29,-0.37296146,NAC,05p_females
LINCSCP_240811,Primaquine,MCF7,-0.37291661,NAC,05p_females
LINCSCP_71910,Suprofen,A375,-0.37288736,NAC,05p_females
LINCSCP_138648,Cefoperazone,MCF7,-0.37283792,NAC,05p_females
LINCSCP_5823,Altanserin,A549,-0.37281912,NAC,05p_females
LINCSCP_118802,Tivantinib,HT29,-0.37278115,NAC,05p_females
LINCSCP_135050,Carprofen,MCF7,-0.37273885,NAC,05p_females
LINCSCP_133656,Iniparib,MCF7,-0.37273692,NAC,05p_females
LINCSCP_269882,Dexlansoprazole,PC3,-0.37272546,NAC,05p_females
LINCSCP_57008,Promethazine,VCAP,-0.37270936,NAC,05p_females
LINCSCP_160869,Duloxetine,PC3,-0.37264565,NAC,05p_females
LINCSCP_75304,Betulinic acid,A375,-0.3725269,NAC,05p_females
LINCSCP_253546,Methoxsalen,MCF7,-0.37248182,NAC,05p_females
LINCSCP_100056,rifampicin,HCC515,-0.3724188,NAC,05p_females
LINCSCP_52851,Vesamicol,SKB,-0.37238891,NAC,05p_females
LINCSCP_44373,Diflorasone Diacetate,PC3,-0.37236915,NAC,05p_females
LINCSCP_109516,Rizatriptan,HELA,-0.37227404,NAC,05p_females
LINCSCP_152279,galantamine,PC3,-0.37227275,NAC,05p_females
LINCSCP_162934,Foretinib,SKBR3,-0.37213487,NAC,05p_females
LINCSCP_167300,Lintitript,YAPC,-0.37203194,NAC,05p_females
LINCSCP_119719,Benzbromarone,HT29,-0.37195914,NAC,05p_females
LINCSCP_142445,Palmidrol,MCF7,-0.371936,NAC,05p_females
LINCSCP_75058,Bupivacaine,A375,-0.37182155,NAC,05p_females
LINCSCP_121255,Pomalidomide,HT29,-0.3717271,NAC,05p_females
LINCSCP_4220,Eticlopride,A549,-0.37167872,NAC,05p_females
LINCSCP_88255,rifampicin,HA1E,-0.37152508,NAC,05p_females
LINCSCP_949,Piplartine,A375,-0.37151548,NAC,05p_females
LINCSCP_122134,Clofoctol,HT29,-0.37146214,NAC,05p_females
LINCSCP_126373,Nicergoline,HT29,-0.37145481,NAC,05p_females
LINCSCP_26611,Tenofovir,HT29,-0.37141859,NAC,05p_females
LINCSCP_86652,Dasatinib,CD34,-0.37127821,NAC,05p_females
LINCSCP_179533,Paroxetine,A375,-0.37119056,NAC,05p_females
LINCSCP_58185,Tomelukast,VCAP,-0.3711036,NAC,05p_females
LINCSCP_18179,vincristine,HCC515,-0.37104106,NAC,05p_females
LINCSCP_123215,Tedizolid,HT29,-0.37098853,NAC,05p_females
LINCSCP_884,L-Sulforaphane,A375,-0.37095176,NAC,05p_females
LINCSCP_102896,BECLOMETHASONE DIPROPIONATE,HELA,-0.37094013,NAC,05p_females
LINCSCP_21458,Altrenogest,HEPG2,-0.37089858,NAC,05p_females
LINCSCP_86882,Sirolimus,CD34,-0.37074091,NAC,05p_females
LINCSCP_22978,"Mapp, D-Erythro",HEPG2,-0.37074078,NAC,05p_females
LINCSCP_113244,Lapatinib,HME1,-0.37069798,NAC,05p_females
LINCSCP_148094,amcinonide,NPC.CAS9,-0.37064998,NAC,05p_females
LINCSCP_69697,Tivantinib,A375,-0.37064291,NAC,05p_females
LINCSCP_284366,Resorcinol Monoacetate,SKB,-0.37061591,NAC,05p_females
LINCSCP_175706,Apremilast (CC-10004),YAPC,-0.37041015,NAC,05p_females
LINCSCP_13932,Phenylacetohydroxamic acid,HA1E,-0.37024954,NAC,05p_females
LINCSCP_32695,Voriconazole Impurity D,MCF7,-0.37015124,NAC,05p_females
LINCSCP_90061,IB-MECA,HA1E,-0.369954,NAC,05p_females
LINCSCP_264408,Thioridazine,PC3,-0.36964906,NAC,05p_females
LINCSCP_118207,Disopyramide,HT29,-0.36951444,NAC,05p_females
LINCSCP_260246,Estradiol,NKDBA,-0.36948508,NAC,05p_females
LINCSCP_239405,"Rhodanine derivative, 43",MCF7,-0.36939807,NAC,05p_females
LINCSCP_169974,Nebivolol,YAPC,-0.36938761,NAC,05p_females
LINCSCP_15093,Isoolomoucine,HA1E,-0.36927332,NAC,05p_females
LINCSCP_165048,Dabrafenib,SKL.C,-0.36926613,NAC,05p_females
LINCSCP_47464,Fludrocortisone,PC3,-0.36925205,NAC,05p_females
LINCSCP_47645,Trioxsalen,PC3,-0.36920497,NAC,05p_females
LINCSCP_17816,Veliparib,HCC15,-0.3690875,NAC,05p_females
LINCSCP_14883,Phenolphthalein,HA1E,-0.36902453,NAC,05p_females
LINCSCP_7351,Chlorpromazine,A549,-0.36901761,NAC,05p_females
LINCSCP_42795,Pheniramine,NPC,-0.36894796,NAC,05p_females
LINCSCP_290848,Fenbufen,VCAP,-0.36893597,NAC,05p_females
LINCSCP_56661,Rhodomyrtoxin,VCAP,-0.36893064,NAC,05p_females
LINCSCP_53089,Quinacrine,SKM1,-0.36888302,NAC,05p_females
LINCSCP_126694,cortisone-acetate,HT29,-0.36886418,NAC,05p_females
LINCSCP_272072,Fluocinonide,PC3,-0.36876097,NAC,05p_females
LINCSCP_153115,Abiraterone Acetate,PC3,-0.36848643,NAC,05p_females
LINCSCP_100230,Allitinib,HCC515,-0.36848411,NAC,05p_females
LINCSCP_203595,"Trichostatin A, Streptomyces Sp.",ASC,-0.36847413,NAC,05p_females
LINCSCP_167368,Dolutegravir (GSK1349572),YAPC,-0.36843847,NAC,05p_females
LINCSCP_54732,Pala,T3M10,-0.36836851,NAC,05p_females
LINCSCP_55572,Ipratropium,VCAP,-0.36835153,NAC,05p_females
LINCSCP_56026,Ubenimex,VCAP,-0.36815784,NAC,05p_females
LINCSCP_172682,Pazufloxacin,YAPC,-0.36813455,NAC,05p_females
LINCSCP_143039,REGADENOSON,MCF7,-0.3680017,NAC,05p_females
LINCSCP_113379,Saracatinib,HME1,-0.3679617,NAC,05p_females
LINCSCP_138305,Voriconazole,MCF7,-0.36794729,NAC,05p_females
LINCSCP_171072,Reparixin,YAPC,-0.36765287,NAC,05p_females
LINCSCP_23128,Tubastatin A,HEPG2,-0.36763265,NAC,05p_females
LINCSCP_39898,Troglitazone,NCIH1836,-0.36761262,NAC,05p_females
LINCSCP_108841,Birinapant,HELA,-0.36756403,NAC,05p_females
LINCSCP_291063,Glycodeoxycholic acid,VCAP,-0.3675142,NAC,05p_females
LINCSCP_191908,Pioglitazone,A549,-0.36748816,NAC,05p_females
LINCSCP_55600,Cromakalim,VCAP,-0.36746945,NAC,05p_females
LINCSCP_244867,Hymecromone,MCF7,-0.36736731,NAC,05p_females
LINCSCP_19035,Brompheniramine,HCC515,-0.36734413,NAC,05p_females
LINCSCP_48014,Benztropine,PC3,0.82419445,NAC,05p_females
LINCSCP_13163,Calcitriol,FIBRNPC,0.8165462,NAC,05p_females
LINCSCP_69247,Erlotinib,A375,0.81588832,NAC,05p_females
LINCSCP_115463,Sorafenib,HS578T,0.78141689,NAC,05p_females
LINCSCP_213244,Genistein,HA1E,0.77752205,NAC,05p_females
LINCSCP_284098,Butoconazole,SKB,0.77283013,NAC,05p_females
