source,signatureid,compound,concentration,time,cellline,similarity,pValue,gene_direction,region,comparison,triple
entire_females,LINCSCP_153618,Clofarabine,10uM,24h,PC3,-0.22485163,8.87010638e-12,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_33461,Aminogenistein,10uM,6h,MCF7,-0.22482451,8.92243999e-12,none,NAC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_244952,Allopurinol,10uM,6h,MCF7,-0.22326981,1.24853881e-11,none,NAC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_96995,ESTRAMUSTINE,10uM,24h,HA1E,-0.22198261,1.645878091e-11,none,NAC,entire_females,HA1E-24h-10uM
entire_females,LINCSCP_34738,Ronidazole,10uM,6h,MCF7,-0.22151585,1.818562219e-11,none,NAC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_44238,Alprostadil,10uM,24h,PC3,-0.22009968,2.458114516e-11,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_8053,Heliomycin,10uM,6h,A549,-0.21986432,2.583842449e-11,none,NAC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2668,Procaterol,10uM,6h,A375,-0.21902221,3.087300416e-11,none,NAC,entire_females,A375-6h-10uM
entire_females,LINCSCP_155356,Alprostadil,3.33uM,24h,PC3,-0.21774541,4.038312545e-11,none,NAC,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_43958,Hemado,10uM,24h,PC3,-0.21292281,1.096988195e-10,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_153847,"Forskolin, NKH477",3.33uM,24h,PC3,-0.21265362,1.159110658e-10,none,NAC,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_33519,Linoleamide,10uM,6h,MCF7,-0.21103699,1.611136813e-10,none,NAC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_34397,Zoxazolamine,10uM,6h,MCF7,-0.21062962,1.749795469e-10,none,NAC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_155355,Alprostadil,10uM,24h,PC3,-0.20917013,2.34882914e-10,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_10198,Gemcitabine,10uM,6h,A549,-0.20878349,2.538447148e-10,none,NAC,entire_females,A549-6h-10uM
entire_females,LINCSCP_153846,"Forskolin, NKH477",10uM,24h,PC3,-0.20750593,3.277288425e-10,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_156840,Olaparib,10uM,24h,PC3,-0.20593714,4.474867951e-10,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46053,Lorazepam,10uM,24h,PC3,-0.2059245,4.486072835e-10,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_2684,Fenoterol,10uM,6h,A375,-0.20538616,4.989229522e-10,none,NAC,entire_females,A375-6h-10uM
entire_females,LINCSCP_4866,pyrvinium-pamoate,10uM,6h,A549,-0.20410138,6.422556304e-10,none,NAC,entire_females,A549-6h-10uM
entire_females,LINCSCP_37759,Methiazole,10uM,6h,MCF7,-0.20347163,7.264468802e-10,none,NAC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_272079,Cefuroxime,10uM,24h,PC3,-0.20321062,7.644097859e-10,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_47351,Triamterene,10uM,24h,PC3,-0.20097384,1.17950537e-9,none,NAC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_19527,O-Demethylated Adapalene,10uM,6h,HCC515,-0.44815066,0,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_150883,Withaferin A,10uM,24h,PC3,-0.42651634,0,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46689,Withaferin-A,10uM,24h,PC3,-0.41411768,0,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_151237,Withaferin A,10uM,24h,PC3,-0.39918533,0,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_6564,Calmidazolium,10uM,6h,A549,-0.39321428,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_1861,Cladribine,10uM,6h,A375,-0.37829442,0,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_245123,Withaferin A,10uM,6h,MCF7,-0.37679294,0,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_44021,Dinoprostone,10uM,24h,PC3,-0.37432602,0,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_20371,Withaferin-A,10uM,6h,HCC515,-0.36813168,0,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_6544,Calmidazolium,10uM,6h,A549,-0.35992941,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_32618,Withaferin-A,10uM,6h,MCF7,-0.34709936,0,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_7642,Cymarin,10uM,6h,A549,-0.33567752,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_8053,Heliomycin,10uM,6h,A549,-0.33458655,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2267,Withaferin-A,10uM,6h,A375,-0.33388285,0,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_17018,Iodoacetic acid,10uM,6h,HA1E,-0.33296387,0,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_7737,Strophanthidin,10uM,6h,A549,-0.3298969,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_20039,Cladribine,10uM,6h,HCC515,-0.32679763,0,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_14551,Penfluridol,10uM,6h,HA1E,-0.32623603,0,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_7723,Bufalin,10uM,6h,A549,-0.3262188,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_4866,pyrvinium-pamoate,10uM,6h,A549,-0.32584154,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_152287,Chelerythrine,10uM,24h,PC3,-0.32555769,0,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_6681,Nilotinib,10uM,6h,A549,-0.32374331,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_46825,Xanthohumol,10uM,24h,PC3,-0.32085084,0,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_20532,Quizartinib,10uM,6h,HCC515,-0.31734372,0,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_6543,Verrucarin A,10uM,6h,A549,-0.31579261,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_18451,Anisomycin,10uM,6h,HCC515,-0.31183157,0,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_7704,Niclosamide,10uM,6h,A549,-0.30933966,0,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_20361,Verrucarin A,10uM,6h,HCC515,-0.30595774,1e-20,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_30198,Piplartine,10uM,6h,MCF7,-0.30364966,1e-20,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_44017,Digoxin,10uM,24h,PC3,-0.30210052,2e-20,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_6937,Proscillaridin A,10uM,6h,A549,-0.30113646,3e-20,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_30155,Withaferin A,10uM,6h,MCF7,-0.29905175,5e-20,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_457,Cercosporin,10uM,6h,A375,-0.29666692,1e-19,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_1021,Menadione,10uM,6h,A375,-0.29494183,1.6e-19,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_20390,Calmidazolium,10uM,6h,HCC515,-0.29490901,1.6e-19,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_36179,Withaferin A,10uM,6h,MCF7,-0.29326513,2.6e-19,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_7126,Cucurbitacin I,10uM,6h,A549,-0.29144524,4.4e-19,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_14945,Menadione,10uM,6h,HA1E,-0.29105975,5e-19,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_19494,Narciclasine,10uM,6h,HCC515,-0.29100628,5e-19,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_111,Piplartine,10uM,6h,A375,-0.29093691,5.1e-19,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_43926,Withaferin A,10uM,24h,PC3,-0.29003468,6.7e-19,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_18441,Cephaeline,10uM,6h,HCC515,-0.2892551,8.3e-19,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_3124,Cladribine,10uM,6h,A375,-0.28913771,8.6e-19,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_15535,Narciclasine,10uM,6h,HA1E,-0.28838647,1.07e-18,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_4318,Cercosporin,10uM,6h,A549,-0.28689328,1.63e-18,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_244250,Suloctidil,10uM,6h,MCF7,-0.2865261,1.81e-18,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_167546,Bardoxolone Methyl,10uM,24h,YAPC,-0.28635593,1.9e-18,none,OFC,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_43958,Hemado,10uM,24h,PC3,-0.2863146,1.93e-18,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_875,Cucurbitacin-I,10uM,6h,A375,-0.28530944,2.56e-18,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_44387,Ouabain,10uM,24h,PC3,-0.28492075,2.86e-18,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7199,Cephaeline,10uM,6h,A549,-0.284524,3.19e-18,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2700,Ouabain,10uM,6h,A375,-0.2832808,4.53e-18,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_44057,Purmorphamine,10uM,24h,PC3,-0.28289575,5.04e-18,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_2144,Sepantronium,10uM,6h,A375,-0.2803213,1.032e-17,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_3070,Azacitidine,10uM,6h,A375,-0.27925523,1.385e-17,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_153444,IB-MECA,10uM,24h,PC3,-0.27809183,1.906e-17,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_4344,Digitoxigenin,10uM,6h,A549,-0.27737042,2.322e-17,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2745,Anisomycin,10uM,6h,A375,-0.27705007,2.535e-17,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_44404,Bufalin,10uM,24h,PC3,-0.27627331,3.133e-17,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_14318,Anisomycin,10uM,6h,HA1E,-0.27566676,3.694e-17,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_44206,Digoxigenin,10uM,24h,PC3,-0.27529003,4.091e-17,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_16710,Nilotinib,10uM,6h,HA1E,-0.27498709,4.441e-17,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_4679,Auranofin,10uM,6h,A549,-0.27440768,5.194e-17,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_44494,Proscillaridin A,10uM,24h,PC3,-0.27440684,5.195e-17,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_201212,Perhexiline,10uM,6h,A549,-0.2737583,6.188e-17,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_4289,Periplocymarin,10uM,6h,A549,-0.27171459,1.0705e-16,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_34571,Haloprogin,10uM,6h,MCF7,-0.27157304,1.1117e-16,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_809,Menadione,10uM,24h,A375,-0.2713728,1.1727e-16,none,OFC,entire_females,A375-24h-10uM
entire_females,LINCSCP_44183,Cymarin,10uM,24h,PC3,-0.26970336,1.8275e-16,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_9796,Auranofin,10uM,6h,A549,-0.26968487,1.8364e-16,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2733,Cephaeline,10uM,6h,A375,-0.269116,2.1346e-16,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_2784,Digoxin,10uM,6h,A375,-0.26809593,2.7931e-16,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_8009,Lanacordin,10uM,6h,A549,-0.26748265,3.2813e-16,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_44071,Strophanthidin,10uM,24h,PC3,-0.26642665,4.3261e-16,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46854,Lypressin,10uM,24h,PC3,-0.26583706,5.0453e-16,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_30721,Auranofin,10uM,6h,MCF7,-0.26566925,5.2707e-16,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_67983,Withaferin A,10uM,24h,PC3,-0.26557424,5.4026e-16,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_9603,Niclosamide,10uM,6h,A549,-0.26440776,7.3133e-16,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_69536,Radicicol,10uM,24h,A375,-0.26296832,1.06049e-15,none,OFC,entire_females,A375-24h-10uM
entire_females,LINCSCP_3064,Lanacordin,10uM,6h,A375,-0.26229564,1.26063e-15,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_9631,Omacetaxine Mepesuccinate,10uM,6h,A549,-0.26180595,1.42926e-15,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_18588,"Tazac, Axid, Axid Ar, Nizatidine",10uM,24h,HCC515,-0.26081652,1.84047e-15,none,OFC,entire_females,HCC515-24h-10uM
entire_females,LINCSCP_147,Menadione,10uM,6h,A375,-0.26009862,2.20963e-15,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_36169,Omacetaxine Mepesuccinate,10uM,6h,MCF7,-0.25888679,3.00454e-15,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_46824,Reversine,10uM,24h,PC3,-0.25825119,3.52776e-15,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_20679,Prostratin,10uM,6h,HCC515,-0.25813573,3.63199e-15,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_2675,Cucurbitacin I,10uM,6h,A375,-0.25773398,4.01877e-15,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_244952,Allopurinol,10uM,6h,MCF7,-0.25757793,4.17969e-15,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_33489,Piplartine,10uM,6h,MCF7,-0.25739927,4.3717e-15,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_7522,Omacetaxine Mepesuccinate,10uM,6h,A549,-0.25702197,4.80614e-15,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_47278,Lanacordin,10uM,24h,PC3,-0.25403276,1.012548e-14,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_155355,Alprostadil,10uM,24h,PC3,-0.25394863,1.033862e-14,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46091,Etoposide,10uM,24h,PC3,-0.25374552,1.087157e-14,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_69284,Linsitinib,10uM,24h,A375,-0.25337605,1.191109e-14,none,OFC,entire_females,A375-24h-10uM
entire_females,LINCSCP_137182,Sepantronium,0.12uM,24h,MCF7,-0.2532289,1.235176e-14,none,OFC,entire_females,MCF7-24h-0.12uM
entire_females,LINCSCP_7995,Prostratin,10uM,6h,A549,-0.25287131,1.349046e-14,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_154351,Colforsin,3.33uM,24h,PC3,-0.25234317,1.53632e-14,none,OFC,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_2501,QL-XII-47,10uM,6h,A375,-0.25142363,1.925151e-14,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_153486,Rimexolone,10uM,24h,PC3,-0.251401,1.935847e-14,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_18126,Omacetaxine Mepesuccinate,10uM,6h,HCC515,-0.2509233,2.175768e-14,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_2510,Terfenadine,10uM,6h,A375,-0.25078057,2.252955e-14,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_168589,Camostat Mesilate,10uM,24h,YAPC,-0.25029553,2.535907e-14,none,OFC,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_921,Narciclasine,10uM,6h,A375,-0.24966537,2.95612e-14,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_34397,Zoxazolamine,10uM,6h,MCF7,-0.24948119,3.09136e-14,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_2836,Cymarin,10uM,6h,A375,-0.24921347,3.298837e-14,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_17467,Avrainvillamide-analog-6,10uM,24h,HA1E,-0.24890457,3.555247e-14,none,OFC,entire_females,HA1E-24h-10uM
entire_females,LINCSCP_47299,Nafcillin,10uM,24h,PC3,-0.24884002,3.611253e-14,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_34357,Kanamycin,10uM,6h,MCF7,-0.24868926,3.745438e-14,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_7165,Ouabain,10uM,6h,A549,-0.24772159,4.731069e-14,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_19473,Auranofin,10uM,6h,HCC515,-0.24725368,5.294951e-14,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_16763,QL-XII-47,10uM,6h,HA1E,-0.24648991,6.360156e-14,none,OFC,entire_females,HA1E-6h-10uM
entire_females,LINCSCP_4696,Rottlerin,10uM,6h,A549,-0.2463385,6.59503e-14,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2352,Arundine,10uM,6h,A375,-0.24624721,6.740727e-14,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_954,O-Demethylated Adapalene,10uM,6h,A375,-0.24567029,7.73739e-14,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_92769,Meisoindigo,10uM,24h,HA1E,-0.24561214,7.845536e-14,none,OFC,entire_females,HA1E-24h-10uM
entire_females,LINCSCP_69183,Radicicol,10uM,24h,A375,-0.24534631,8.359065e-14,none,OFC,entire_females,A375-24h-10uM
entire_females,LINCSCP_269273,Raltitrexed,10uM,24h,PC3,-0.24508681,8.892143e-14,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_168116,Mubritinib (TAK 165),10uM,24h,YAPC,-0.24469646,9.757421e-14,none,OFC,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_5074,Emetine,10uM,6h,A549,-0.24453371,1.0142095e-13,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_70488,galantamine,10uM,24h,A375,-0.24442966,1.0395797e-13,none,OFC,entire_females,A375-24h-10uM
entire_females,LINCSCP_244691,Octopamine,10uM,6h,MCF7,-0.24395859,1.1624504e-13,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_893,Manumycin-A,10uM,6h,A375,-0.24385137,1.1923472e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_2529,Suloctidil,10uM,6h,A375,-0.2437243,1.2287576e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_66377,Wortmannin,10uM,6h,A375,-0.24364886,1.2508862e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_158367,Manumycin-A,10uM,24h,PC3,-0.24307661,1.4319772e-13,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_2272,Terreic-acid,10uM,6h,A375,-0.2427447,1.5485443e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_2572,Brazilin,10uM,6h,A375,-0.2424637,1.6544675e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_2591,Penfluridol,10uM,6h,A375,-0.24228448,1.7257061e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_18369,Cymarin,10uM,6h,HCC515,-0.24175816,1.952749e-13,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_872,Perhexiline,10uM,6h,A375,-0.24136614,2.1406582e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_2256,Verrucarin A,10uM,6h,A375,-0.24069885,2.5020862e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_45727,"Triazolothiadiazine, 29",10uM,24h,PC3,-0.24025309,2.7761986e-13,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_20707,Lanacordin,10uM,6h,HCC515,-0.23937734,3.4031721e-13,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_2905,Bufalin,10uM,6h,A375,-0.23879283,3.8968471e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_14960,Amylocaine,10uM,24h,HA1E,-0.23843842,4.2296796e-13,none,OFC,entire_females,HA1E-24h-10uM
entire_females,LINCSCP_35844,Withaferin A,10uM,6h,MCF7,-0.23801277,4.6663909e-13,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_169692,Everolimus,10uM,24h,YAPC,-0.23748911,5.264625e-13,none,OFC,entire_females,YAPC-24h-10uM
entire_females,LINCSCP_19321,O-Demethylated Adapalene,10uM,24h,HCC515,-0.23730058,5.4978977e-13,none,OFC,entire_females,HCC515-24h-10uM
entire_females,LINCSCP_158098,Dinoprost,3.33uM,24h,PC3,-0.23722755,5.5909542e-13,none,OFC,entire_females,PC3-24h-3.33uM
entire_females,LINCSCP_86,Brazilin,10uM,6h,A375,-0.23701475,5.8710159e-13,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_7446,Digoxin,10uM,6h,A549,-0.23694087,5.9714205e-13,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_34423,oxantel,10uM,6h,MCF7,-0.23690982,6.0141184e-13,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_19637,Emetine,10uM,6h,HCC515,-0.23646288,6.6629548e-13,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_33173,Cucurbitacin I,10uM,6h,MCF7,-0.23600049,7.4063333e-13,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_231,N-Formylmethionylalanine,10uM,24h,A375,-0.23590077,7.5769951e-13,none,OFC,entire_females,A375-24h-10uM
entire_females,LINCSCP_4655,Cucurbitacin-I,10uM,6h,A549,-0.23528792,8.7137187e-13,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_46053,Lorazepam,10uM,24h,PC3,-0.2351381,9.0160964e-13,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_272134,Cobalt (Ii) Chloride,10uM,24h,PC3,-0.23475719,9.831911e-13,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_404,Ambelline,10uM,6h,A375,-0.23344946,1.32218336e-12,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_6732,QL-XII-47,10uM,6h,A549,-0.23273275,1.55407889e-12,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_45970,Cladribine,10uM,24h,PC3,-0.2311627,2.21004697e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_36435,Withaferin A,10uM,6h,MCF7,-0.23095231,2.31638041e-12,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_46468,Floxuridine,10uM,24h,PC3,-0.23041578,2.61074069e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_7214,Anisomycin,10uM,6h,A549,-0.23031383,2.67067484e-12,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_2815,Omacetaxine Mepesuccinate,10uM,6h,A375,-0.230045,2.83525166e-12,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_44018,Arecaidine Propargyl Ester,10uM,24h,PC3,-0.22979511,2.99711524e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_46683,Calmidazolium,10uM,24h,PC3,-0.22856401,3.93623434e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_1280,Emetine,10uM,6h,A375,-0.22855828,3.94121837e-12,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_19015,Proscillaridin A,10uM,6h,HCC515,-0.22852805,3.96761129e-12,none,OFC,entire_females,HCC515-6h-10uM
entire_females,LINCSCP_32322,Sepantronium,10uM,6h,MCF7,-0.22775752,4.7017586e-12,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_481,Digitoxigenin,10uM,6h,A375,-0.22761043,4.85629125e-12,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_2689,Irinotecan,10uM,6h,A375,-0.22738376,5.10422364e-12,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_32799,QL-XII-47,10uM,6h,MCF7,-0.22729399,5.20579269e-12,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_47613,Irinotecan,10uM,24h,PC3,-0.22645415,6.25710557e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_278746,Wortmannin,10uM,24h,PC3,-0.22601778,6.88265717e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_272019,Busulfan,10uM,24h,PC3,-0.2259462,6.99095183e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_67954,Wortmannin,10uM,24h,PC3,-0.22587559,7.09940097e-12,none,OFC,entire_females,PC3-24h-10uM
entire_females,LINCSCP_235901,Dephostatin,10uM,6h,MCF7,-0.22547856,7.74059799e-12,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_34415,Cephalexin,10uM,6h,MCF7,-0.22533108,7.99292864e-12,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_76,Selamectin,10uM,6h,A375,-0.22503135,8.53080166e-12,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_37759,Methiazole,10uM,6h,MCF7,-0.22451787,9.53562497e-12,none,OFC,entire_females,MCF7-6h-10uM
entire_females,LINCSCP_15415,Menadione,10uM,24h,HA1E,-0.22451441,9.54278482e-12,none,OFC,entire_females,HA1E-24h-10uM
entire_females,LINCSCP_401,Amylocaine,10uM,6h,A375,-0.22402479,1.060907173e-11,none,OFC,entire_females,A375-6h-10uM
entire_females,LINCSCP_4756,Niclosamide,10uM,6h,A549,-0.22391843,1.085565687e-11,none,OFC,entire_females,A549-6h-10uM
entire_females,LINCSCP_100766,Rabusertib,10uM,24h,HCC515,-0.22389753,1.090476024e-11,none,OFC,entire_females,HCC515-24h-10uM
entire_females,LINCSCP_153949,Bardoxolone Methyl,3.33uM,24h,PC3,-0.22368133,1.142570162e-11,none,OFC,entire_females,PC3-24h-3.33uM
